status	glyphs	meaning	note	similar_in_my_dictionary
missing_reconstructed	𓍛 𓊹 𓈖 𓌾 𓅓 𓅱 𓁷 𓇋 𓄣 𓄑 𓏏 𓈙 𓐍 𓅓	prophet-of-Amun-who-dwells-in-Hut-sekhem	ḥm-nṯr-n-Jtm.w-ḥr.j-jb-Ḥw.t-Sḫm (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓁤	prophet-of-Min	ḥm-nṯr-n-Mnw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓎔 𓏭 𓏏	prophet-of-Mehyt	ḥm-nṯr-n-Mḥy.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓄤 𓊵 𓅮 𓊹 𓉻	prophet-of-Neferhotep-the-great-god	ḥm-nṯr-n-Nfr-ḥtp-pꜣ-nṯr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓄤 𓊵 𓅮 𓅭 𓈖 𓅮 𓋹	prophet-of-Neferhotep-the-son-of-Pa-ankh	ḥm-nṯr-n-Nfr-ḥtp-pꜣ-zꜣ-n-Pꜣ-ꜥnḫ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓅱 𓂋 𓌂 𓅱 𓎟 𓅨 𓂋 𓏏	god's-servant of Great-of-power, Lord of the Red Crown	ḥm-nṯr-n-Wr-sḫm.w-nb-wrr.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓅱 𓋴 𓇋 𓂋 𓄋 𓅱 𓇋 𓈙 𓂧	prophet-of-Osiris-upu-isched	ḥm-nṯr-n-Wsjr-wp.w-jšd (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓅱 𓋴 𓇋 𓂋 𓁷 𓅱 𓄿 𓋴 𓏏 𓎟 𓏏 𓄑 𓏏 𓈖 𓄑 𓏏 𓈖 𓄑	prophet-of-Osiris-Horus-Isis-and-Nephthys-of-the-temple-of-Hu (Diospolis-parva)	ḥm-nṯr-n-Wsjr-Ḥr.w-Ꜣs.t-Nb.t-ḥw.t-n-ḥw.t-n-Ḥw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓅱 𓋴 𓇋 𓂋 𓁷 𓇋 𓄣 𓇋 𓈙 𓂋 𓅱	prophet-of-Osiris-who-dwells-in-Asheru	ḥm-nṯr-n-Wsjr-ḥr.j-jb-Jšrw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓈖 𓄿 𓊹 𓈖 𓄑	prophet-of-the-gods-of-Hu (Diospolis-parva)	ḥm-nṯr-n-nꜣ-nṯr-n-Ḥw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓇗 𓅱 𓋴 𓇋 𓎔 𓅱 𓋴 𓇋	God's-servant of the White and Red Crowns	ḥm-nṯr-n-šmꜥ.w-sj-mḥ.w-sj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓁷 𓅱 𓄑 𓂧 𓍘	God's servant of Horus of Edfu	ḥm-nṯr-n-Ḥr.w-Bḥd.tj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓁷 𓅱 𓊔 𓇋	God's servant of Horus of Nekhen	ḥm-nṯr-n-Ḥr.w-Nḫn.j (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓄑 𓏏 𓈙 𓐍 𓅓	prophet-of-Hathor-lady-of-Hut-sekhem	ḥm-nṯr-n-Ḥw.t-Ḥr.w-nb.t-Ḥw.t-Sḫm (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈖 𓅯 𓋴 𓅱 𓁷 𓇋 𓄣 𓃀 𓈖 𓈖 𓏏	prophet-of-Khons-who-dwells-in-the-benenet	ḥm-nṯr-n-Ḫns.w-ḥr.j-jb-Bnn.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓎟 𓇋 𓅓 𓏏 𓅭 𓎔 𓍘 𓏏	priest of the lord of Imet, the son of Mehet	ḥm-nṯr-nb-Jm.t-zꜣ-Mḥ.tjt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓉐 𓉻	priest of the palace	ḥm-nṯr-pr-ꜥꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓊪 𓋴 𓆓 𓏏 𓉻 𓏏	priest of the great ennead	ḥm-nṯr-psḏ.t-ꜥꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓌢 𓏌 𓇋 𓅓 𓈖	second prophet of Amun	ḥm-nṯr-sn.nw-Ꞽmn (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁶 𓇋 𓈖 𓄤 𓊵	chief-prophet-of-Neferhotep	ḥm-nṯr-tp.j-n-Nfr-ḥtp (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁶 𓇋 𓏠 𓍿 𓅱	high priest of Montu	ḥm-nṯr-tp.ï-Mnṯ.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁶 𓇋 𓈖 𓇋 𓅓 𓈖 𓅱	high priest of Amun	ḥm-nṯr-tp.ï-n-Ꞽmn.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓊽 𓋴 𓅱 𓏏 𓍿 𓏏 𓇋	priest of (the pyramid) Enduring-are-the-places-of-Teti	ḥm-nṯr-Ḏd-s.wt-Ttj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓊽 𓆑 𓇳 𓅱	priest of Djedefre	ḥm-nṯr-Ḏd=f-Rꜥw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓎛 𓎡 𓄿	priest of Heka	ḥm-nṯr-Ḥkꜣ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓎛 𓈎 𓏏	priest of Heqet	ḥm-nṯr-Ḥq.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓈎 𓆑 𓏏 𓇋	priest of Horus Kefti	ḥm-nṯr-Ḥr.w-Kftj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓅱 𓋴 𓂋 𓄣	priest of Horus User-ib	ḥm-nṯr-Ḥr.w-Wsr-jb (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓇋 𓅓 𓇋 𓍲 𓅱 𓏏	priest of Horus, who in Schenut is	ḥm-nṯr-Ḥr.w-jm.j-Šn.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓎆 𓂧 𓅱	priest of Horus Medjedu (Khufu)	ḥm-nṯr-Ḥr.w-mḏdw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓎆 𓂧 𓅱 𓋽 𓇋 𓆑 𓅱 𓇋	priest of Horus Medjedu Khufu	ḥm-nṯr-Ḥr.w-mḏdw-Ḫwi̯=f-wj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓁷 𓇋 𓄣 𓉥	priest of Horus, who is in the palace	ḥm-nṯr-Ḥr.w-ḥr.j-jb-ꜥḥ (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓁷 𓅱 𓅜 𓍘	priest of Horakhty	ḥm-nṯr-Ḥr.w-ꜣḫ.tj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓄑 𓏏 𓁷 𓅱	priest of Hathor	ḥm-nṯr-Ḥw.t-Ḥr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓈖 𓉔 𓏏	priest(ess) of Hathor, Mistress of the Sycamore	ḥm-nṯr-Ḥw.t-Ḥr.w-nb.t-nh.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓄑 𓏏 𓂓 𓊪 𓊪 𓏭	priest of the ka-house of Pepi	ḥm-nṯr-ḥw.t-kꜣ-Ppy (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓋽 𓇋 𓆑 𓅱 𓇋	priest of Cheops	ḥm-nṯr-Ḫwi̯=f-wj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓈍 𓇋 𓅡 𓆷 𓄡 𓅱 𓇳 𓅱	priest of Cha-bau-Sahure	ḥm-nṯr-Ḫꜥi̯-Bꜣ-Sꜣẖ.w-Rꜥw (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓏃 𓇋 𓅜 𓏏 𓋽 𓇋 𓆑 𓅱 𓇋	priest in front of (the pyramid complex) Horzon-of-Cheops	ḥm-nṯr-ḫnt.j-Ꜣḫ.t-Ḫwi̯=f-wj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓐍 𓏭 𓅱 𓇋 𓁷 𓅱	priest of the two children of Horus	ḥm-nṯr-ḫy.wj-Ḥr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓄿 𓋴 𓏏 𓄑 𓏏 𓁷 𓅱	priest of Isis and Hathor	ḥm-nṯr-Ꜣs.t-Ḥw.t-Ḥr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓆈	ordinary god's-servant	ḥm-nṯr-ꜥšꜣ (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓊹 𓉻	chief god's-servant	ḥm-nṯr-ꜥꜣ (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓉐 𓅓 𓉐 𓅨	house servant in the Per-wer (shrine of Upper Egypt)	ḥm-pr-m-pr-wr (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊪 𓋴 𓆓 𓏏	majesty of the pelican	ḥm-psḏ.t (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓌥 𓁷 𓅱	servant of the djeba of Horus	ḥm-ḏbꜣ-Ḥr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓈋	[priest]	ḥm-ḏw (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓎛 𓊪 𓅱 𓇋	servant of Hepwy	ḥm-Ḥp.wj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓁷 𓅱 𓊔 𓇋	priest of Horus of Nekhen (Hierakonpolis)	ḥm-Ḥr.w-Nḫn.j (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓋩	servant of the seal	ḥm-ḫtm (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓐍 𓏭 𓅱 𓇋 𓁷 𓅱	priest of the two children of Horus	ḥm-ḫy.wj-Ḥr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓏏 𓁤	wife of Min (priestess)	ḥm.t-Mnw (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓂓	ka-priestess	ḥm.t-kꜣ (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓄓 𓅱 𓏏	king's wife	ḥm.t-nswt (substantive) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹	priestess	ḥm.t-nṯr (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓅡 𓊪 𓆑	priest of Bapef	ḥm.t-nṯr-Bꜣ-pf (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏	priestess of Neith	ḥm.t-nṯr-Nj.t (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓅓 𓋴 𓅱 𓏏 𓋴 𓎟 𓅱 𓏏	priestress of Neith in all her places	ḥm.t-nṯr-Nj.t-m-s.wt=s-nb.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓎔 𓍘 𓏏 𓊅	priestess of Neith, north of the wall	ḥm.t-nṯr-Nj.t-mḥ.tjt-jnb (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓎔 𓍘 𓏏 𓊅 𓄋 𓏏 𓍯 𓅱 𓏏	preistess of Neith, north of her wall, opener of the ways	ḥm.t-nṯr-Nj.t-mḥ.tjt-jnb-wp.t-wꜣ.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓎔 𓍘 𓏏 𓊅 𓄋 𓏏 𓍯 𓅱 𓏏 𓄤 𓅱 𓏏 𓏃 𓌾 𓁹 𓏏 𓌸 𓅱 𓏏	priestress of Neith, Who is north of the Wall, Opener of the beautiful ways, Pre-eminent in Iret-mer	ḥm.t-nṯr-Nj.t-mḥ.tjt-jnb-wp.t-wꜣ.wt-nfr.wt-ḫnt.jt-Jr.t-mr.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓎔 𓍘 𓏏 𓊅 𓄋 𓏏 𓍯 𓅱 𓏏 𓏃 𓌾 𓁹 𓏏 𓌸 𓅱 𓏏	priestress of Neith, Who is north of the Wall, Opener of the ways, Pre-eminent in Iret-mer	ḥm.t-nṯr-Nj.t-mḥ.tjt-jnb-wp.t-wꜣ.wt-ḫnt.jt-Jr.t-mr.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓎔 𓍘 𓏏 𓊅 𓏃 𓌾 𓁹 𓏏 𓌸 𓅱 𓏏	priestress of Neith, who is north of the wall, pre-eminent in Iret-merut	ḥm.t-nṯr-Nj.t-mḥ.tjt-jnb-ḫnt.jt-Jr.t-mr.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓇋 𓏏 𓄋 𓍘 𓏏 𓍯 𓅱 𓏏 𓎟 𓅱 𓏏	priestess of Neith, opener of all the ways	ḥm.t-nṯr-Nj.t-wp.tjt-wꜣ.wt-nb.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓈖 𓏏 𓇋 𓅓 𓈖	god's wife of Amun	ḥm.t-nṯr-n.t-Jmn (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓀻 𓋴 𓎟 𓍘	priestess of Schepses-nebti (Schepseskaf)	ḥm.t-nṯr-Špss-Nb.tj (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓆓 𓎛 𓅱 𓍘	priestess of Thoth	ḥm.t-nṯr-Ḏḥw.tj (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱	priestess of Hathor	ḥm.t-nṯr-Ḥw.t-Ḥr.w (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎔 𓍘 𓏏 𓊅	priestress of Hathor, north of the wall	ḥm.t-nṯr-Ḥw.t-Ḥr.w-mḥ.tjt-jnb (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓉺 𓏏	priestess of Hathor, mistress of Dendera	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Jwn.t (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓆭 𓅱	priestress of Hathor mistress of Iamu (Kom el-Hisn)	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Jꜣm.w (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓈖 𓉔 𓏏	priestess of Hathor, mistress of the sycamore	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Nh.t (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓈖 𓉔 𓏏 𓅓 𓋴 𓅱 𓏏 𓋴 𓎟 𓅱 𓏏	preistess of Hathor, lady of the sycamore in all her (cult) places	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Nh.t-m-s.wt=s-nb.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓈖 𓉔 𓏏 𓌘 𓌾	priestess of Hathor, mistress of the southern sycamore	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Nh.t-rs.jt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓈎 𓇋 𓋴	prietsress of Hathor, Mistress of Cusae	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-Qjs (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓅓 𓆑 𓎡 𓄿 𓏏	priestess of Hathor, mistress of turquoise	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-mfkꜣ.t (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓊃 𓅓 𓏭 𓅱 𓏏	priestess of Hathor, mistress of the deserts	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-zmy.wt (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓄑 𓏏 𓁷 𓅱 𓎟 𓏏 𓊃 𓅓 𓏭 𓅱 𓏏 𓄤 𓋴 𓏏	priestess of Hathor, mistress of the deserts, beautiful of cult-place	ḥm.t-nṯr-Ḥw.t-Ḥr.w-nb.t-zmy.wt-nfr-s.t (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓏏 𓊹 𓅷 𓏭 𓊗 𓆑	priestess of Tjasepef	ḥm.t-nṯr-Ṯꜣ.y-zp=f (epitheton_title) [aed] ~spelled-out	𓍛 𓏏 = Majesty (of Queen) (line 16897) ; 𓍛 𓏏 𓁐 = female servant (line 16898)
missing_reconstructed	𓍛 𓅱	[a plant (fenugreek?)]; forty; Hemu	ḥm.w, Ḥmw (substantive) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓅓	[an instrument (med.)]	ḥmm (substantive) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓂋	[verb]	ḥmr (verb) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓋴	judicial session	ḥms (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓋴 𓅱	sitting	ḥms.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓋴 𓏭	table companion	ḥms.y (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍍 𓈀 𓎛 𓅱	granular copper	ḥmt-ꞽwḥ.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍍 𓇋	miner; metal-worker	ḥmt.j (substantive) [aed] ~spelled-out	
missing_reconstructed	𓍍 𓇋 𓋞	goldsmith	ḥmt.ï-nbw (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍍 𓏭	[material]	ḥmty (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓅱 𓏏 𓅭	[condition of being bewitched, as an illness]	ḥmw.t-zꜣ (substantive) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓅱 𓅱 𓋞	craftsman in gold	ḥmw.w-nbw (substantive) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓅱 𓅱 𓅨	chief craftsman	ḥmw.w-wr (epitheton_title) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓅱 𓅱 𓅨 𓂋 𓏭 𓏏	chariot maker	ḥmw.w-wrry.t (substantive) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓅱 𓅱 𓄊	oar maker	ḥmw.w-wsr (substantive) [aed] ~spelled-out	𓍛 𓅱 𓅱 = fuller (washer of cloth) ? (line 16895)
missing_reconstructed	𓍛 𓏭 𓏏	[chariot part]; [a stone implement]	ḥmy.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓊃	to slay; to mutilate (?)	ḥmz (verb) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓆓	vinegar; inferior quality wine (Sem. loan word)	ḥmḏ (substantive) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓄿 𓏏 𓎔 𓅱 𓏭 𓏏	Lower Egyptian salt	ḥmꜣ.t-mḥ.wyt (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓄿 𓅱	[a plant (fenugreek?)]; [swelling? tumor? (med.)]	ḥmꜣ.w (substantive) [aed] ~spelled-out	
missing_reconstructed	𓍛 𓄿 𓎼	[scale]	ḥmꜣg (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓍛 𓄿 𓍿 𓍿	[a cord (?)]	ḥmꜣṯṯ (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓈖 𓉻 𓅓	Asiatic (Aamu) vessel	ḥn.w-n-ꜥꜣm (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓇋 𓅓 𓈖 𓍘 𓏏	mistress of the west	ḥn.wt-Jmn.tjt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓅷 𓅱 𓇋	mistress of the Two Lands	ḥn.wt-Tꜣ.wj (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓅓 𓆑 𓎡 𓄿 𓏏	mistress of turquoise (Hathor)	ḥn.wt-mfkꜣ.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓏠 𓇋 𓏏	mistress of the menat (Hathor)	ḥn.wt-mnj.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓊹 𓅱	mistress of the gods (Hathor)	ḥn.wt-nṯr.w (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓇾	the mistress of the land	ḥn.wt-tꜣ (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓏞 𓈙 𓏏	lady of the sistrum	ḥn.wt-zšš.t (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓍲 𓎟 𓈖 𓌾 𓈖	lady of all that the sun disc encircles	ḥn.wt-šn-nb-n-jtn (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓅱 𓏏 𓍛 𓅱 𓏏 𓎟 𓅱 𓏏	lady of all the women	ḥn.wt-ḥm.wt-nb.wt (epitheton_title) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓃀 𓏏	[a med. substance]	ḥnb.t (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓃀 𓅱	[term for rays of sunlight]	ḥnb.w (noun) [wikidata] ~spelled-out	
missing_reconstructed	𓆰 𓃀 𓅱 𓏏	[noun]	ḥnb.wt (substantive) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓃀 𓃀	to slay (offering animals)	ḥnbb (verb) [aed] ~spelled-out	
missing_reconstructed	𓆰 𓎰	[a vessel (or its contents)]	ḥnbꜣs (substantive) [aed] ~spelled-out	
