status	glyphs	meaning	note	similar_in_my_dictionary
new_writing	𓐝 𓏏 𓍘 𓇋 𓆱	scribe's palette	gstꞽ (noun) [wikidata]	𓐝 𓏏 𓎸 = wine of Imt (line 20886)
new_writing	𓀀 𓁐 𓏪	neighbours; colleagues; companions; relatives	gsw (noun) [vygus] ~approx	
new_writing	𓊃 𓅱 𓂐 𓏥	(a female illness; disease)	gsw (noun) [vygus] ~approx	𓊃 𓅱 𓏏 𓇠 = wheat (line 11677)
new_writing	𓊃 𓅱 𓄻 𓏥	(a female illness; disease)	gsw (noun) [vygus] ~approx	𓊃 𓅱 𓏏 𓇠 = wheat (line 11677)
new_writing	𓊃 𓅱 𓏋 𓏥	ointment; salve	gsw (noun) [vygus] ~approx	𓊃 𓅱 𓏏 𓇠 = wheat (line 11677)
new_writing	𓊃 𓅱 𓏥	(a female illness; disease)	gsw (noun) [vygus] ~approx	𓊃 𓅱 𓏏 𓇠 = wheat (line 11677)
new_writing	𓊃 𓏋	ointment; salve	gsw (noun) [vygus] ~approx	
new_writing	𓊃 𓏲	overflow; abundance (of mother's breast) ?	gsw (noun) [vygus] ~approx	𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12154) ; 𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12155)
new_writing	𓊃 𓏲 𓂐 𓏥	overflow; abundance (of mother's breast) ?	gsw (noun) [vygus] ~approx	𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12154) ; 𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12155)
new_writing	𓊃 𓏲 𓄹	overflow; abundance (of mother's breast) ?	gsw (noun) [vygus] ~approx	𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12154) ; 𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12155)
new_writing	𓊃 𓏲 𓏌 𓏥	ointment	gsw () [middle-egyptian] ~approx	𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12154) ; 𓊃 𓏲 𓆼 𓄿 𓅪 = befool (someone) (line 12155)
new_writing	𓎼 𓄿 𓋴 𓏲 𓏌 𓀜	anoint (someone with); get anointed; smear on (unguent)	gsw (verb) [vygus]	𓎼 𓄿 𓋴 𓏊 𓀜 = anoint (someone with), smear on (unguent) (line 18777)
new_writing	𓏤 𓅱 𓀀 𓁐 𓏥	neighbours; colleagues; companions; relatives	gsw (noun) [vygus] ~approx	
new_writing	𓎼 𓋴 𓋴 𓄿 𓄿 𓊊	to tilt	gsꜣ (verb) [wiktionary]	𓎼 𓋴 𓐛 = side, border (of land), half, half-aroura (line 18862) ; 𓎼 𓋴 𓐛 𓏏 𓂻 = speed, run, course (line 18863)
new_writing	𓎼 𓄿 𓍘 𓇋 𓏋 𓏫	an oil	gt (noun) [vygus]	𓎼 𓄿 𓍘 𓇋 𓆱 = shrine (line 18779)
new_writing	𓎼 𓄿 𓍘 𓇋 𓏏 𓆱	wooden chest; coffer	gt (noun) [vygus]	𓎼 𓄿 𓍘 𓇋 𓆱 = shrine (line 18779)
new_writing	𓎼 𓄿 𓍘 𓇋 𓏏 𓈙	loaves	gt (noun) [vygus]	𓎼 𓄿 𓍘 𓇋 𓆱 = shrine (line 18779)
new_writing	𓎼 𓄿 𓍘 𓇋 𓏏 𓏒	loaves	gt (noun) [vygus]	𓎼 𓄿 𓍘 𓇋 𓆱 = shrine (line 18779)
new_writing	𓎼 𓏏 𓆱 𓏥	shrine	gt (noun) [vygus]	𓎼 𓏏 = (adv.) either (line 18887) ; 𓎼 𓏏 𓉐 = seat, throne (line 18888)
new_writing	𓎼 𓏏 𓈘	watercourse ?	gt (noun) [vygus]	𓎼 𓏏 = (adv.) either (line 18887) ; 𓎼 𓏏 𓉐 = seat, throne (line 18888)
new_writing	𓎼 𓄿 𓏏 𓏭 𓂋 𓏤 𓆱	chest ?; coffer ?	gtr (noun) [vygus]	𓎼 𓄿 𓏏 = dues, tribute (line 18796)
new_writing	𓎼 𓄿 𓌗 𓄿 𓏒	to pull tight; bread; a tool	gwA (verb) [tla]	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓍯 𓄿 𓁶	pull tight; be choked; climb (stairs)	gwA (verb) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓍯 𓄿 𓁶 𓏳	bread; cake; pastry	gwA (noun) [vygus]	𓎼 𓍯 𓄿 𓁶 = chest (line 18870) ; 𓎼 𓍯 𓄿 𓁶 = chest (line 18871)
new_writing	𓎼 𓍯 𓏑	bread	gwA (noun) [vygus]	𓎼 𓍯 𓍊 = gouge,chisel (line 18522) ; 𓎼 𓍯 𓄿 𓁶 = chest (line 18870)
new_writing	𓎼 𓄿 𓍯 𓄿 𓆱	box; chest (for storing clothes)	gwAt (noun) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓍯 𓄿 𓇋 𓇋 𓏯 𓁶 𓏳	strangle - hold	gwAwA () [middle-egyptian]	𓎼 𓍯 𓄿 𓇋 𓇋 𓏳 𓏯 𓁶 = strangle-hold (line 18874)
new_writing	𓎼 𓄿 𓍯 𓄿 𓆷 𓄿 𓅪 𓏭	to be crooked; to turn away (Sem. loan word); to be crooked (med.); to be askew; bent	gwS (verb) [tla]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓆷 𓄿 𓌟 𓂽	to be askew; diverge; to turn aside; crooked	gwS (verb) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓆷 𓅪 𓏴	to turn aside; to be askew; bent; twisted	gwS (none) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓆷 𓏴 𓂡	crooked	gwS (adj) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓈙 𓏲	crooked	gwS (adj) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓅱 𓆑 𓄛	green monkey; monkey	gwf, gif (noun) [vygus]	𓎼 𓅱 𓆑 𓃷 = monkey (line 18514)
new_writing	𓎼 𓄿 𓍯 𓄿 𓈖 𓄿 𓄻 𓏥	sack; bag; haversack (Sem. loan word?)	gwn (noun) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓈖 𓄿 𓍢 𓏥	sack; bag	gwn (noun) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓏲 𓎣 𓏥	bundles (as in the determinative V32)	gwt (noun) [vygus]	
new_writing	𓎼 𓄿 𓍯 𓄿 𓏏 𓈖 𓍖 𓂷 𓂡	to bind; to replenish; to fill up; to tie up; to tie on	gwtn (verb) [tla]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓏏 𓈖 𓏊 𓍖 𓂷 𓂡	to bind together; to tie	gwtn (verb) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓏏 𓈖 𓏌 𓅱 𓂷 𓂡	to bind; to replenish	gwtn (verb) [wikidata]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓏏 𓈖 𓏌 𓏲 𓂷 𓂡	to bind	gwtn (verb) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓄿 𓍯 𓄿 𓏏 𓈖 𓏴 𓂡	to fill up; to tie up; to tie on	gwtn (verb) [vygus]	𓎼 𓄿 𓍯 𓄿 𓄛 𓏪 = Horse,Ross (line 18519)
new_writing	𓎼 𓅱 𓏏 𓈖	to bind; to replenish	gwtn (verb) [aed] ~spelled-out	𓎼 𓅱 𓆑 𓃷 = monkey (line 18514) ; 𓎼 𓅱 𓃒 = class of bull (line 18805)
new_writing	𓎼 𓅱 𓄿	to pull tight	gwꜣ (verb) [aed] ~spelled-out	𓎼 𓅱 𓆑 𓃷 = monkey (line 18514) ; 𓎼 𓅱 𓃒 = class of bull (line 18805)
new_writing	𓎼 𓅱 𓄿 𓏏	chest; box	gwꜣ.t (substantive) [aed] ~spelled-out	𓎼 𓅱 𓆑 𓃷 = monkey (line 18514) ; 𓎼 𓅱 𓃒 = class of bull (line 18805)
new_writing	𓎼 𓅱 𓄿 𓅱 𓄿	strangle-hold	gwꜣwꜣ (verb) [aed] ~spelled-out	𓎼 𓅱 𓆑 𓃷 = monkey (line 18514) ; 𓎼 𓅱 𓃒 = class of bull (line 18805)
new_writing	𓎼 𓍯 𓊗 𓏤 𓏤 𓁶	strangle-hold	gwꜣwꜣ (verb) [wikidata]	𓎼 𓍯 𓊗 𓏮 𓁶 = strangle-hold (line 18876)
new_writing	𓎼 𓇋 𓇋 𓏏 𓆰 𓏥	a plant (med.)	gy t (noun) [tla]	𓎼 𓇋 𓇋 𓏗 = an offering-loaf (line 18821)
new_writing	𓎼 𓄿 𓈙 𓅱 𓅯 𓏥	goose	gš (noun) [wikidata]	𓎼 𓄿 𓈙 𓅱 𓏌 𓏤 𓏤 𓏤 = Gasch (line 21085)
new_writing	𓎼 𓆓	arms	gḏ (noun) [wikidata] ~spelled-out	
new_writing	𓎼 𓎛 𓋴 𓃴	gazelle	gḥs (noun) [wiktionary]	𓎼 𓎛 𓋴 𓂾 𓄛 = gazelle (line 18881) ; 𓎼 𓎛 𓋴 𓂾 𓄛 = gazelle (line 18882)
new_writing	𓎼 𓍿	cripple	gṯ (noun) [wikidata] ~spelled-out	
new_writing	𓎼 𓄿 𓏊 𓀜	to smear (with ointment)	gꜣ (verb) [wikidata]	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓃀	basket (also as a unit of volume)	gꜣb (substantive) [aed] ~spelled-out	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓃀 𓅱 𓂢 𓏏 𓏤 𓄹	arm	gꜣb.t (noun) [wikidata]	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓃀 𓏏 𓆰	leaf (of a plant)	gꜣbt (noun) [wiktionary] ~approx	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓎼 𓄿	to cackle	gꜣgꜣ (verb) [aed] ~spelled-out	𓎼 𓄿 𓎼 = cackle (line 18798)
new_writing	𓎼 𓄿 𓇋 𓏏	chapel; shrine	gꜣj.t (substantive) [aed] ~spelled-out	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓊪	to cut (?)	gꜣp (verb) [wikidata] ~spelled-out	𓎼 𓄿 𓊪 𓌪 = lance (an infection) (line 18775)
new_writing	𓎼 𓄿 𓏭	jar; bowl; flask	gꜣy (substantive) [aed] ~spelled-out	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓏭 𓏏	(ship's) tackle (?); steering platform (?)	gꜣy.t (substantive) [aed] ~spelled-out	𓎼 𓄿 𓃀 𓏏 = leaf (line 5268) ; 𓎼 𓄿 𓃀 𓏏 = leaf (line 21180)
new_writing	𓎼 𓄿 𓍑 𓄿 𓍘 𓇋 𓇋 𓌙 𓈉	Gaza (an ancient Canaanite city)	gꜣḏꜣty (name) [wiktionary]	𓎼 𓄿 𓍑 𓄿 𓇋 𓇋 𓌙 𓈉 = Gaza (line 21553)
new_writing	𓉔 𓀁	!; ho !	h (intj) [vygus]	
new_writing	𓉔 𓀞	!; ho !	h (intj) [vygus]	
new_writing	𓉔 𓏤 𓉐 𓅆	courtyard ?	h (noun) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓄿 𓀁	cheers; rejoicing	hA (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓇋 𓇋 𓊮	bake (bread)	hA (verb) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓄣 𓏤	to take pleasure; to be pleased	hA ib (none) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓅾 𓀊	adore; worship; (the opening of a recitation formula ?)	hA snD (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓅾	adore; worship; (the opening of a recitation formula ?)	hA snD (verb) [vygus]	
new_writing	𓉔 𓅾 𓁏	worship; adoration	hA snD (noun) [vygus]	
new_writing	𓉔 𓋴 𓈖 𓆓 𓀊	veneration	hA snD (noun) [vygus] ~approx	𓉔 𓋴 𓂞 𓈎 𓂻 = wade (line 11343) ; 𓉔 𓋴 𓂞 𓈎 𓂻 = wade (line 11344)
new_writing	𓉔 𓄿 𓄿 𓏏 𓂻 𓏥 𓂋 𓆑	volume; contents (of quantity needed); composition	hAAt rf (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓍿 𓋴	jar	hATs (noun) [vygus]	𓉔 𓄿 𓍿 𓋴 𓏋 = kind of jar (line 11270)
new_writing	𓉔 𓍿 𓋴	jar	hATs (noun) [vygus]	𓉔 𓍿 𓋴 𓎿 = a type of jar (line 11346)
new_writing	𓉔 𓏏 𓊃	jar	hATs (noun) [vygus]	𓉔 𓏏 𓏲 𓄛 = ape (line 11350) ; 𓉔 𓏏 𓏏 𓄛 = female ape (line 11351)
new_writing	𓉔 𓏏 𓋴	jar	hATs (noun) [vygus]	𓉔 𓏏 𓏲 𓄛 = ape (line 11350) ; 𓉔 𓏏 𓏏 𓄛 = female ape (line 11351)
new_writing	𓉔 𓄿 𓍿 𓏏	cake; pastry; bread	hATt (noun) [vygus]	𓉔 𓄿 𓍿 𓋴 𓏋 = kind of jar (line 11270)
new_writing	𓉔 𓄿 𓃀 𓏭 𓂻	send (someone; something); despatch; write	hAb (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓃀 𓏲 𓏭 𓂻	writing; letter; missive; communication	hAb (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓏯 𓃀 𓂻	send (someone; something); despatch; write	hAb (verb) [vygus]	
new_writing	𓉔 𓏯 𓃀 𓏲 𓂻	send (someone; something); despatch; write	hAb (verb) [vygus]	
new_writing	𓉔 𓄿 𓃀 𓏏 𓍁 𓀤 𓂻	dance ?	hAbt () [middle-egyptian]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓂧 𓂋 𓏏	a pectoral	hAdrt (noun) [vygus]	𓉔 𓂧 𓀁 = bregma (front of the head) (line 11182) ; 𓉔 𓂧 𓈖 𓆰 = A plant (line 11184)
new_writing	𓉔 𓄿 𓂧 𓂋 𓏏	a pectoral	hAdrt (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓆓 𓂋 𓏏	a pectoral	hAdrt (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓏏 𓂋	a pectoral; armband	hAdrt (noun) [vygus]	𓉔 𓏏 𓏲 𓄛 = ape (line 11350) ; 𓉔 𓏏 𓏏 𓄛 = female ape (line 11351)
new_writing	𓉔 𓄿 𓂧 𓏏 𓏋	container; pot	hAdt (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓀒	to fall (from); put down (a statue on its base); charge against (enemy); beat	hAi, hA (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓂽	to be distraught (with)	hAi (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓂾 𓂻 𓏥	to withdraw	hAi (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓂾 𓂾 𓂻	to attack; to seize	hAi (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓄿 𓂻	to fall; drop; exude; discharge	hAi (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓅪	to fall (from); to fall on; put down (a statue on its base); charge against (enemy)	hAi, hA (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓅱 𓂻	go into (contents; set); come down; go down	hAi (verb) [vygus]	𓉔 𓄿 𓅱 𓀀 𓏥 𓁐 = kindred, relatives (line 11248) ; 𓉔 𓄿 𓅱 𓀜 = corvee (line 11249)
new_writing	𓉔 𓄿 𓇋 𓇋 𓂻	go down; descend; to collapse; to run out (of supplies)	hAi (verb) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓇋 𓇋 𓍁 𓂻	to tread (against)	hAi (verb) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓇋 𓇋 𓏭 𓂻	to drop (down)	hAi (verb) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓏭 𓂻	go into (contents; set); embark; board (boat)	hAi, hA (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓏲 𓂻	to go down; to descend	hAi (verb) [vygus]	𓉔 𓄿 𓏲 𓂻 𓅭 𓏥 = species of wild fowl (line 11277)
new_writing	𓉔 𓄿 𓏲 𓊊 𓂡	to fall (upon)	hAi (verb) [vygus]	𓉔 𓄿 𓏲 𓂻 𓅭 𓏥 = species of wild fowl (line 11277)
new_writing	𓉔 𓄿 𓏴 𓂡	to fall (from); to fall on; put down (a statue on its base); charge against (enemy)	hAi, hA (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓅱 𓂻	to go down; to run away; to move; to flow	hAi (verb) [vygus]	𓉔 𓅱 𓀀 𓏥 𓁐 = kindred (line 11283) ; 𓉔 𓅱 𓏏 𓊮 = be burnt (line 11286)
new_writing	𓉔 𓇋 𓇋 𓂻	to go down; to descend	hAi (verb) [vygus]	𓉔 𓇋 𓇋 𓂸 𓀀 = husband (line 11290) ; 𓉔 𓇋 𓇋 𓀁 = (interjection) hail !, shout (line 11295)
new_writing	𓉔 𓏤 𓄿 𓀒	go into (contents; set)	hAi (verb) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓏤 𓄿 𓂻	go into (contents; set); come down; go down	hAi (verb) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓏤 𓄿 𓅪	go into (contents; set)	hAi (verb) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓏤 𓄿 𓏴 𓂡	go into (contents; set)	hAi (verb) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓏯 𓇋 𓇋 𓏭 𓂻	to go down; to descend; to fall out (of teeth)	hAi (verb) [vygus]	
new_writing	𓉔 𓄿 𓂻 𓅓 𓄡 𓏏 𓏤	be born (come out of the belly)	hAi m Xt (verb) [vygus]	𓉔 𓄿 𓂻 = (interjection) Ha ! Ho! (line 11232) ; 𓉔 𓄿 𓂻 = charge down upon (enemy), tackle (dangerous animal) (line 11235)
new_writing	𓉔 𓄿 𓅱 𓂻 𓅓 𓄡 𓏏 𓏤	be born	hAi m Xt (verb) [vygus]	𓉔 𓄿 𓅱 𓀀 𓏥 𓁐 = kindred, relatives (line 11248) ; 𓉔 𓄿 𓅱 𓀜 = corvee (line 11249)
new_writing	𓉔 𓄿 𓏭 𓂻 𓅓 𓄡 𓏏 𓏤	be born	hAi m Xt (verb) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓏤 𓄿 𓂻 𓅓 𓄡 𓏏 𓏤	be born	hAi m Xt (verb) [vygus]	𓉔 𓏤 = courtyard ? (line 11364)
new_writing	𓉔 𓄿 𓇋 𓇋 𓏏 𓂻 𓂋	to grasp meaning; understand	hAi r (verb) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓇋 𓀀 𓁐 𓏥 𓀀	neighbours	hAiw (noun) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓎡 𓂋	a festival	hAkr (noun) [vygus]	𓉔 𓄿 𓎡 𓂋 𓎱 = a religious festival (line 11271)
new_writing	𓉔 𓄿 𓎡 𓂋 𓀁	a festival	hAkr (noun) [vygus]	𓉔 𓄿 𓎡 𓂋 𓎱 = a religious festival (line 11271)
new_writing	𓉔 𓄿 𓅓 𓂢 𓀜	painful; painfully ?	hAm (adj) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓂻 𓏏 𓈗 𓅭 𓏪 𓈘 𓈇	poultry pen	hAmw (noun) [vygus]	𓂻 𓏏 𓏤 = stride, journeys, movements, actions, (legal) procedure (line 2672)
new_writing	𓉔 𓄿 𓂻 𓂋 𓈗	poultry pen	hAmw (noun) [vygus]	𓉔 𓄿 𓂻 𓂋 𓇾 𓏤 𓈅 = flag, fail, cease (line 11239)
new_writing	𓉔 𓄿 𓈖 𓂢 𓀁	when; if; it would be; oh that	hAnA, hn (none) [vygus]	𓉔 𓄿 𓈖 𓂢 𓀜 𓀀 𓏥 = rely on (line 11264)
new_writing	𓉔 𓄿 𓈖 𓄿 𓀁	when; if; it would be; oh that	hAnA, hnn (none) [vygus]	𓉔 𓄿 𓈖 𓂢 𓀜 𓀀 𓏥 = rely on (line 11264)
new_writing	𓉔 𓄿 𓇋 𓇋 𓈖 𓄿 𓈗 𓈘 𓈇	wave; flood	hAnw (noun) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓇋 𓇋 𓈖 𓏌 𓅱 𓈗 𓈘 𓈇	wave; flood	hAnw (noun) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓇋 𓇋 𓈖 𓏌 𓏲 𓈗 𓈘 𓈇	wave; flood	hAnw (noun) [vygus]	𓉔 𓄿 𓇋 𓇋 = portal, stable (line 11262) ; 𓉔 𓄿 𓇋 𓇋 𓀀 = kindred (line 11263)
new_writing	𓉔 𓄿 𓈖 𓄿 𓈗	wave; flood	hAnw (noun) [vygus]	𓉔 𓄿 𓈖 𓂢 𓀜 𓀀 𓏥 = rely on (line 11264)
new_writing	𓉔 𓄿 𓈖 𓄿 𓈗 𓈘 𓈅	wave; flood	hAnw (noun) [vygus]	𓉔 𓄿 𓈖 𓂢 𓀜 𓀀 𓏥 = rely on (line 11264)
new_writing	𓉔 𓈖 𓏭 𓇋 𓇋 𓈗 𓈘 𓈇	wave; flood	hAnw (noun) [vygus]	𓉔 𓈖 𓇋 𓇋 𓀠 = praise (of god or king) (line 11310) ; 𓉔 𓈖 𓇋 𓇋 𓀠 = praise (line 11311)
new_writing	𓉔 𓄿 𓂋 𓏭 𓏲 𓏏 𓆱	footstool ?; box	hAr, hr (noun) [vygus]	𓉔 𓄿 𓂋 𓏏 𓄜 𓏥 = herds (of game) (line 11229)
new_writing	𓉔 𓄿 𓃭 𓏤 𓆱	a type of tree; a wooden object	hAr, hr (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓃭 𓏤 𓇋 𓍘	a type of tree; a wooden object	hAr, hr (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
new_writing	𓉔 𓄿 𓏭 𓂋 𓏤 𓆱	a type of tree; a wooden object; box	hAr, hr (noun) [vygus]	𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11203) ; 𓉔 𓄿 𓃀 𓂻 = send so./sth. (line 11204)
