Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
par		253	2.4048	1.90	2.2041	Noun	227	0.90	Noun.Name.Adjective	227.16.9
psst		253	2.4048	2.11	2.2504	Name	218	0.89	Name.Noun	218.26
restore		253	2.4048	2.50	2.3243	Verb	253	1.00	Verb	253
runner		253	2.4048	1.85	2.1931	Noun	252	1.00	Noun	252
slug		253	2.4048	2.25	2.2788	Noun	182	0.72	Noun.Verb	182.71
touchdown		253	2.4048	1.43	2.0828	Noun	242	0.96	Noun.Name	242.11
visible		253	2.4048	2.52	2.3263	Adjective	252	1.00	Adjective.Noun	252.1
chronic		252	2.4031	1.81	2.1847	Adjective	252	1.00	Adjective	252
cordy		252	2.4031	0.70	1.7782	Name	118	0.47	Name.Noun.Adjective	118.111.22
hath		252	2.4031	1.20	2.0086	Verb	252	1.00	Verb	252
indistinct		252	2.4031	1.63	2.1399	Adjective	146	0.58	Adjective.Name	146.106
lifestyle		252	2.4031	2.55	2.3324	Noun	251	1.00	Noun	251
mustache		252	2.4031	2.11	2.2504	Noun	251	1.00	Noun.Name	251.1
quiz		252	2.4031	1.85	2.1931	Noun	231	0.92	Noun.Verb	231.20
recorder		252	2.4031	2.12	2.2529	Noun	252	1.00	Noun	252
rookie		252	2.4031	2.11	2.2504	Noun	245	0.97	Noun.Name	245.7
rosemary		252	2.4031	0.99	1.9243	Name	220	0.88	Name.Noun	220.31
seoul		252	2.4031	1.36	2.0607	Name	252	1.00	Name	252
shanghai		252	2.4031	0.95	1.9085	Name	246	0.98	Name.Verb	246.6
sketch		252	2.4031	1.90	2.2041	Noun	200	0.79	Noun.Verb	200.52
update		252	2.4031	2.60	2.3404	Noun	152	0.60	Noun.Verb	152.100
yang		252	2.4031	0.75	1.8062	Name	226	0.90	Name.Noun.Verb	226.22.2
apache		251	2.4014	0.64	1.7404	Adjective	126	0.50	Adjective.Noun.Name	126.111.14
artistic		251	2.4014	2.27	2.2810	Adjective	251	1.00	Adjective	251
cheaper		251	2.4014	2.59	2.3385	Adjective	250	1.00	Adjective	250
dagger		251	2.4014	1.30	2.0414	Noun	251	1.00	Noun	251
ethel		251	2.4014	0.93	1.8976	Name	250	1.00	Name.Verb	250.1
finn		251	2.4014	0.88	1.8751	Noun	236	0.94	Noun.Name	236.16
licence		251	2.4014	1.79	2.1790	Noun	243	0.97	Noun.Verb	243.8
lid		251	2.4014	2.61	2.3424	Noun	250	1.00	Noun	250
maker		251	2.4014	2.46	2.3160	Noun	251	1.00	Noun	251
roosevelt		251	2.4014	1.69	2.1553	Name	249	0.99	Name.Noun	249.2
walsh		251	2.4014	0.92	1.8921	Name	251	1.00	Name	251
abroad		250	2.3997	2.42	2.3096	Adverb	250	1.00	Adverb	250
biology		250	2.3997	2.29	2.2856	Noun	250	1.00	Noun	250
blunt		250	2.3997	2.41	2.3075	Adjective	239	0.96	Adjective.Name.Verb	239.6.5
childish		250	2.3997	2.48	2.3201	Adjective	250	1.00	Adjective	250
disposal		250	2.3997	2.53	2.3284	Noun	250	1.00	Noun	250
gale		250	2.3997	0.79	1.8261	Name	206	0.83	Name.Noun	206.42
mechanical		250	2.3997	2.32	2.2923	Adjective	250	1.00	Adjective	250
toxic		250	2.3997	2.17	2.2625	Adjective	249	1.00	Adjective.Noun	249.1
utah		250	2.3997	1.17	1.9956	Name	248	0.99	Name.Noun.Interjection	248.1.1
weasel		250	2.3997	2.22	2.2718	Noun	126	0.51	Noun.Verb.Name	126.82.40
atomic		249	2.3979	1.82	2.1875	Adjective	249	1.00	Adjective	249
axe		249	2.3979	1.81	2.1847	Noun	234	0.94	Noun.Verb	234.14
cetera		249	2.3979	1.49	2.1004	Adverb	246	0.99	Adverb.Noun.Name	246.1.1
ciao		249	2.3979	1.86	2.1959	Interjection	249	1.00	Interjection	249
columbia		249	2.3979	1.82	2.1875	Name	244	0.98	Name.Noun	244.4
consulate		249	2.3979	0.93	1.8976	Noun	237	0.96	Noun.Name.Verb	237.7.4
distract		249	2.3979	2.71	2.3579	Verb	250	1.00	Verb	250
edition		249	2.3979	2.31	2.2900	Noun	248	1.00	Noun	248
heap		249	2.3979	2.50	2.3243	Noun	218	0.88	Noun.Verb	218.29
involvement		249	2.3979	2.66	2.3502	Noun	249	1.00	Noun	249
knox		249	2.3979	0.81	1.8388	Name	237	0.99	Name.Noun	237.3
leadership		249	2.3979	2.35	2.2967	Noun	249	1.00	Noun	249
numb		249	2.3979	2.43	2.3118	Adjective	193	0.78	Adjective.Verb	193.54
sensation		249	2.3979	2.44	2.3139	Noun	249	1.00	Noun	249
wolfram		249	2.3979	0.80	1.8325	Name	160	0.64	Name.Verb.Noun	160.60.29
brent		248	2.3962	0.73	1.7924	Name	245	0.99	Name.Noun	245.2
carlo		248	2.3962	1.05	1.9494	Name	212	0.87	Name.Noun	212.31
crop		248	2.3962	2.12	2.2529	Noun	233	0.94	Noun.Verb	233.14
faculty		248	2.3962	1.91	2.2068	Noun	246	1.00	Noun	246
fuse		248	2.3962	2.17	2.2625	Noun	228	0.92	Noun.Verb	228.21
merci		248	2.3962	1.45	2.0899	Noun	180	0.76	Noun.Name.Adjective	180.49.8
separation		248	2.3962	2.19	2.2672	Noun	248	1.00	Noun	248
verify		248	2.3962	2.50	2.3243	Verb	248	1.00	Verb	248
arc		247	2.3945	1.19	2.0043	Name	185	0.76	Name.Noun	185.59
decade		247	2.3945	2.56	2.3345	Noun	247	1.00	Noun	247
embarrassment		247	2.3945	2.65	2.3483	Noun	247	1.00	Noun	247
essential		247	2.3945	2.49	2.3222	Adjective	246	1.00	Adjective.Noun	246.1
hence		247	2.3945	2.19	2.2672	Adverb	247	1.00	Adverb	247
jockey		247	2.3945	1.42	2.0792	Noun	239	0.97	Noun.Verb	239.7
judith		247	2.3945	0.45	1.5911	Name	244	1.00	Name	244
lizard		247	2.3945	1.37	2.0645	Noun	165	0.67	Noun.Name	165.80
partial		247	2.3945	2.47	2.3181	Adjective	247	1.00	Adjective	247
pension		247	2.3945	2.31	2.2900	Noun	246	1.00	Noun.Verb	246.1
regiment		247	2.3945	1.32	2.0492	Noun	244	0.99	Noun.Verb	244.3
resolve		247	2.3945	2.50	2.3243	Verb	190	0.77	Verb.Noun	190.56
suitable		247	2.3945	2.53	2.3284	Adjective	248	1.00	Adjective	248
valve		247	2.3945	1.65	2.1430	Noun	246	1.00	Noun	246
vienna		247	2.3945	1.29	2.0374	Name	245	1.00	Name.Noun	245.1
artificial		246	2.3927	2.21	2.2695	Adjective	246	1.00	Adjective	246
beaver		246	2.3927	1.51	2.1072	Noun	148	0.61	Noun.Name.Verb	148.54.42
deepest		246	2.3927	2.61	2.3424	Adjective	243	0.99	Adjective.Adverb	243.2
hum		246	2.3927	1.69	2.1553	Interjection	89	0.36	Interjection.Verb.Noun	89.82.75
racist		246	2.3927	1.68	2.1523	Adjective	137	0.56	Adjective.Noun	137.109
rental		246	2.3927	2.21	2.2695	Noun	245	1.00	Noun.Name	245.1
seize		246	2.3927	2.28	2.2833	Verb	247	1.00	Verb	247
translate		246	2.3927	2.23	2.2742	Verb	246	1.00	Verb	246
uptown		246	2.3927	1.86	2.1959	Adverb	199	0.81	Adverb.Adjective	199.47
convenience		245	2.3909	2.37	2.3010	Noun	244	1.00	Noun	244
digger		245	2.3909	0.81	1.8388	Name	130	0.54	Name.Noun	130.112
dink		245	2.3909	0.33	1.4624	Name	148	0.60	Name.Verb.Noun	148.54.43
fabric		245	2.3909	2.36	2.2989	Noun	245	1.00	Noun	245
frost		245	2.3909	1.07	1.9590	Name	186	0.76	Name.Noun.Verb	186.51.8
merchandise		245	2.3909	2.50	2.3243	Noun	244	1.00	Noun.Verb	244.1
mild		245	2.3909	2.53	2.3284	Adjective	240	0.98	Adjective.Noun	240.5
tickle		245	2.3909	1.91	2.2068	Verb	186	0.76	Verb.Noun	186.59
alter		244	2.3892	2.37	2.3010	Verb	213	0.87	Verb.Noun	213.31
cheyenne		244	2.3892	0.68	1.7634	Name	109	0.45	Name.Noun.Adjective	109.80.55
fierce		244	2.3892	2.29	2.2856	Adjective	245	1.00	Adjective	245
grim		244	2.3892	2.25	2.2788	Adjective	244	1.00	Adjective	244
homeland		244	2.3892	1.78	2.1761	Noun	244	1.00	Noun	244
pageant		244	2.3892	0.85	1.8573	Noun	237	0.97	Noun.Name	237.7
preliminary		244	2.3892	2.52	2.3263	Adjective	243	1.00	Adjective	243
princeton		244	2.3892	1.47	2.0934	Name	199	0.81	Name.Noun	199.46
pussycat		244	2.3892	1.13	1.9823	Noun	207	0.94	Noun.Name	207.13
rag		244	2.3892	2.19	2.2672	Noun	242	0.99	Noun.Verb	242.3
banker		243	2.3874	1.91	2.2068	Noun	239	1.00	Noun.Name	239.1
broom		243	2.3874	2.13	2.2553	Noun	243	1.00	Noun	243
confuse		243	2.3874	2.59	2.3385	Verb	243	1.00	Verb	243
dim		243	2.3874	1.85	2.1931	Verb	125	0.51	Verb.Adjective	125.118
discount		243	2.3874	2.32	2.2923	Noun	217	0.89	Noun.Verb	217.26
estimate		243	2.3874	2.40	2.3054	Noun	150	0.62	Noun.Verb	150.91
grain		243	2.3874	2.13	2.2553	Noun	243	1.00	Noun	243
longest		243	2.3874	2.66	2.3502	Adjective	208	0.85	Adjective.Adverb	208.37
pooh		243	2.3874	0.57	1.6902	Name	211	0.86	Name.Noun	211.35
quarterback		243	2.3874	1.79	2.1790	Noun	231	0.95	Noun.Name	231.12
sufficient		243	2.3874	2.47	2.3181	Adjective	243	1.00	Adjective	243
swept		243	2.3874	2.59	2.3385	Verb	238	0.98	Verb.Adjective	238.4
vanquish		243	2.3874	1.10	1.9685	Verb	216	0.89	Verb.Adjective.Noun	216.23.4
voodoo		243	2.3874	1.66	2.1461	Noun	242	1.00	Noun	242
accompany		242	2.3856	2.54	2.3304	Verb	242	1.00	Verb	242
ay		242	2.3856	1.55	2.1173	Interjection	235	1.00	Interjection	235
burial		242	2.3856	2.35	2.2967	Noun	243	1.00	Noun	243
collier		242	2.3856	0.42	1.5563	Name	198	0.83	Name.Noun	198.42
elaborate		242	2.3856	2.60	2.3404	Adjective	152	0.63	Adjective.Verb	152.90
elementary		242	2.3856	2.46	2.3160	Adjective	245	1.00	Adjective	245
psychiatric		242	2.3856	2.24	2.2765	Adjective	242	1.00	Adjective	242
relate		242	2.3856	2.44	2.3139	Verb	242	1.00	Verb	242
specimen		242	2.3856	2.09	2.2455	Noun	238	1.00	Noun	238
strongest		242	2.3856	2.61	2.3424	Adjective	243	1.00	Adjective	243
violin		242	2.3856	1.45	2.0899	Noun	243	1.00	Noun	243
affirmative		241	2.3838	2.18	2.2648	Noun	160	0.66	Noun.Adjective	160.81
clap		241	2.3838	1.81	2.1847	Verb	174	0.72	Verb.Noun	174.68
fuller		241	2.3838	0.87	1.8692	Name	202	0.85	Name.Adjective.Noun	202.32.5
gulf		241	2.3838	2.11	2.2504	Noun	131	0.55	Noun.Name	131.108
homosexual		241	2.3838	1.63	2.1399	Noun	138	0.57	Noun.Adjective	138.106
invest		241	2.3838	2.29	2.2856	Verb	241	1.00	Verb	241
kitten		241	2.3838	1.87	2.1987	Noun	241	1.00	Noun	241
nash		241	2.3838	0.55	1.6721	Name	228	1.00	Name	228
onboard		241	2.3838	2.01	2.2304	Noun	240	1.00	Noun	240
spooky		241	2.3838	2.27	2.2810	Adjective	240	1.00	Adjective	240
venture		241	2.3838	2.38	2.3032	Noun	145	0.60	Noun.Verb	145.97
yearbook		241	2.3838	1.51	2.1072	Noun	242	1.00	Noun	242
amelia		240	2.3820	0.63	1.7324	Name	239	1.00	Name	239
instructor		240	2.3820	1.97	2.2201	Noun	240	1.00	Noun	240
marina		240	2.3820	0.99	1.9243	Name	145	0.60	Name.Noun	145.95
opponent		240	2.3820	2.17	2.2625	Noun	239	1.00	Noun	239
raft		240	2.3820	1.56	2.1206	Noun	240	1.00	Noun	240
sewer		240	2.3820	2.22	2.2718	Noun	240	1.00	Noun	240
sought		240	2.3820	2.46	2.3160	Verb	234	0.98	Verb.Adjective	234.6
souvenir		240	2.3820	2.41	2.3075	Noun	239	1.00	Noun	239
thorough		240	2.3820	2.68	2.3541	Adjective	240	1.00	Adjective	240
yank		240	2.3820	1.68	2.1523	Verb	145	0.62	Verb.Noun.Name	145.85.4
adoption		239	2.3802	1.67	2.1492	Noun	239	1.00	Noun	239
batman		239	2.3802	1.08	1.9638	Name	226	0.97	Name.Noun	226.7
bunker		239	2.3802	1.36	2.0607	Noun	216	0.91	Noun.Name	216.22
cutter		239	2.3802	0.85	1.8573	Noun	217	0.91	Noun.Name	217.22
deborah		239	2.3802	0.72	1.7853	Name	235	1.00	Name.Interjection	235.1
pennsylvania		239	2.3802	1.98	2.2227	Name	236	0.99	Name.Noun	236.3
prettier		239	2.3802	2.55	2.3324	Adjective	239	1.00	Adjective	239
robber		239	2.3802	1.79	2.1790	Noun	224	0.98	Noun.Name	224.5
scarf		239	2.3802	1.97	2.2201	Noun	239	1.00	Noun	239
spa		239	2.3802	1.66	2.1461	Noun	238	1.00	Noun	238
translation		239	2.3802	2.46	2.3160	Noun	229	1.00	Noun	229
treaty		239	2.3802	1.45	2.0899	Noun	242	1.00	Noun	242
academic		238	2.3784	2.16	2.2601	Adjective	235	0.99	Adjective.Noun	235.2
activate		238	2.3784	1.91	2.2068	Verb	238	1.00	Verb	238
adopt		238	2.3784	2.19	2.2672	Verb	237	1.00	Verb	237
bloke		238	2.3784	1.61	2.1335	Noun	239	1.00	Noun	239
chatter		238	2.3784	2.21	2.2695	Noun	202	0.85	Noun.Verb	202.35
demonstrate		238	2.3784	2.52	2.3263	Verb	238	1.00	Verb	238
ernest		238	2.3784	0.75	1.8062	Name	236	1.00	Name.Adjective	236.1
hotter		238	2.3784	2.41	2.3075	Adjective	237	1.00	Adjective	237
humiliation		238	2.3784	2.50	2.3243	Noun	235	1.00	Noun	235
inventory		238	2.3784	2.30	2.2878	Noun	238	1.00	Noun	238
limb		238	2.3784	2.32	2.2923	Noun	238	1.00	Noun	238
mafia		238	2.3784	1.79	2.1790	Noun	235	0.99	Noun.Name	235.2
maya		238	2.3784	0.51	1.6435	Name	167	0.69	Name.Noun	167.74
realm		238	2.3784	1.85	2.1931	Noun	238	1.00	Noun	238
substitute		238	2.3784	2.35	2.2967	Noun	130	0.55	Noun.Adjective.Verb	130.58.50
tad		238	2.3784	1.76	2.1732	Noun	238	1.00	Noun	238
verse		238	2.3784	2.03	2.2330	Noun	227	0.96	Noun.Verb	227.10
blackie		237	2.3766	0.35	1.4771	Name	177	0.75	Name.Noun	177.59
du		237	2.3766	1.56	2.1206	Unclassified	232	0.53	Unclassified.Verb.Name	232.204.4
flock		237	2.3766	1.93	2.2122	Noun	201	0.85	Noun.Verb	201.36
fritz		237	2.3766	0.98	1.9191	Name	129	0.55	Name.Verb.Noun	129.67.40
gideon		237	2.3766	0.60	1.7076	Noun	120	0.51	Noun.Name	120.115
interference		237	2.3766	2.44	2.3139	Noun	238	1.00	Noun	238
irresponsible		237	2.3766	2.40	2.3054	Adjective	238	1.00	Adjective	238
nightclub		237	2.3766	2.07	2.2430	Noun	237	1.00	Noun	237
sunk		237	2.3766	2.23	2.2742	Verb	230	0.97	Verb.Adjective	230.6
supportive		237	2.3766	2.40	2.3054	Adjective	237	1.00	Adjective	237
tourist		237	2.3766	2.23	2.2742	Noun	237	1.00	Noun	237
triumph		237	2.3766	2.31	2.2900	Noun	195	0.82	Noun.Verb.Name	195.42.1
urban		237	2.3766	1.97	2.2201	Adjective	230	0.97	Adjective.Name	230.8
babysitter		236	2.3747	1.82	2.1875	Noun	235	1.00	Noun.Name	235.1
decency		236	2.3747	2.36	2.2989	Noun	235	1.00	Noun.Name	235.1
dimension		236	2.3747	1.59	2.1271	Noun	234	1.00	Noun	234
flank		236	2.3747	1.57	2.1239	Noun	217	0.92	Noun.Verb	217.19
hamlet		236	2.3747	1.36	2.0607	Name	191	0.81	Name.Noun	191.45
lin		236	2.3747	0.56	1.6812	Name	230	0.98	Name.Noun	230.4
quack		236	2.3747	1.03	1.9395	Interjection	151	0.64	Interjection.Noun.Verb.Name	151.58.25.1
snuck		236	2.3747	2.69	2.3560	Verb	235	1.00	Verb	235
solar		236	2.3747	1.72	2.1614	Adjective	223	0.95	Adjective.Name.Noun	223.9.3
sunlight		236	2.3747	2.00	2.2279	Noun	236	1.00	Noun	236
abort		235	2.3729	1.41	2.0755	Verb	234	1.00	Verb	234
athlete		235	2.3729	2.25	2.2788	Noun	235	1.00	Noun	235
commence		235	2.3729	1.96	2.2175	Verb	235	1.00	Verb	235
curve		235	2.3729	2.13	2.2553	Noun	224	0.95	Noun.Verb	224.11
grenade		235	2.3729	1.84	2.1903	Noun	234	1.00	Noun.Name	234.1
invent		235	2.3729	2.36	2.2989	Verb	234	1.00	Verb.Noun	234.1
midget		235	2.3729	1.82	2.1875	Noun	230	0.98	Noun.Name	230.5
notebook		235	2.3729	1.47	2.0934	Noun	235	1.00	Noun	235
pickle		235	2.3729	1.69	2.1553	Noun	228	0.97	Noun.Verb	228.7
programme		235	2.3729	1.63	2.1399	Noun	232	0.99	Noun.Verb	232.3
realistic		235	2.3729	2.40	2.3054	Adjective	234	1.00	Adjective.Noun	234.1
tutor		235	2.3729	1.73	2.1644	Noun	180	0.77	Noun.Verb	180.54
ungrateful		235	2.3729	2.44	2.3139	Adjective	234	1.00	Adjective	234
unload		235	2.3729	2.28	2.2833	Verb	235	1.00	Verb	235
asylum		234	2.3711	1.94	2.2148	Noun	233	1.00	Noun.Name	233.1
bonjour		234	2.3711	1.39	2.0719	Verb	199	0.88	Verb.Name.Noun	199.20.7
cement		234	2.3711	2.07	2.2430	Noun	217	0.93	Noun.Verb	217.17
coconut		234	2.3711	1.67	2.1492	Noun	234	1.00	Noun	234
crucial		234	2.3711	2.47	2.3181	Adjective	235	1.00	Adjective	235
curfew		234	2.3711	1.66	2.1461	Noun	235	1.00	Noun	235
dudley		234	2.3711	0.39	1.5315	Name	232	1.00	Name	232
gambler		234	2.3711	1.80	2.1818	Noun	231	0.99	Noun.Name	231.2
heroic		234	2.3711	2.30	2.2878	Adjective	234	1.00	Adjective	234
intellectual		234	2.3711	2.24	2.2765	Adjective	180	0.77	Adjective.Noun.Name	180.54.1
phenomenon		234	2.3711	2.22	2.2718	Noun	234	1.00	Noun	234
pike		234	2.3711	0.94	1.9031	Noun	182	0.78	Noun.Name.Verb	182.49.3
salon		234	2.3711	1.66	2.1461	Noun	234	1.00	Noun	234
schmuck		234	2.3711	2.00	2.2279	Noun	150	0.64	Noun.Verb.Name	150.82.2
alabama		233	2.3692	1.13	1.9823	Name	229	1.00	Name	229
ba		233	2.3692	1.12	1.9777	Noun	150	0.75	Noun.Name	150.49
feminine		233	2.3692	2.27	2.2810	Adjective	228	0.98	Adjective.Noun	228.4
flee		233	2.3692	1.99	2.2253	Verb	232	1.00	Verb	232
garrison		233	2.3692	0.80	1.8325	Noun	178	0.78	Noun.Name.Verb	178.43.7
grasp		233	2.3692	2.41	2.3075	Noun	122	0.52	Noun.Verb	122.111
industrial		233	2.3692	2.06	2.2405	Adjective	233	1.00	Adjective	233
irony		233	2.3692	2.38	2.3032	Noun	233	1.00	Noun	233
joker		233	2.3692	1.39	2.0719	Noun	142	0.61	Noun.Name	142.91
rail		233	2.3692	2.10	2.2480	Noun	231	0.99	Noun.Verb.Name	231.1.1
recognition		233	2.3692	2.37	2.3010	Noun	233	1.00	Noun	233
sheer		233	2.3692	2.40	2.3054	Adjective	227	0.97	Adjective.Adverb	227.6
britain		232	2.3674	1.54	2.1139	Name	232	1.00	Name	232
bulldog		232	2.3674	1.01	1.9345	Noun	232	1.00	Noun	232
flown		232	2.3674	2.34	2.2945	Verb	232	1.00	Verb	232
intern		232	2.3674	1.68	2.1523	Noun	205	0.89	Noun.Verb.Name	205.25.1
microphone		232	2.3674	2.03	2.2330	Noun	231	1.00	Noun.Name	231.1
selection		232	2.3674	2.40	2.3054	Noun	232	1.00	Noun	232
spear		232	2.3674	1.29	2.0374	Noun	161	0.69	Noun.Name.Verb	161.42.29
considerable		231	2.3655	2.46	2.3160	Adjective	233	1.00	Adjective	233
dryer		231	2.3655	1.85	2.1931	Noun	225	0.99	Noun.Name	225.2
filth		231	2.3655	1.88	2.2014	Noun	230	0.99	Noun.Name	230.2
fr		231	2.3655	1.31	2.0453	Noun	26	0.60	Noun.Name	26.17
hospitality		231	2.3655	2.42	2.3096	Noun	231	1.00	Noun	231
jasper		231	2.3655	0.54	1.6628	Name	105	0.51	Name.Noun	105.100
metro		231	2.3655	1.61	2.1335	Name	181	0.79	Name.Noun	181.49
penthouse		231	2.3655	1.80	2.1818	Noun	210	0.92	Noun.Name	210.19
rach		231	2.3655	1.10	1.9685	Name	230	1.00	Name	230
riddle		231	2.3655	1.35	2.0569	Noun	181	0.79	Noun.Verb.Name	181.24.23
ta		231	2.3655	1.34	2.0531	To	25832	0.99	To.Interjection	25832.208
vague		231	2.3655	2.38	2.3032	Adjective	230	1.00	Adjective.Noun	230.1
authentic		230	2.3636	2.10	2.2480	Adjective	230	1.00	Adjective	230
boost		230	2.3636	2.31	2.2900	Noun	120	0.52	Noun.Verb	120.109
despise		230	2.3636	2.29	2.2856	Verb	229	1.00	Verb	229
freud		230	2.3636	1.75	2.1703	Name	229	1.00	Name	229
porno		230	2.3636	1.47	2.0934	Noun	216	0.94	Noun.Name	216.13
protein		230	2.3636	1.88	2.2014	Noun	230	1.00	Noun	230
publisher		230	2.3636	1.75	2.1703	Noun	230	1.00	Noun	230
rehearse		230	2.3636	1.99	2.2253	Verb	230	1.00	Verb	230
wisconsin		230	2.3636	1.74	2.1673	Name	229	1.00	Name	229
concussion		229	2.3617	2.17	2.2625	Noun	229	1.00	Noun	229
enthusiasm		229	2.3617	2.43	2.3118	Noun	229	1.00	Noun	229
harlem		229	2.3617	1.32	2.0492	Name	228	1.00	Name.Noun	228.1
panama		229	2.3617	0.94	1.9031	Name	227	0.99	Name.Noun	227.2
plumber		229	2.3617	1.79	2.1790	Noun	228	1.00	Noun	228
trek		229	2.3617	1.03	1.9395	Name	165	0.72	Name.Noun.Verb	165.47.16
balboa		228	2.3598	0.48	1.6128	Name	222	0.97	Name.Noun	222.6
barton		228	2.3598	0.48	1.6128	Name	228	1.00	Name	228
horizon		228	2.3598	1.87	2.1987	Noun	228	1.00	Noun	228
keen		228	2.3598	2.48	2.3201	Adjective	223	0.98	Adjective.Name.Verb	223.4.1
loaf		228	2.3598	1.93	2.2122	Noun	207	0.91	Noun.Verb	207.21
marathon		228	2.3598	1.55	2.1173	Noun	228	1.00	Noun	228
pm		228	2.3598	1.92	2.2095	Adverb	98	0.79	Adverb.Name	98.26
smartest		228	2.3598	2.34	2.2945	Adjective	227	1.00	Adjective.Name	227.1
steele		228	2.3598	0.29	1.3979	Name	228	1.00	Name	228
suzanne		228	2.3598	0.61	1.7160	Name	227	1.00	Name	227
yummy		228	2.3598	1.90	2.2041	Adjective	228	1.00	Adjective	228
cherish		227	2.3579	1.93	2.2122	Verb	227	1.00	Verb	227
classroom		227	2.3579	1.96	2.2175	Noun	227	1.00	Noun	227
crow		227	2.3579	1.57	2.1239	Noun	150	0.68	Noun.Name	150.71
cult		227	2.3579	1.69	2.1553	Noun	227	1.00	Noun	227
grill		227	2.3579	2.16	2.2601	Noun	191	0.84	Noun.Verb	191.36
guinea		227	2.3579	1.91	2.2068	Noun	169	0.74	Noun.Name	169.59
jose		227	2.3579	1.29	2.0374	Name	226	1.00	Name.Verb	226.1
josie		227	2.3579	0.41	1.5441	Name	216	0.96	Name.Noun	216.8
lookout		227	2.3579	2.27	2.2810	Noun	203	0.90	Noun.Verb.Name	203.17.6
origin		227	2.3579	2.01	2.2304	Noun	227	1.00	Noun	227
puff		227	2.3579	2.00	2.2279	Noun	187	0.82	Noun.Verb.Name	187.35.5
quarantine		227	2.3579	1.08	1.9638	Noun	195	0.86	Noun.Verb	195.32
survey		227	2.3579	1.82	2.1875	Noun	192	0.85	Noun.Verb	192.35
warmth		227	2.3579	2.37	2.3010	Noun	223	0.99	Noun.Name	223.3
werewolf		227	2.3579	0.66	1.7482	Noun	201	0.90	Noun.Verb.Name	201.14.8
yoga		227	2.3579	1.73	2.1644	Noun	220	0.97	Noun.Name	220.6
buffet		226	2.3560	2.13	2.2553	Noun	224	0.99	Noun.Verb.Name	224.1.1
chang		226	2.3560	0.87	1.8692	Name	128	0.57	Name.Noun.Verb	128.49.47
dj		226	2.3560	1.36	2.0607	Noun	285	1.00	Noun	285
grudge		226	2.3560	2.22	2.2718	Noun	210	0.93	Noun.Verb.Name	210.14.1
inconvenience		226	2.3560	2.36	2.2989	Noun	226	1.00	Noun	226
louisiana		226	2.3560	1.36	2.0607	Name	222	1.00	Name	222
peep		226	2.3560	2.21	2.2695	Noun	129	0.57	Noun.Verb.Name	129.78.19
sweaty		226	2.3560	2.35	2.2967	Adjective	225	1.00	Adjective	225
swine		226	2.3560	1.91	2.2068	Noun	219	0.97	Noun.Name	219.7
trooper		226	2.3560	1.07	1.9590	Noun	226	1.00	Noun	226
vile		226	2.3560	2.18	2.2648	Adjective	226	1.00	Adjective	226
advisor		225	2.3541	1.73	2.1644	Noun	224	1.00	Noun.Name	224.1
allah		225	2.3541	0.83	1.8513	Name	223	1.00	Name.Noun	223.1
blackout		225	2.3541	1.55	2.1173	Noun	225	1.00	Noun	225
courthouse		225	2.3541	1.88	2.2014	Noun	224	1.00	Noun	224
doggy		225	2.3541	1.84	2.1903	Noun	225	1.00	Noun	225
endure		225	2.3541	2.21	2.2695	Verb	225	1.00	Verb	225
evaluation		225	2.3541	1.81	2.1847	Noun	225	1.00	Noun	225
