Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	Word            FREQcount       Lg10WF  SUBTLCD Lg10CD  Dom_PoS_SUBTLEX Freq_dom_PoS_SUBTLEX    Percentage_dom_PoS      All_PoS_SUBTLEX All_freqs_SUBTLEX	
captor		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
carbine		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
carfax		15	1.2041	0.06	0.7782	Name	15	1.00	Name	15
caribou		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
caricature		15	1.2041	0.15	1.1461	Noun	14	1.00	Noun	14
carny		15	1.2041	0.13	1.0792	Adjective	14	0.93	Adjective.Name	14.1
cartwheel		15	1.2041	0.18	1.2041	Noun	11	0.73	Noun.Verb	11.4
cassock		15	1.2041	0.10	0.9542	Noun	14	0.93	Noun.Verb	14.1
catechism		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
cauterize		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
ceasefire		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
centrifugal		15	1.2041	0.13	1.0792	Adjective	15	1.00	Adjective	15
cf		15	1.2041	0.08	0.9031	Verb	10	1.00	Verb	10
chaise		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
chapeau		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
chattel		15	1.2041	0.13	1.0792	Noun	12	0.75	Noun.Verb.Name	12.3.1
chauvinistic		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
chenille		15	1.2041	0.07	0.8451	Noun	9	0.60	Noun.Name	9.6
chequebook		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
cheshire		15	1.2041	0.12	1.0414	Name	14	0.93	Name.Adjective	14.1
chieftain		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
choker		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
claret		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
clarion		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
clayman		15	1.2041	0.02	0.4771	Name	10	0.67	Name.Noun	10.5
clothespin		15	1.2041	0.10	0.9542	Noun	12	0.80	Noun.Name	12.3
clumpy		15	1.2041	0.06	0.7782	Adjective	13	0.87	Adjective.Name	13.2
collusion		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
commencement		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
commode		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
composure		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
consarn		15	1.2041	0.02	0.4771	Verb	13	0.87	Verb.Noun	13.2
construe		15	1.2041	0.12	1.0414	Verb	14	0.93	Verb.Noun	14.1
coquette		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
cornucopia		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
cottonwood		15	1.2041	0.15	1.1461	Noun	12	0.80	Noun.Name	12.3
counteroffer		15	1.2041	0.14	1.1139	Noun	14	0.93	Noun.Verb	14.1
courtin		15	1.2041	0.06	0.7782	Noun	15	1.00	Noun	15
criminology		15	1.2041	0.17	1.1761	Noun	13	0.87	Noun.Name	13.2
crispin		15	1.2041	0.05	0.6990	Name	15	1.00	Name	15
criticise		15	1.2041	0.15	1.1461	Verb	15	1.00	Verb	15
cropper		15	1.2041	0.04	0.6021	Noun	12	0.92	Noun.Name	12.1
croupier		15	1.2041	0.12	1.0414	Noun	12	0.80	Noun.Adjective	12.3
cruddy		15	1.2041	0.17	1.1761	Adjective	13	0.87	Adjective.Noun.Name	13.1.1
crux		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
cumbersome		15	1.2041	0.14	1.1139	Adjective	15	1.00	Adjective	15
cursory		15	1.2041	0.15	1.1461	Adjective	14	1.00	Adjective	14
cutout		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
daimyo		15	1.2041	0.02	0.4771	Noun	12	0.80	Noun.Name	12.3
dal		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
damnable		15	1.2041	0.12	1.0414	Adjective	15	1.00	Adjective	15
dandelion		15	1.2041	0.13	1.0792	Noun	13	0.87	Noun.Name	13.2
dander		15	1.2041	0.18	1.2041	Noun	12	0.80	Noun.Verb	12.3
dec		15	1.2041	0.13	1.0792	Name	5	0.71	Name.Noun	5.2
defecate		15	1.2041	0.15	1.1461	Verb	15	1.00	Verb	15
deflection		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
delphine		15	1.2041	0.04	0.6021	Name	12	0.80	Name.Verb	12.3
disarmament		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
diskette		15	1.2041	0.04	0.6021	Noun	15	1.00	Noun	15
dislocation		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
diversify		15	1.2041	0.15	1.1461	Verb	15	1.00	Verb	15
dowager		15	1.2041	0.08	0.9031	Noun	10	0.67	Noun.Name	10.5
dutiful		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
earache		15	1.2041	0.14	1.1139	Noun	14	0.93	Noun.Name	14.1
eardrum		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
ecology		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
edification		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
effeminate		15	1.2041	0.17	1.1761	Adjective	12	0.80	Adjective.Noun.Verb	12.2.1
efficacy		15	1.2041	0.11	1.0000	Noun	15	1.00	Noun	15
ejector		15	1.2041	0.11	1.0000	Noun	15	1.00	Noun	15
electrode		15	1.2041	0.12	1.0414	Noun	14	0.93	Noun.Verb	14.1
embellish		15	1.2041	0.17	1.1761	Verb	15	1.00	Verb	15
emergent		15	1.2041	0.18	1.2041	Adjective	13	0.87	Adjective.Noun	13.2
emphatic		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
enfold		15	1.2041	0.10	0.9542	Verb	15	1.00	Verb	15
engrave		15	1.2041	0.17	1.1761	Verb	15	1.00	Verb	15
enlistment		15	1.2041	0.18	1.2041	Noun	14	0.93	Noun.Name	14.1
entrez		15	1.2041	0.14	1.1139	Verb	11	0.79	Verb.Name	11.3
eradication		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
escargot		15	1.2041	0.12	1.0414	Verb	8	0.53	Verb.Noun	8.7
ethanol		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
evoke		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
exertion		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
expeditionary		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
extramarital		15	1.2041	0.12	1.0414	Adjective	15	1.00	Adjective	15
fain		15	1.2041	0.11	1.0000	Adverb	15	1.00	Adverb	15
falsetto		15	1.2041	0.12	1.0414	Noun	14	0.93	Noun.Name	14.1
fervor		15	1.2041	0.17	1.1761	Noun	16	1.00	Noun	16
filial		15	1.2041	0.13	1.0792	Adjective	15	1.00	Adjective	15
filii		15	1.2041	0.15	1.1461	Name	14	0.93	Name.Noun	14.1
firmer		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
flog		15	1.2041	0.15	1.1461	Verb	14	1.00	Verb	14
flyte		15	1.2041	0.01	0.3010	Name	13	0.87	Name.Noun	13.2
forbearance		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
forgettable		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
forgo		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
formative		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
fritter		15	1.2041	0.17	1.1761	Verb	11	0.73	Verb.Noun	11.4
fulham		15	1.2041	0.12	1.0414	Name	14	0.93	Name.Noun	14.1
fungal		15	1.2041	0.11	1.0000	Adjective	15	1.00	Adjective	15
galoot		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
gantry		15	1.2041	0.14	1.1139	Noun	12	0.80	Noun.Name	12.3
gard		15	1.2041	0.04	0.6021	Noun	9	0.56	Noun.Name	9.7
gayer		15	1.2041	0.15	1.1461	Adjective	14	1.00	Adjective	14
gethsemane		15	1.2041	0.07	0.8451	Name	11	0.73	Name.Noun.Adjective	11.3.1
glug		15	1.2041	0.07	0.8451	Interjection	13	0.87	Interjection.Noun	13.2
goddaughter		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
goran		15	1.2041	0.04	0.6021	Name	15	1.00	Name	15
gravedigger		15	1.2041	0.14	1.1139	Noun	12	0.86	Noun.Name	12.2
gt		15	1.2041	0.07	0.8451	Name	6	1.00	Name	6
gumby		15	1.2041	0.13	1.0792	Name	11	0.79	Name.Noun	11.3
gunsmith		15	1.2041	0.11	1.0000	Noun	13	0.87	Noun.Name	13.2
hallucinate		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
hangnail		15	1.2041	0.17	1.1761	Noun	14	0.93	Noun.Verb	14.1
harridan		15	1.2041	0.06	0.7782	Name	12	0.80	Name.Noun	12.3
haye		15	1.2041	0.01	0.3010	Noun	9	0.60	Noun.Name	9.6
hb		15	1.2041	0.02	0.4771	Name	14	1.00	Name	14
headboard		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
headman		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
headwaiter		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
heckler		15	1.2041	0.14	1.1139	Noun	10	0.67	Noun.Name	10.5
hedgehog		15	1.2041	0.11	1.0000	Noun	15	1.00	Noun	15
hermaphrodite		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
hia		15	1.2041	0.01	0.3010	Name	9	0.60	Name.Noun	9.6
hillcrest		15	1.2041	0.13	1.0792	Name	10	0.67	Name.Adjective	10.5
hopscotch		15	1.2041	0.15	1.1461	Noun	11	0.73	Noun.Verb	11.4
howitzer		15	1.2041	0.10	0.9542	Noun	13	0.87	Noun.Name	13.2
hubbub		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
hullabaloo		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
hydrochloric		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
hypnotism		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
hypothermic		15	1.2041	0.10	0.9542	Adjective	15	1.00	Adjective	15
icicle		15	1.2041	0.14	1.1139	Noun	13	0.87	Noun.Name	13.2
ident		15	1.2041	0.13	1.0792	Noun	8	0.57	Noun.Adjective.Name	8.4.2
identifiable		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
igloo		15	1.2041	0.17	1.1761	Noun	14	1.00	Noun	14
immeasurable		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
imperfection		15	1.2041	0.17	1.1761	Noun	14	1.00	Noun	14
implicit		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
impressionist		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
inconsolable		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
indoctrination		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
infirm		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
ingenue		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
ingestion		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
inoperative		15	1.2041	0.12	1.0414	Adjective	15	1.00	Adjective	15
inordinate		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
insinuation		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
interchange		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
introspective		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
jai		15	1.2041	0.10	0.9542	Noun	10	0.67	Noun.Name.Adjective	10.3.2
joystick		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
juggernaut		15	1.2041	0.14	1.1139	Noun	13	0.87	Noun.Verb	13.2
junco		15	1.2041	0.01	0.3010	Noun	11	0.73	Noun.Name	11.4
kaleidoscope		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
kg		15	1.2041	0.12	1.0414	Noun	13	1.00	Noun	13
kibosh		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
kickback		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
kojima		15	1.2041	0.02	0.4771	Name	12	0.80	Name.Noun	12.3
kondo		15	1.2041	0.02	0.4771	Name	12	0.80	Name.Noun	12.3
kowtow		15	1.2041	0.15	1.1461	Verb	15	1.00	Verb	15
leek		15	1.2041	0.12	1.0414	Noun	9	0.60	Noun.Name	9.6
lengthwise		15	1.2041	0.15	1.1461	Adverb	14	0.93	Adverb.Adjective	14.1
leto		15	1.2041	0.02	0.4771	Name	11	0.73	Name.Noun	11.4
limitation		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
linkage		15	1.2041	0.11	1.0000	Noun	15	1.00	Noun	15
logbook		15	1.2041	0.10	0.9542	Noun	15	1.00	Noun	15
lysol		15	1.2041	0.17	1.1761	Name	8	0.53	Name.Noun	8.7
mage		15	1.2041	0.06	0.7782	Noun	8	0.53	Noun.Name.Verb	8.6.1
malaga		15	1.2041	0.06	0.7782	Name	15	1.00	Name	15
malee		15	1.2041	0.01	0.3010	Noun	8	0.53	Noun.Name	8.7
malfeasance		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
manservant		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
manta		15	1.2041	0.10	0.9542	Noun	10	0.67	Noun.Name	10.5
mantua		15	1.2041	0.04	0.6021	Name	14	0.93	Name.Noun	14.1
mariana		15	1.2041	0.06	0.7782	Name	15	1.00	Name	15
matriarch		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
matrimonial		15	1.2041	0.14	1.1139	Adjective	15	1.00	Adjective	15
maxi		15	1.2041	0.12	1.0414	Adjective	9	0.60	Adjective.Name	9.6
meddler		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
mediator		15	1.2041	0.15	1.1461	Noun	14	1.00	Noun	14
megaphone		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
mensa		15	1.2041	0.17	1.1761	Name	12	0.80	Name.Noun	12.3
merch		15	1.2041	0.12	1.0414	Noun	14	0.93	Noun.Verb	14.1
methuselah		15	1.2041	0.15	1.1461	Name	12	0.80	Name.Interjection.Noun	12.2.1
minuet		15	1.2041	0.15	1.1461	Noun	14	1.00	Noun	14
miscommunication		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
misshapen		15	1.2041	0.14	1.1139	Adjective	15	1.00	Adjective	15
mistreat		15	1.2041	0.17	1.1761	Verb	13	0.87	Verb.Noun.Name	13.1.1
mistreatment		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
molehill		15	1.2041	0.15	1.1461	Noun	13	0.93	Noun.Verb	13.1
monkeyface		15	1.2041	0.01	0.3010	Name	9	0.60	Name.Verb.Noun	9.3.3
motormouth		15	1.2041	0.07	0.8451	Name	9	0.64	Name.Noun	9.5
movable		15	1.2041	0.11	1.0000	Adjective	15	1.00	Adjective	15
muumuu		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
myocardial		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
nadir		15	1.2041	0.05	0.6990	Name	13	0.87	Name.Noun	13.2
neatest		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
neckline		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
neglectful		15	1.2041	0.10	0.9542	Adjective	15	1.00	Adjective	15
newsmen		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
nielsen		15	1.2041	0.12	1.0414	Name	13	0.87	Name.Noun	13.2
nitroglycerine		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
nomadic		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
novocain		15	1.2041	0.17	1.1761	Noun	10	0.67	Noun.Verb.Adjective	10.3.2
objector		15	1.2041	0.11	1.0000	Noun	14	1.00	Noun	14
octonal		15	1.2041	0.01	0.3010	Name	12	0.80	Name.Adjective	12.3
omni		15	1.2041	0.10	0.9542	Noun	7	0.47	Noun.Adjective.Name	7.5.3
optimal		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
originate		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
overrule		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
palatial		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
paragon		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
pardo		15	1.2041	0.01	0.3010	Name	13	0.87	Name.Noun	13.2
parlance		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
parmigiana		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
parte		15	1.2041	0.15	1.1461	Adverb	11	0.73	Adverb.Adjective.Noun	11.3.1
peeler		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
perennial		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
pericardium		15	1.2041	0.15	1.1461	Noun	14	0.93	Noun.Name	14.1
personalize		15	1.2041	0.15	1.1461	Verb	15	1.00	Verb	15
pessimism		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
phallic		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
photocopy		15	1.2041	0.13	1.0792	Noun	8	0.53	Noun.Verb	8.7
pigment		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
pinewood		15	1.2041	0.07	0.8451	Name	14	0.93	Name.Noun	14.1
pirouette		15	1.2041	0.14	1.1139	Noun	14	0.93	Noun.Name	14.1
pisa		15	1.2041	0.12	1.0414	Name	15	1.00	Name	15
plentiful		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
pleural		15	1.2041	0.11	1.0000	Adjective	14	0.93	Adjective.Noun	14.1
plink		15	1.2041	0.02	0.4771	Verb	12	0.80	Verb.Name.Noun	12.2.1
polecat		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
postwar		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
poultice		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
precipitation		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
preclude		15	1.2041	0.17	1.1761	Verb	16	1.00	Verb	16
preparatory		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
primeval		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
prong		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
prosciutto		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
protagonist		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
pseudo		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
puffer		15	1.2041	0.12	1.0414	Noun	10	0.63	Noun.Name	10.6
punky		15	1.2041	0.11	1.0000	Adjective	9	0.60	Adjective.Name	9.6
pyre		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
qt		15	1.2041	0.13	1.0792	Name	15	1.00	Name	15
quasar		15	1.2041	0.05	0.6990	Noun	15	1.00	Noun	15
quatre		15	1.2041	0.08	0.9031	Noun	14	0.93	Noun.Name	14.1
quintessential		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
rationalization		15	1.2041	0.15	1.1461	Noun	14	0.93	Noun.Name	14.1
ravish		15	1.2041	0.12	1.0414	Verb	15	1.00	Verb	15
realisation		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
rebuke		15	1.2041	0.17	1.1761	Verb	8	0.53	Verb.Noun	8.7
recurrence		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
recuse		15	1.2041	0.15	1.1461	Verb	11	0.73	Verb.Noun	11.4
redbeard		15	1.2041	0.04	0.6021	Name	12	0.80	Name.Noun	12.3
redefine		15	1.2041	0.17	1.1761	Verb	15	1.00	Verb	15
reexamine		15	1.2041	0.18	1.2041	Verb	15	1.00	Verb	15
refresher		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
regretful		15	1.2041	0.14	1.1139	Adjective	15	1.00	Adjective	15
replicant		15	1.2041	0.08	0.9031	Noun	15	1.00	Noun	15
retch		15	1.2041	0.05	0.6990	Name	10	0.67	Name.Verb.Noun	10.3.2
retrospective		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
reversible		15	1.2041	0.15	1.1461	Adjective	15	1.00	Adjective	15
rf		15	1.2041	0.15	1.1461	Name	10	0.67	Name.Noun	10.5
ricin		15	1.2041	0.04	0.6021	Noun	15	1.00	Noun	15
rigatoni		15	1.2041	0.11	1.0000	Noun	14	0.93	Noun.Adjective	14.1
roc		15	1.2041	0.07	0.8451	Name	13	0.87	Name.Noun	13.2
rorschach		15	1.2041	0.17	1.1761	Noun	12	0.80	Noun.Verb.Name	12.2.1
router		15	1.2041	0.10	0.9542	Noun	15	1.00	Noun	15
sae		15	1.2041	0.08	0.9031	Noun	14	1.00	Noun	14
sagebrush		15	1.2041	0.15	1.1461	Noun	11	0.73	Noun.Verb.Name	11.2.2
saith		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
saleswoman		15	1.2041	0.18	1.2041	Noun	15	1.00	Noun	15
schnoz		15	1.2041	0.12	1.0414	Noun	11	0.73	Noun.Name.Verb	11.3.1
scientology		15	1.2041	0.12	1.0414	Noun	13	0.87	Noun.Name	13.2
scry		15	1.2041	0.13	1.0792	Noun	12	0.80	Noun.Adjective	12.3
scylla		15	1.2041	0.05	0.6990	Name	10	0.67	Name.Noun	10.5
sei		15	1.2041	0.11	1.0000	Unclassified	15	1.00	Unclassified	15
serbian		15	1.2041	0.12	1.0414	Adjective	15	1.00	Adjective	15
sherpa		15	1.2041	0.13	1.0792	Noun	14	0.93	Noun.Name	14.1
shetland		15	1.2041	0.17	1.1761	Name	15	1.00	Name	15
shifter		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
shinbone		15	1.2041	0.05	0.6990	Noun	9	0.60	Noun.Name.Verb	9.5.1
shippen		15	1.2041	0.01	0.3010	Name	14	0.93	Name.Verb	14.1
shirttail		15	1.2041	0.11	1.0000	Noun	11	0.73	Noun.Verb	11.4
showy		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
sil		15	1.2041	0.11	1.0000	Name	16	1.00	Name	16
skinhead		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
skol		15	1.2041	0.11	1.0000	Name	15	1.00	Name	15
skulk		15	1.2041	0.17	1.1761	Verb	14	1.00	Verb	14
slowdown		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
sneezy		15	1.2041	0.15	1.1461	Name	9	0.60	Name.Adjective	9.6
snicker		15	1.2041	0.15	1.1461	Noun	15	1.00	Noun	15
snowmobile		15	1.2041	0.11	1.0000	Noun	14	0.93	Noun.Name	14.1
soliloquy		15	1.2041	0.11	1.0000	Noun	15	1.00	Noun	15
spann		15	1.2041	0.04	0.6021	Name	15	1.00	Name	15
spigot		15	1.2041	0.14	1.1139	Noun	14	0.93	Noun.Verb	14.1
spiritualism		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
sprocket		15	1.2041	0.12	1.0414	Noun	12	0.80	Noun.Name	12.3
squalid		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
squalor		15	1.2041	0.17	1.1761	Noun	15	1.00	Noun	15
statewide		15	1.2041	0.15	1.1461	Adjective	14	0.93	Adjective.Adverb	14.1
stealthy		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
stifle		15	1.2041	0.18	1.2041	Verb	14	0.93	Verb.Noun	14.1
stillborn		15	1.2041	0.17	1.1761	Adjective	15	1.00	Adjective	15
stingray		15	1.2041	0.07	0.8451	Name	11	0.73	Name.Verb.Noun	11.2.2
stoneman		15	1.2041	0.04	0.6021	Name	10	0.67	Name.Noun	10.5
stringer		15	1.2041	0.15	1.1461	Noun	11	0.73	Noun.Name	11.4
submachine		15	1.2041	0.15	1.1461	Noun	12	0.80	Noun.Verb	12.3
sudanese		15	1.2041	0.11	1.0000	Adjective	15	1.00	Adjective	15
sugary		15	1.2041	0.15	1.1461	Adjective	13	0.87	Adjective.Noun	13.2
sunstroke		15	1.2041	0.17	1.1761	Noun	13	0.87	Noun.Verb	13.2
surest		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
switcheroo		15	1.2041	0.17	1.1761	Noun	14	0.93	Noun.Name	14.1
sympathizer		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
syndication		15	1.2041	0.13	1.0792	Noun	15	1.00	Noun	15
tammany		15	1.2041	0.05	0.6990	Name	10	0.67	Name.Noun	10.5
tasker		15	1.2041	0.02	0.4771	Noun	10	0.67	Noun.Name	10.5
taxation		15	1.2041	0.14	1.1139	Noun	15	1.00	Noun	15
tenner		15	1.2041	0.15	1.1461	Noun	16	1.00	Noun	16
thither		15	1.2041	0.13	1.0792	Adverb	15	1.00	Adverb	15
tightest		15	1.2041	0.18	1.2041	Adjective	15	1.00	Adjective	15
tint		15	1.2041	0.18	1.2041	Noun	12	0.80	Noun.Verb	12.3
toggle		15	1.2041	0.11	1.0000	Noun	13	0.87	Noun.Verb	13.2
toi		15	1.2041	0.12	1.0414	Noun	15	1.00	Noun	15
tomboy		15	1.2041	0.17	1.1761	Noun	13	0.87	Noun.Name	13.2
tranquillity		15	1.2041	0.18	1.2041	Noun	14	0.93	Noun.Name	14.1
transfuse		15	1.2041	0.10	0.9542	Verb	14	0.93	Verb.Noun	14.1
transverse		15	1.2041	0.12	1.0414	Adjective	11	0.73	Adjective.Noun	11.4
trattoria		15	1.2041	0.10	0.9542	Name	11	0.73	Name.Noun	11.4
