630	普	pu3	PAN popul	popular/general/everywhere/universal	pǔ:普:⿱並日 ? rì							
2161	浦	pu3	puch 浦 beach	beach	pǔ:浦:⿰氵甫 shui pu!							
2274	谱	pu3	<> punkt	chart/list/score (music)/spectrum (math.)(phys.)	pǔ:谱:⿰讠普 yán pǔ							
3124	埔	pu3	Puerto ++	port	pǔ:埔:⿰土甫 tǔ pu!							
3472	圃	pu3	pool	garden/orchard	pǔ:圃:⿴囗甫 wéi pu!							
3882	溥	pu3	pulus poly	big/vast/extensive/pervading	pǔ:溥:⿰氵尃 shui bo/fu							
3431	曝	pu4	pyter	to air/to sun	pù:曝:⿰日暴 rì baò							
253	期	qi1	zieh tzeit 期! 	a period of time/phase/stage/(used for issue of a periodical/courses of study)/time/term/period/to hope	期:期:⿰其月 qí yuè	qing 星青						
530	七	qi1	七 7	seven/7	qī:七:⿻乚一 yǐ yī							
1699	欺	qi1	(ab)zieh/(de)ceive	take unfair advantage of/to deceive/to cheat	qī:欺:⿰其欠 qí qiàn							
2296	漆	qi1	La.cki	lacquer/paint	qī:漆:⿰氵桼 shui ?							
2316	戚	qi1	Qī ~ grief grimm  凄 qī® kyro	ashamed/grief/(surname)/relative	qī:戚:⿵戊尗 wù ?							
2352	凄	qi1	Qī® kyro/grief grimm	intense cold/mournful/sorrowful	qī:凄:⿰冫妻 bīng qī							
3165	缉	qi1/ji1	stick	to stitch finely	qī:缉:⿰纟咠 mì ?							
1076	妻	qi1/qi4	妻 qin kin ≠ ginger 姜 jiāng	wife/to marry off (a daughter)	qī:妻:⿱⿻一肀女  yī yù nu:3							
2194	溪	qi1/xi1		creek/creek	xī:溪:⿰氵奚 shui xī							
2460	栖	qi1/xi1	siede/grill	to roost/to inhabit/to stay/habitat/to roost/to inhabit/to stay/habitat	xī:栖:⿰木西 mù xī							
85	其	qi2	SIE CE	SU/his/her/its/theirs/that/such/it (refers to sth preceding it)	qí:其:⿴共二 gòng èr							
1063	齐	qi2	Que: :=: 齐	(surname)/even/to make even								
1398	骑	qi2	骑	to ride (an animal or bike)/to sit astride	qí:骑:⿰马奇 mǎ jī							
1407	旗	qi2	sign	banner/flag	qí:旗:⿰方⿱𠂉其 fāng rén qí							
2071	歧	qi2	SIDE	divergent/side road	qí:歧:⿰止支 zhǐ zhī							
2089	棋	qi2	qiss	chess	qí:棋:⿰木其 mù qí							
2443	祈	qi2		implore/pray/please	qí:祈:⿰礻斤 shì jīn							
2751	崎	qi2	qi®	mountainous	崎:崎:⿰山奇 shān jī							
2801	鳍	qi2		fins/supporting surfaces	qí:鳍:⿰鱼耆 yú qí							
3138	琪	qi2	qi® chryst/christ!	(white gem)/angel	qí:琪:⿰𤣩其 yù qí							
3288	琦	qi2	qi® chryst/curios	curio/valuable stone	qí:琦:⿰𤣩奇 yù jī							
3477	祁	qi2	™	(surname)	qí:祁:⿰礻阝 shì fù							
3499	祺	qi2	Ciao :)  笑 xiào	felicity	qí:祺:⿰礻其 shì qí							
3779	耆	qi2	qiào® 起  QǏR^  gero	man of sixty or seventy	qí:耆:⿱老日 laǒ rì							
3830	脐	qi2		navel	qí:脐:⿰月齐 yuè qí							
3928	岐	qi2	起  QǏR^  	divergent/side road/steep	qí:岐:⿰山支 shān zhī							
4010	淇	qi2		name of a river	qí:淇:⿰氵其 shui qí							
97	只	qi2/zhi1/zhi3	𓄜THIER/TYR𓄛  S1	single/only/M[one of a pair]/merely/just/but/earth-spirit/peace/(a measure word/for birds and some animals/etc.)/	zhǐ:只:⿱口八 koǔ bā							
75	起	qi3	QǏR^	QIR^/to rise/to raise/to get up	qǐ:起:⿺走巳 zoǔ sì							
450	企	qi3	企	plan a project/stand on tiptoe	企:企:⿱𠆢止 rén zhǐ							
1320	启	qi3	Q1	to open/to start	qǐ:启:⿸户口 hù koǔ							
1726	岂	qi3	QUI? QUE??	how can it be that	qǐ:岂:⿱山己 shān jǐ							
2429	乞	qi3	乞 qǐ <> chi-fan	beg	qǐ:乞:⿱𠂉乙 rén yǐ							
3565	绮	qi3	schön	beautiful/open-work silk	qǐ:绮:⿰纟奇 mì jī							
3833	杞	qi3		(willow)/name of a feudal state	qǐ:杞:⿰木己,⿰木已 mù jǐ yì mù yǐ							
217	气	qi4	gais/gair	air/anger/gas/gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged	qì:气:⿳𠂉一⺄ rén yī chǎng							
441	器	qi4	GEAR	device/tool/utensil	qì:器:⿱哭吅,⿳吅大吅 kū ? yì ? dà ?							
1105	弃	qi4	GO ZIEH	abandon/relinquish/to discard/to throw away	qì:弃:⿱𠫓廾 ? gǒng							
1200	汽	qi4	Gais / gair / steam	steam/vapor	qì:汽:⿰氵气 shui qì							
1819	契	qi4	Qi® @ court	contract	qì:契:⿱㓞大 ? dà							
2449	泣	qi4		to sob	qì:泣:⿰氵立 shui lì							
2549	迄	qi4		as yet/until	qì:迄:⿺辶乞 chuò qǐ							
3221	砌	qi4	ziegel	to build by laying bricks or stones	qì:砌:⿰石切 Shí qiē							
3494	掐	qia1	qia® grab	pick (flowers)/to pinch	qiā:掐:⿰扌臽 shǒu ?							
1308	恰	qia4	JUST	exactly/just	qià:恰:⿰忄合 xīn gě							
3039	洽	qia4	Qian ∑ say -	accord/make contact	qià:洽:⿰氵合 shui gě							
599	千	qian1	千 TH~TT~Q thousand 1000 kilo 	thousand/a swing	qiān:千:⿱丿十 piě shí							
1254	签	qian1	SIGN	'sign one''s name/a note/a stick/sign one''s name'	qiān:签:⿱竹|⺮佥 zhú zhú qiān							
1630	迁	qian1	GOIN	to move/to shift	qiān:迁:⿺辶千 chuò qiān							
1679	牵	qian1	GOIN🤝 	lead along	qiān:牵:⿳大冖牛 dà mì niú							
2345	谦	qian1	Kein/klein coin	modest	qiān:谦:⿰讠兼 yán jiān							
2641	铅	qian1	ZINN	lead (metal)	qiān:铅:⿰钅㕣 jīn ?							
93	前	qian2	X1➩Q1 syn	先xiān/before/in front/ago/former/previous/earlier/front	qián:前:⿱䒑刖 cǎo yuèt							
603	钱	qian2	COIN	(surname)/coin/money	qián:钱:⿰钅戋 jīn jiān							
1112	潜	qian2	≠shine – 	hidden/latent/secret/to hide/to conceal/secret/hidden/to submerge	qián:潜:⿰氵替 shui tì							
2832	虔	qian2		devout (andächtig)	qián:虔:⿸虍文 hū wén							
3344	钳	qian2	钳 zange@zinn	pincers/pliers/tongs/claw (of animal)/to grasp with pincers/to pinch/to clamp/to restrain/to restrict/to gag	qián:钳:⿰钅甘 jīn gān							
3989	黔	qian2	--	an old name for Guizhou (贵州) province	qián:黔:⿰黑今 heī jīn							
4259	荨	qian2			qián:荨:⿱艹寻 cǎo xún							
1780	遣	qian3	send	dispatch	qiǎn:遣:⿺辶⿱𠀐㠯 chuò  ? ?							
2527	谴	qian3		punishment/scold	qiǎn:谴:⿰讠遣 yán qiǎn							
1948	欠	qian4	1.gähn 2.$	yawn/deficient/owe/to lack/								
2149	歉	qian4		apologize/deficient/to regret	qiàn:歉:⿰兼欠 jiān qiàn							
2583	倩	qian4		niece/plagiarize/winsome	qiàn:倩:⿰亻青 rén qīng							
2831	嵌	qian4		deep valley/inlay	嵌:嵌:⿱山𣢟 shān ?							
3097	茜	qian4		Rubia cordiolia	qiàn:茜:⿱艹西 cǎo xī							
3420	堑	qian4	TOWN	moat around a city	qiàn:堑:⿱斩土 zhǎn tǔ							
2106	纤	qian4/xian1	< xiao/klein	/delicate/fine/minute/boatman`s tow-rope	qiàn:纤:⿰纟千 mì qiān		
874	枪	qiang1	gun	gun/firearm/rifle/spear/rifle/spear	qiāng:枪:⿰木仓 mù cāng							
3509	羌	qiang1	羌 1. xuen 2. TIAN 3. strong 	educated/name of a tribe/strong	qiāng:羌:⿸⺶羊乚 yáng yǐ							
1914	腔	qiang1	song	tune/cavity of body	qiāng:腔:⿰肉|⺼空 roù ròu kōng							
3953	锵	qiang1	kling klang ++	tinkling of small bells	qiāng:锵:⿰钅将 jīn jiāng							
1412	抢	qiang1/qiang3	ZANK/gegen/’gainst 争仗战  	fight over/against wind/to rush/to scramble/to grab/to rob/to snatch	qiāng:抢:⿰扌仓 shǒu cāng							
3330	跄	qiang1/qiang4	GOING	walk rapidly/stagger/sway from side to side	qiāng:跄:⿰𧾷仓 zú cāng							
3418	呛	qiang1/qiang4	pun.qiang	Pungent|against wind/choke	qiāng:呛:⿰口仓 koǔ cāng	!?						
292	强	qiang2	strength	strength/force/power/powerful/better	qiáng:强:⿰弓虽 gōng suī							
1212	墙	qiang2	TOWN-	wall	qiáng:墙:⿰土啬 tǔ sè							
3941	蔷	qiang2		wild rose	qiáng:蔷:⿱艹啬 cǎo sè							
1732	敲	qiao1	Qiaoke zu’hau	extort/knock/to strike/to knock (at a door)/to hit	qiāo:敲:⿰高攴 gaō pū							
3720	跷	qiao1	起 qi3 QǏR^ 撬 qiao4 	'raise one''s foot'	qiaō:跷:⿰⻊尧 zú yaó							
4006	橇	qiao1			qiāo:橇:⿰木毳 mù cuì							
4137	锹	qiao1		shovel/to dig	qiaō:锹:⿰钅秋 jīn qiū							
2331	雀	qiao1/qiao3/que4	Chicken: : qiaojin 鸡 jī	lentigo/bird/bird	què:雀:⿱小隹 xiaǒ zhuī							
1292	桥	qiao2	qiao jiao ji crossing	bridge	qiaó:桥:⿰木乔 mù qiaó							
1488	乔	qiao2	QIAO® < KUR	tall	qiaó:乔:⿱夭⿰丿丨 yaō piě shù gǔn 							
1551	瞧	qiao2	SCHAU SEE ++	look at	qiáo:瞧:⿰目焦 mù jiaō							
2340	侨	qiao2	Ciao/xeno 	emigrant/reside abroad	qiaó:侨:⿰亻乔 rén qiaó							
3386	樵	qiao2	char	firewood/gather wood	qiáo:樵:⿰木焦 mù jiaō							
3508	憔	qiao2	xiao littln	haggard	qiáo:憔:⿰忄焦 xīn jiaō							
2992	翘	qiao2/qiao4	ciao!	outstanding/to raise	qiaó:翘:⿺尧羽 yaó yǔ							
1219	巧	qiao3		opportunely/coincidentally/as it happens/skillful/timely	qiǎo:巧:⿰工丂 gōng ?							
1434	悄	qiao3/qiao1	Quiet / sad	quiet/sad	悄:悄:⿰忄肖 xīn xiaò							
2880	俏	qiao4	qlau	smart	qiào:俏:⿰亻肖 rén xiaò							
2990	峭	qiao4	qiao®	steep hill	qiào:峭:⿰山肖 shān xiaò							
3020	窍	qiao4	qlau schläue	intelligence/opening	qiaò:窍:⿱穴巧 xué qiaǒ							
3036	鞘	qiao4		scabbard/sheath	qiào:鞘:⿰革肖 gé xiaò							
3613	撬	qiao4	qiào® 起  QǏR^  	to lift	qiāo:撬:⿰扌毳 shǒu cuì	1. gir 2. ziehr						
337	切	qie1/qie4	CUT	to cut/to slice/close to	qiē:切:⿰七刀 qī daō							
3136	茄	qie2	eqie	eggplant	qié:茄:⿱艹加 cǎo jiā							
2532	伽	qie2/ga1		(phonetic)	qié:伽:⿰亻加 rén jiā							
296	且	qie3	Y+ G+	further/moreover	qiě:且:⿴𠀃𠄠 ? ?							
2103	窃	qie4	Zieh : steal	I beg to presume/steal	qiè:窃:⿱穴切 xué qiē							
2488	怯	qie4		afraid/rustic	怯:怯:⿰忄去 xīn qù							
3242	妾	qie4	qie® kurie	concubine	qiè:妾:⿱立女 lì nu:3							
3976	惬	qie4	qièr cheer ++	cheerful/satisfied	qiè:惬:⿰忄⿷匚夹 xīn fāng jiā							
1086	侵	qin1	ZIEHN	to invade/to infringe/to approach	qīn:侵:⿰亻𠬶 rén ?							
2147	钦	qin1	KING	royal	qīn:钦:⿰钅欠 jīn qiàn							
362	亲	qin1/qing4	XIN 心 KIN ♡ 	'dear/intimate/parent/relation/closely related/parents-in-law of one''s offspring'	qīn:亲:⿱立朩 lì ?							
1394	秦	qin2	chūn 春	(surname)/name of a dynasty	qín:秦:⿱𡗗禾 ? hé							
1565	勤	qin2	JIN?	diligent/frequent	qín:勤:⿰堇力 jǐn lì							
1701	琴	qin2	JIN ~ string ziehn	(mus. instr.)	qín:琴:⿱玨今 ? jīn							
2562	禽	qin2	<<<	birds/fowl	qín:禽:⿱𠆢离 rén lí							
2850	擒	qin2	catqin	capture	qín:擒:⿰扌禽 shǒu qín							
3740	芹	qin2	~ :)	Chinese celery	qín:芹:⿱艹斤 cǎo jīn							
2806	寝	qin3		lie down	qǐn:寝:⿱宀⿰丬𠬶 mián qiáng ?							
3025	沁	qin4		name of a river	qìn:沁:⿰氵心 shui xīn							
335	清	qing1	SHINE	clear/distinct/complete/pure	qīng:清:⿰氵青 shui qīng							
460	轻	qing1	SHINE	light/easy/gentle/soft/reckless/unimportant/frivolous/small in number/unstressed/neutral/soft	qīng:轻:⿰车𢀖 chē 							
497	青	qing1	SHINE	green (blue/black)	qīng:青:⿱龶月 ? yuè							
1260	倾	qing1	ziehn	to pour out/to overturn/to collapse/to lean/to tend/to incline	qīng:倾:⿰亻顷 rén qǐng							
2029	卿	qing1	KING	(old) minister/(old) term of endearment between spouses/thou (poet.)	qīng:卿:⿰𠂎即 ? jí							
2637	氢	qing1	'gas’	hydrogen	qīng:氢:⿹气𢀖 qì 							
4044	蜻	qing1		dragonfly	qīng:蜻:⿰虫青 chóng qīng							
120	情	qing2	XIN 心 emo.tion 请 thing	feeling/emotion/passion/situation	qíng:情:⿰忄青 xīn qīng							
1968	晴	qing2	Clean / shining	clear/fine (weather)	qíng:晴:⿰日青 rì qīng							
3052	擎	qing2	起 QǏR^ 	to raise (hand)	qíng:擎:⿱敬手 jìng shoǔ							
421	请	qing3	请	to ask/to invite/please (do sth)/to treat (to a meal/etc)/to request	qǐng:请:⿰讠青 yán qīng							
2724	顷	qing3	Re-qing-ly recently –	100 mu/a short while ago/a ching'' (unit of area)/approx. (with dates)/a short while'	qǐng:顷:⿰匕页 bī yè							
1269	庆	qing4	Qing * shine	celebrate	qìng:庆:⿸广大 guǎng dà							
1343	穷	qiong2	≠strong	exhausted/poor	qióng:穷:⿱穴力 xué lì							
2205	琼	qiong2	Schön <> hong	(red stone)/beautiful	qióng:琼:⿰玉|⺩京 yù yù jīng							
3521	穹	qiong2	< 	arched/lofty/vast	穹:穹:⿱穴弓 xué gōng							
1151	秋	qiu1	QIU® fall	autumn/fall/harvest time/a swing/a swing	qiū:秋:⿰禾火 hé huǒ							
1929	丘	qiu1	QIU® < KUR	Confucius/given name/mound/earthenware/earthenware vessel	qiū:丘:⿱斤一 jīn yī							
2452	邱	qiu1	qiū® cairn	(surname)/mound	qiū:邱:⿰丘⻏ qiū yì							
4116	蚯	qiu1		earthworm	qiū:蚯:⿰虫丘 chóng qiū							
312	求	qiu2	QUERY cherche see	to seek/to look for/to request/to demand/to beseech								
628	球	qiu2	QIU®	ball/sphere	qiú:球:⿰玉|⺩求 yù yù qiú							
2594	囚	qiu2	Kuren@Kerker (口人kǒurén)	prisoner	qiú:囚:⿴囗人 wéi rén							
2868	裘	qiu2		(surname)/fur/fur coat	qiú:裘:⿱求衣 qiú yī							
3403	酋	qiu2	qiu® KING	tribal chief	qiú:酋:⿱丷酉,⿱八酉 bā yoǔ yì bā yoǔ							
4242	虬	qiu2		young dragon with horns	qiú:虬:⿰虫乚 chóng yǐ							
1486	趋	qu1	go zieh zügig!	to hasten/to hurry/walk fast	qū:趋:⿺走刍 zoǔ chú							
1511	驱	qu1	GO!	to expel/to urge on/to drive/to run quickly	qū:驱:⿰马区 mǎ oū							
1684	屈	qu1	qu® curved krumm	bent/feel wronged	qū:屈:⿸尸出 shī chū							
2310	躯	qu1	qurper	human body	qū:躯:⿰身区 shēn oū							
4065	岖	qu1		rugged	qū:岖:⿰山区 shān oū							
4146	蛐	qu1		cricket	qū:蛐:⿰虫曲 chóng qū®							
4176	祛	qu1	GO sweat	to exercise	qū:祛:⿰礻去 shì qù							
4251	蛆	qu1		maggot	qū:蛆:⿰虫且 chóng qiě							
1066	曲	qu1/qu3	qu®ve 曲 	bent/crooked/wrong/tune/song								
2315	渠	qu2	Gú® !  巨 jù®  kîr	big/stream or canal/drain/ditch	qú:渠:⿱洰木 ? mù							
323	取	qu3	CHOOSE < ZIEH	to take/to get/to choose/to fetch	qǔ:取:⿰耳又 ěr yoù							
2494	娶	qu3	go+hun  quhen	take a wife	qǔ:娶:⿱取女 qǔ nu:3							
3496	龋	qu3	--	decayed teeth/dental caries	qǔ:龋:⿰齿禹 chǐ yǔ							
64	去	qu4	GO	GO/to go/to leave/to remove	qù:去:⿱土厶 tǔ sī							
1065	趣	qu4		interesting/to interest	qù:趣:⿺走取 zoǔ qǔ							
3506	觑	qu4	see	to spy/watch for	qù:觑:⿰虚见 xū jiàn							
124	全	quan2	∑ 𓎟 kwan/kwal	all/whole/entire/every/complete	quán:全:⿱人王 rén wáng		 zusam					
297	权	quan2	KING	authority/power/right	quán:权:⿰木又 mù yoù							
1641	泉	quan2	quell	fountain/spring	quán:泉:⿱白水 baí shuǐ							
1784	拳	quan2	qhand	fist	quán:拳:⿱龹手 ? shoǔ							
3618	痊	quan2	gene.quan	recover (from illness)	quán:痊:⿸疒全 nè quán							
3673	蜷	quan2	change 虫 chong2	Melania libertina/wriggle (as a worm)	quán:蜷:⿰虫卷 chóng juǎn							
3683	诠	quan2	sayn	explain/comment	quán:诠:⿰讠全 yán quán							
3756	荃	quan2	™	(fragrant plant)	quán:荃:⿱艹全 cǎo quán							
2649	犬	quan3	CHIEN → Daguo	dog	quǎn:犬:⿻大丶 dà diàn zhǔ 							
1481	券	quan4	CON…tract	deed/bond/contract/ticket	券:券:⿱龹刀 ? daō							
1562	劝	quan4	GOING / change mind -	to advise/to urge/to try to persuade/exhort	quàn:劝:⿰又力 yoù lì							
875	缺	que1	Manque –	lack/scarce/vacant post/to run short of	quē:缺:⿰缶夬 fǒu guài							
3452	阙	que1/que4	1. que®  2. cha	imperial city/deficiency/(surname)	quē:阙:⿵门欮 mén ?							
3943	瘸	que2		lame	qué:瘸:⿸疒𦙲 nè ?							
287	却	que4	QUE	but/yet/however/while/to go back/to decline/to retreat/nevertheless	què:却:⿰去卩 qù jié							
331	确	que4	a’kurat	authenticated/solid/firm/authenticated/solid/firm/real/true	què:确:⿰石角 Shí jiaǒ							
3525	鹊	que4	≠ji	magpie	què:鹊:⿰昔鸟 xī niaǒ							
570	群	qun2	∑ CON 君 jūn JOIN JUNTA 尹yǐn	crowd/flock/group	qún:群:⿰君羊 jūn yáng							
2431	裙	qun2	gown!	skirt	qún:裙:⿰衤君 yī jūn							
55	然	ran2	right rú如	RIGHT…ràn/correct/right/so/thus/like this/-ly	rán:然:⿱肰灬 rán huǒ	如 ru2 ruò若 rè 热 然 Rantanplan;)						
1553	燃	ran2	Brenn buran!	burn/combustion	rán:燃:⿰火然 huǒ rán							
4017	髯	ran2		beard/whiskers	rán:髯:⿱髟冉 biāo rǎn							
1141	染	ran3	run (into)	to catch (a disease)/dye	rǎn:染:⿱氿木 ? mù							
3070	冉	ran3	冉 rǎn : running of time 	(surname)/passing (of time)	rǎn:冉:⿻冂土 jiōng tǔ	re:再						
2256	嚷	rang3	rant@range	blurt out/to shout	rǎng:嚷:⿰口襄 koǔ xiāng							
2412	壤	rang3	!	soil/earth	rǎng:壤:⿰土襄 tǔ xiāng							
3404	攘	rang3	rank^^	throw into confusion	rǎng:攘:⿰扌襄 shǒu xiāng							
339	让	rang4	让	to ask/to let/permit/have (someone do something)/to yield/to allow	ràng:让:⿰讠上 yán SHANG4							
2266	饶	rao2		(surname)/to spare	raó:饶:⿰饣尧 shí yaó							
1483	扰	rao3	radau	disturb	raǒ:扰:⿰扌尤 shǒu yoú							
1485	绕	rao4	'round!	go around/to wind (around)	raò:绕:⿰纟尧 mì yaó							
2272	惹	re3		to provoke/to exasperate/to annoy	rě:惹:⿱若心 ruò xīn							
4174	喏	re3/nuo4		to salute/make ones curtsy'	rě:喏:⿰口若 koǔ ruò							
606	热	re4	rise 🜂 	heat/to heat up/fervent/hot (of weather)/warm up	rè:热:⿱执灬 zhí huǒ							
7	人	ren2	𓂋RENMIN民(mouths)	man/person/people/men	roma:n:human							
1360	仁	ren2	REN.MIN™	humane	rén:仁:⿰亻二 rén èr							
4029	壬	ren2	壬	9th heavenly stem	rén:壬:⿱丿士 piě shì							
1127	忍	ren3	rendure –	to beat/to endure/to tolerate	rěn:忍:⿱刃心 rèn xīn							
186	任	ren4	RENMIN	to assign/to appoint/office/responsibility	rèn:任:⿰亻壬 rén rén							
213	认	ren4	re’n recon	to recognize/to know/to admit	rèn:认:⿰讠人 yán rén							
2700	刃	ren4	RAND	edge of blade	rèn:刃:⿹刀丿 daō piě							
3137	韧	ren4	@man	annealed/pliable but strong/tough/tenacious	rèn:韧:⿰韦刃 weí rèn							
3523	妊	ren4	REN: : young	be pregnant	rèn:妊:⿰女壬 nu:3 rén							
4173	纫	ren4		to string/to thread (needle)	rèn:纫:⿰纟刃 mì rèn							
1905	扔	reng1	@range™	throw	rēng:扔:⿰扌乃 shǒu naǐ							
601	仍	reng2	remaining	still/yet/to remain	réng:仍:⿰亻乃 rén naǐ							
101	日	ri4	RAY	Japan/day/sun/date/day of the month	sir者sara士日	shi.ri						
442	容	rong2	REICH 𓂠	to hold/to contain/to allow/appearance/look/countenance	róng:容:⿱宀谷 mián gǔ							
993	荣	rong2	Rang rank	glory/honored	róng:荣:⿱𫇦木 ? mù							
1225	融	rong2		harmonious/melt/mild	róng:融:⿰鬲虫 lì chóng							
2278	溶	rong2		dissolve	róng:溶:⿰氵容 shui róng							
2678	绒	rong2	rounɠ	velvet/woolen	róng:绒:⿰纟戎 mì róng							
2779	蓉	rong2		lotus	róng:蓉:⿱艹容 cǎo róng							
3011	熔	rong2	< 	to smelt/fuse	róng:熔:⿰火容 huǒ róng							
3205	戎	rong2		(surname)/weapon	róng:戎:⿹戈𠂇 gē yoù							
3283	镕	rong2	鎔	“mould for casting; to melt by heat;	róng:镕:⿰钅容 jīn róng							
3343	茸	rong2	Wrong 2. ranken	confused/fluffy/luxuriant growth	róng:茸:⿱艹耳 cǎo ěr							
4127	榕	rong2		banyan tree/Ficus wightiana	róng:榕:⿰木容 mù róng							
3642	冗	rong3	冗	extraneous	rǒng:冗:⿱冖几 mì jī							
1573	柔	rou2	¬rauh! ¬roh ~raw	soft	róu:柔:⿱矛木 maó mù							
2818	揉	rou2	rub	knead/massage/rub	róu:揉:⿰扌柔 shǒu roú							
3815	蹂	rou2	raudi@road	trample	róu:蹂:⿰𧾷柔 zú roú							
1009	肉	rou4	RAW meat	meat/flesh	ròu:肉:⿵内人 neì rén							
67	如	ru2	® …er [comparative]	®/as (if)/such as	rú:如:⿰女口 nu:3 koǔ							
2006	儒	ru2		scholar/Confucian	rú:儒:⿰亻需 rén xū							
3512	蠕	ru2		to squirm/to wiggle/to wriggle	rú:蠕:⿰虫需 chóng xū							
3532	茹	ru2	rein;)	eat/rubicene (chem.)	rú:茹:⿱艹如 cǎo rú							
4084	孺	ru2		(surname)/child	rú:孺:⿰子需 zǐ xū							
4156	嚅	ru2		chattering	rú:嚅:⿰口需 koǔ xū							
1831	乳	ru3	< 	breast/milk	rǔ:乳:⿰孚乚 fú yǐ							
1907	辱	ru3	rude!	disgrace/insult	辱:辱:⿱辰寸 chén cùn							
2547	汝	ru3	汝 !	thou	rǔ:汝:⿰氵女 shui nu:3							
210	入	ru4	REIN	to enter								
3453	褥	ru4		mattress	rù:褥:⿰衤辱 yī rǔ							
1043	软	ruan3	raw¬un	soft/flexible	ruǎn:软:⿰车欠 chē qiàn							
3210	阮	ruan3		Ruan (a surname)	ruǎn:阮:⿰阝元 fù yuán							
3265	蕊	rui3	Ram <> fruit?	stamen/pistil (Stempel)	ruǐ:蕊:⿱艹惢 cǎo ?							
1332	瑞	rui4	Reich ++	lucky/auspicious/propitious/rayl (acoustical unit)	ruì:瑞:⿰𤣩耑 yù zhuān							
1851	锐	rui4		acute	ruì:锐:⿰钅兑 jīn duì							
3407	睿	rui4		astute/perspicacious/farsighted	ruì:睿:⿱⿱⿳卜|⺊冖一⿱八人|𠆢目  bo bǔ mì yī bā rén rén mù							
4108	芮	rui4		(surname)/small	ruì:芮:⿱艹内 cǎo neì							
1369	润	run4	rund	smooth/moist	rùn:润:⿰氵闰 shui rùn							
4183	闰	run4	√rein (eingefügt)	intercalary	rùn:闰:⿵门王 mén wáng							
651	若	ruo4	rú© 右 righ 如 like koǔ/cǎo 艹口  que  𓇋𓂋	to seem/like/as/if	ruò:若:⿱艹右 cǎo yoù							
1038	弱	ruo4	raw¬	weak/feeble/young/inferior	ruò:弱:⿰⿹弓冫⿹弓冫  gōng bīng gōng bīng							
3985	偌	ruo4	À !	so/such/to such a degree	ruò:偌:⿰亻若 rén ruò							
1445	撒	sa1/sa3	~scatter	let go/to scatter	sā:撒:⿰扌散 shǒu sǎn							
2283	洒	sa3	shui sau!	spill/sprinkle	cuǐ:洒:⿰氵西 shui xī							
1046	萨	sa4	;)	(surname)/Bodhisattva	sà:萨:⿱艹⿰阜|⻖产 cǎo fù fù chǎn							
4090	卅	sa4		thirty	sà:卅:⿻川一 chuān yī							
4300	飒	sa4		declining/sound of wind	sà:飒:⿰立风 lì fēng							
3185	腮	sai1	cheek	gills/lower part of cheeks	sāi:腮:⿰月思 yuè sī							
3816	鳃	sai1		gills of fish	saī:鳃:⿰鱼思 yú sī							
1080	塞	sai1/sai4/se4	s…	stop up/to squeeze in/to stuff/Serb (abbr.)/Serbian/strategic pass/piston/unenlightened	sāi:塞:⿱𡨄土 ? tǔ							
1064	赛	sai4		to compete/competition/match	saì:赛:⿱𡨄贝 ? beì BEÌ							
125	三	san1	∑  兰三  susa:n:lilian  山彡shān	Threen/3 	sān:三:⿳一一一 yī yī yī	chuān 川 巜 巛 channel 生sheng						
2202	伞	san3	Shun sun shade QED	umbrella/parasol	sǎn:伞:⿱人⿻丷十 rén bā shí							
866	散	san3/san4	LY:SAN	leisurely/loosen/powdered medicine/to scatter/to come loose/adjourn/scatter	sǎn:散:⿰⿱龷月攵  ? yuè pū							
1528	桑	sang1	musang 木musu 术 树 shu4 	mulberry tree	sāng:桑:⿱叒木 ? mù							
1404	丧	sang1/sang4	LY:SEN  <> song? 松散矢失	mourning/funeral/lose (by death)	sāng:丧:⿱⿻土丷⿰𠄌⿺乀丿  tǔ bā jué ? piě							
2496	嗓	sang3	sing@	throat/voice	sǎng:嗓:⿰口桑 koǔ sāng							
2237	骚	sao1	sau sexy	have sex appeal	saō:骚:⿰马蚤 mǎ zaǒ							
3454	搔	sao1	~- @ Sau	scratch/disturb	sāo:搔:⿰扌蚤 shǒu zaǒ							
1470	艘	sao1/sou1	ship#	measure word for warships (Taiwan pronunciation)/measure word for boats and ships (mainland pronunciation)	艘:艘:⿰舟叟 zhoū soǔ							
2142	嫂	sao3		'older brother''s wife; sister-in-law'	sǎo:嫂:⿰女叟 nu:3 soǔ							
1435	扫	sao3/sao4	saubern	to sweep/broom	saǒ:扫:⿰扌彐 shǒu jì,kè,kí,계							
1694	瑟	se4	seite?	(mus. instr.)	sè:瑟:⿱玨必 ? bì							
2836	涩	se4		grating (of surfaces)/tart/acerbic	sè:涩:⿰氵⿱刃止 shui rèn zhǐ							
3860	啬	se4	~	stingy	sè:啬:⿱⿻土丷回  tǔ bā huí							
4068	穑	se4		gather in harvest	sè:穑:⿰禾啬 hé sè							
304	色	se4/shai3	SHINE SHADE	color/look/appearance/color/dice	sè:色:⿱⺈巴 dāo bā							
1029	森	sen1	MU:SEN 木 森 ∑	forest	sēn:森:⿱木林 mù lín							
2013	僧	seng1	SANKt!	monk	sēng:僧:⿰亻曾 rén céng							
587	杀	sha1	杀 assasha	to kill/to murder/to slaughter	shā:杀:⿱㐅朩 ? ?							
