northeuralex-0.9-concept-data.tsv
number	position_in_ranking	ranking_value	id_nelex	gloss_en	gloss_ru	annotation_en	annotation_en	annotation_ru	concepticon	concepticon_id	concepticon_proposed	comments
432	580	-0,895261	König::N	king	король	[]	[]	[]	KING	1508	KING	
433	855	-0,141066	Macht::N	power	власть	[Fähigkeit zur Beeinflussung]	[ability to control]	[возможность влияния]	POWER	2526	POWER	
434	851	-0,161495	Grenze::N	border	граница	[zwischen Staaten]	[between states]	[между государствами]	BORDER	2546	BORDER	
435	367	-1,395135	Krieg::N	war	война	[]	[]	[]	WAR	935	WAR	
436	777	-0,420012	Feind::N	enemy	враг	[feindliche Person]	[hostile person]	[человек в состоянии вражды]	ENEMY	1358	ENEMY	
437	793	-0,387143	Gewalt::N	violence	насилие	[Gewalttätigkeit]	[use of force]	[применение физической силы]	<NA>	0	VIOLENCE	
438	652	-0,735217	Kampf::N	fight	борьба	[gewalttätige Auseinandersetzung]	[physical confrontation]	[рукопашная схватка]	FIGHT	1423	FIGHT	POS
439	132	-2,082615	Bogen[Waffe]::N	bow	лук	[Waffe]	[weapon]	[оружие]	BOW	994	BOW	
440	182	-1,882389	Pfeil::N	arrow	стрела	[Geschoss von Bogen]	[projectile shot from a bow]	[для стрельбы из лука]	ARROW	977	ARROW	
441	866	-0,09154	Gewehr::N	gun	ружьё	[Schusswaffe]	[firearm]	[стрелковое оружие]	GUN	1566	GUN	
442	640	-0,763253	Fehler::N	mistake	ошибка	[falsche Handlung oder Entscheidung]	[wrong action or decision]	[неправильное действие, поступок]	MISTAKE	1293	MISTAKE	
443	464	-1,153829	Lüge::N	lie	ложь	[]	[]	[]	UNTRUTH	475	UNTRUTH	
444	525	-1,016686	Schaden::N	damage	вред	[Beschädigung]	[material harm, detriment]	[ущерб]	<NA>	0	DAMAGE_(HARM)	POS
445	903	0,141108	Unglück::N	misfortune	беда	[unerwünschter Zustand]	[undesirable condition]	[неприятное обстоятельство]	BAD LUCK	56	BAD LUCK	
446	374	-1,379038	Schuld::N	fault	вина	[Verantwortung für Fehlverhalten]	[blame, responsibility]	[ответственность за проступок, преступление]	FAULT	134	FAULT	
447	96	-2,251605	Alter::N	age	возраст	[Lebensalter]	[number of years since birth]	[прожитые года]	AGE	1789	AGE	
448	389	-1,342522	Schluss::N	end	конец	[zeitliches Ende]	[conclusion]	[прекращение]	END_(OF_TIME)	743	END_(OF_TIME)	
449	130	-2,089801	Zeit::N	time	время	[stetiger Lauf der Dinge]	[constant passing of events]	[]	TIME	892	TIME	
450	12	-3,008012	Tag::N	day	день	[]	[]	[]	DAY_(NOT_NIGHT)	1225	DAY_(NOT_NIGHT)	
451	595	-0,865795	Morgen::N	morning	утро	[]	[]	[]	MORNING	1339	MORNING	
452	910	0,171239	Mittag::N	noon	полдень	[]	[]	[середина дня]	MIDDAY	12	MIDDAY	
453	526	-1,00811	Abend::N	evening	вечер	[]	[]	[]	EVENING	1629	EVENING	
454	33	-2,662841	Nacht::N	night	ночь	[]	[]	[]	NIGHT	1233	NIGHT	
455	693	-0,644704	Woche::N	week	неделя	[]	[]	[]	WEEK	1469	WEEK	
456	45	-2,521643	Monat::N	month	месяц	[]	[]	[период времени]	MONTH	1370	MONTH	
457	103	-2,216553	Jahr::N	year	год	[]	[]	[]	YEAR	1226	YEAR	
458	459	-1,169241	Frühling::N	spring	весна	[]	[]	[]	SPRINGTIME	1537	SPRINGTIME	
459	159	-1,962519	Sommer::N	summer	лето	[]	[]	[]	SUMMER	1342	SUMMER	
460	569	-0,922933	Herbst::N	autumn	осень	[]	[]	[]	AUTUMN	1276	AUTUMN	
461	165	-1,94497	Winter::N	winter	зима	[]	[]	[]	WINTER	1471	WINTER	
462	1015	3,00345	Januar::N	January	январь	[]	[]	[]	JANUARY	2036	JANUARY	
463	1012	2,443331	Februar::N	February	февраль	[]	[]	[]	FEBRUARY	2037	FEBRUARY	
464	1004	1,536624	März::N	March	март	[]	[]	[]	<NA>	0	MARCH	
465	1010	2,144712	April::N	April	апрель	[]	[]	[]	<NA>	0	APRIL	
466	981	0,907243	Mai::N	May	май	[]	[]	[]	<NA>	0	MAY	
467	993	1,122515	Juni::N	June	июнь	[]	[]	[]	<NA>	0	JUNE	
468	994	1,134741	Juli::N	July	июль	[]	[]	[]	<NA>	0	JULY	
469	1005	1,626423	August::N	August	август	[]	[]	[]	<NA>	0	AUGUST	
470	1011	2,14475	September::N	September	сентябрь	[]	[]	[]	<NA>	0	SEPTEMBER	
471	1016	3,699396	Oktober::N	October	октябрь	[]	[]	[]	<NA>	0	OCTOBER	
472	1014	2,678637	November::N	November	ноябрь	[]	[]	[]	<NA>	0	NOVEMBER	
473	1013	2,671866	Dezember::N	December	декабрь	[]	[]	[]	<NA>	0	DECEMBER	
474	957	0,528059	Montag::N	Monday	понедельник	[]	[]	[]	MONDAY	1697	MONDAY	
475	912	0,180334	Dienstag::N	Tuesday	вторник	[]	[]	[]	TUESDAY	1695	TUESDAY	
476	938	0,41205	Mittwoch::N	Wednesday	среда	[]	[]	[третий день недели]	WEDNESDAY	1694	WEDNESDAY	
477	1006	1,666817	Donnerstag::N	Thursday	четверг	[]	[]	[]	THURSDAY	1693	THURSDAY	
478	959	0,568516	Freitag::N	Friday	пятница	[]	[]	[]	FRIDAY	1692	FRIDAY	
479	884	0,01489	Samstag::N	Saturday	суббота	[]	[]	[]	SATURDAY	1700	SATURDAY	
480	921	0,301541	Sonntag::N	Sunday	воскресенье	[]	[]	[]	SUNDAY	1699	SUNDAY	
481	237	-1,710606	groß::A	big	большой	[BSP:Stein]	[EX:rock]	[НАПР:о камне]	BIG	1202	BIG	
482	697	-0,633289	klein::A	little	маленький	[BSP:Stein]	[EX:rock]	[НАПР:о камне]	SMALL	1246	SMALL	
483	74	-2,339598	lang::A	long	длинный	[Gegenstand]	[object]	[о предмете]	LONG	1203	LONG	
484	444	-1,206292	kurz::A	short	короткий	[Gegenstand]	[object]	[о предмете]	SHORT	1645	SHORT	
485	158	-1,963005	breit::A	wide	широкий	[BSP:Fluss, Brücke]	[EX:river, bridge]	[BSP:о реке, о мосте]	WIDE	1243	WIDE	
486	660	-0,716542	schmal::A	narrow	узкий	[BSP:Fluss, Brücke]	[EX:river, bridge]	[BSP:о реке, о мосте]	NARROW	1267	NARROW	
487	137	-2,044974	dicht::A	dense	густой	[BSP:Haar, Wald]	[EX:hair, forest]	[НАПР:о волосах, о лесе]	<NA>	0	DENSE	
488	302	-1,547568	dick[Gegenstand]::A	thick	толстый	[flacher Gegenstand]	[flat object]	[о плоском предмете]	THICK	1244	THICK	
489	516	-1,032602	dünn::A	thin	тонкий	[flacher Gegenstand]	[flat object]	[о плоском предмете]	THIN (OF SHAPE OF OBJECT)	2249	THIN (OF SHAPE OF OBJECT)	
490	465	-1,152855	fein::A	delicate, fine	тонкий, хрупкий	[BSP:Garn, Netz]	[EX:yarn, web]	[НАПР:о нити, о сети]	FINE_OR_THIN	2157	FINE_OR_THIN	
491	476	-1,1358	fest::A	firm, solid	крепкий, прочный	[BSP:Holz, Wand]	[EX:wood, wall]	[НАПР:о дереве, о стене]	<NA>	0	SOLID	
492	498	-1,093967	flach::A	flat	плоский	[Gegenstand]	[object]	[о предмете]	FLAT	1633	FLAT	
493	311	-1,524969	glatt::A	smooth	гладкий	[Oberfläche]	[surface]	[о поверхности]	SMOOTH	1234	SMOOTH	
494	126	-2,108913	hart::A	hard	твёрдый	[BSP:Schale]	[BSP:shell]	[НАПР:о скорлупе]	HARD	1884	HARD	
495	217	-1,767294	weich::A	soft	мягкий	[BSP:Kissen]	[EX:cushion]	[НАПР:о подушке]	SOFT	1856	SOFT	
496	529	-0,999491	rund::A	round	круглый	[kreisförmig]	[circular]	[по форме близкий к кругу]	ROUND	1395	ROUND	
497	858	-0,12104	spitz::A	pointed	остроконечный	[BSP:Nadel]	[EX:needle]	[НАПР:об игле]	POINTED	372	POINTED	
498	485	-1,115744	scharf::A	sharp	острый	[BSP:Messer]	[EX:knife]	[НАПР:о ноже]	SHARP	1396	SHARP	
499	560	-0,944584	stumpf::A	blunt	тупой	[BSP:Messer]	[EX:knife]	[НАПР:о ноже]	BLUNT	379	BLUNT	
500	666	-0,703185	schwer::A	heavy	тяжёлый	[an Gewicht]	[of weight]	[о весе]	HEAVY	1210	HEAVY	
501	823	-0,267897	schön::A	beautiful	красивый	[BSP:Blume]	[EX:flower]	[НАПР:о цветке]	BEAUTIFUL	1427	BEAUTIFUL	
502	274	-1,622817	heiß::A	hot	жаркий	[BSP:Feuer]	[EX:fire]	[НАПР:об огне]	HOT	1286	HOT	
503	212	-1,77477	warm::A	warm	тёплый	[]	[]	[]	WARM	1232	WARM	
504	312	-1,521552	kalt::A	cold	холодный	[]	[]	[]	COLD	1287	COLD	
505	499	-1,081048	kühl::A	cool	прохладный	[]	[]	[]	<NA>	0	COOL	
506	243	-1,693916	frisch::A	fresh	свежий	[BSP:Luft]	[EX:air]	[НАПР:о воздухе]	FRESH	243	FRESH	
507	497	-1,094711	feucht::A	damp	влажный	[]	[]	[]	<NA>	0	DAMP	
508	478	-1,130349	nass::A	wet	мокрый	[]	[]	[]	WET	1726	WET	
509	262	-1,641529	trocken::A	dry	сухой	[]	[]	[]	DRY	1398	DRY	
510	95	-2,255925	voll::A	full	полный, наполненный	[Gefäß]	[container]	[о сосуде]	FULL	1429	FULL	
511	393	-1,330087	leer::A	empty	пустой	[Gefäß]	[container]	[о сосуде]	EMPTY	1624	EMPTY	
512	415	-1,281553	offen::A	open	открытый	[BSP:Tür]	[EX:door]	[НАПР:о двери]	<NA>	0	OPEN_(OF_DOOR)	POS
513	732	-0,536018	geschlossen::A	closed	закрытый	[BSP:Tür]	[EX:door]	[НАПР:о двери]	CLOSED	589	CLOSED	
514	708	-0,602671	sauber::A	clean	чистый	[]	[]	[]	CLEAN	704	CLEAN	
515	846	-0,191876	schmutzig::A	dirty	грязный	[]	[]	[]	DIRTY	1230	DIRTY	
516	133	-2,079933	roh::A	raw	сырой	[ungekocht]	[uncooked]	[не варёный]	RAW	1959	RAW	
517	532	-0,989145	reif::A	ripe	зрелый	[BSP:Obst]	[EX:fruit]	[НАПР:o плоде]	RIPE	178	RIPE	
518	711	-0,595373	lecker::A	delicious	вкусный	[schmackhaft]	[tasty]	[лакомый]	TASTY	1813	TASTY	
519	256	-1,665099	süß::A	sweet	сладкий	[Geschmack]	[taste]	[о вкусе]	SWEET	717	SWEET	
520	447	-1,20064	bitter::A	bitter	горький	[Geschmack]	[taste]	[о вкусе]	BITTER	887	BITTER	
521	400	-1,321929	sauer::A	sour	кислый	[BSP:Zitrone]	[EX:lemon]	[НАПР:лимон]	SOUR	1906	SOUR	
522	310	-1,533087	hell::A	bright	светлый	[voller Licht]	[full of light]	[хорошо освещённый]	BRIGHT	679	BRIGHT	
523	359	-1,415552	dunkel::A	dark	тёмный	[ohne Licht]	[devoid of light]	[лишённый света]	DARK	706	DARK	
524	303	-1,545769	schwarz::A	black	чёрный	[]	[]	[]	BLACK	163	BLACK	
525	99	-2,237421	weiß::A	white	белый	[]	[]	[]	WHITE	1335	WHITE	
526	502	-1,076709	rot::A	red	красный	[]	[]	[]	RED	156	RED	
527	390	-1,340442	gelb::A	yellow	жёлтый	[]	[]	[]	YELLOW	1424	YELLOW	
528	313	-1,518587	blau::A	blue	синий, голубой	[]	[]	[]	BLUE	837	BLUE	
529	377	-1,375302	grün::A	green	зелёный	[]	[]	[]	GREEN	1425	GREEN	
530	493	-1,096892	grau::A	grey	серый	[]	[]	[]	GREY	153	GREY	
531	931	0,361821	bunt::A	colourful	пёстрый	[vielfarbig]	[multicolored]	[разноцветный]	<NA>	0	COLORFUL	
532	739	-0,519286	billig::A	cheap	дешёвый	[]	[]	[]	CHEAP	1887	CHEAP	
533	370	-1,388822	teuer::A	expensive	дорогой	[Ware]	[goods]	[о товаре]	EXPENSIVE	1426	EXPENSIVE	
534	778	-0,416036	wertvoll::A	precious	ценный	[]	[]	[драгоценный]	<NA>	0	PRECIOUS	
535	236	-1,712181	blind::A	blind	слепой	[]	[]	[]	BLIND	1653	BLIND	
536	413	-1,283279	taub::A	deaf	глухой	[]	[]	[]	DEAF	996	DEAF	
537	797	-0,364709	kräftig::A	powerful	могучий	[kraftvoll]	[forceful]	[мощный]	<NA>	0	POWERFUL	distinct from STRONG
538	442	-1,214765	stark::A	strong 	сильный	[robust]	[tough]	[плотный]	STRONG	785	STRONG	
539	603	-0,848236	schwach::A	weak	слабый	[kraftlos]	[feeble]	[немощный]	WEAK	1601	WEAK	
540	291	-1,577568	fett::A	fat	жирный, толстый	[dick]	[person]	[тучный]	FAT_(OBESE)	1279	FAT_(OBESE)	
541	883	0,009313	schlank::A	slim	стройный	[]	[]	[]	THIN_(SLIM)	1400	THIN_(SLIM)	
542	949	0,475628	hübsch::A	pretty	красивый, прелестный	[]	[]	[]	GOOD-LOOKING	2410	GOOD-LOOKING	
543	280	-1,608551	böse::A	evil	злой	[bösartig]	[malevolent]	[несущий в себе зло]	EVIL	45	EVIL	
544	527	-1,007908	dumm::A	stupid	глупый	[Mensch]	[person]	[о человеке]	STUPID	1518	STUPID	
545	601	-0,855687	faul::A	lazy	ленивый	[träge]	[]	[]	LAZY	1564	LAZY	
546	995	1,269314	fleißig::A	diligent	прилежный	[]	[]	[]	DILIGENT	2077	DILIGENT	
547	905	0,149168	geizig::A	stingy	жадный, скупой	[]	[]	[]	STINGY	1774	STINGY	
548	772	-0,437563	klug::A	clever	умный	[intelligent]	[intelligent]	[интеллигентный]	CLEVER	1310	CLEVER	
549	980	0,873849	geschickt::A	skilful	искусный	[]	[]	[]	DEXTEROUS	1824	DEXTEROUS	
550	550	-0,95786	lieb::A	dear	милый	[]	[beloved]	[]	DEAR	2470	DEAR	
551	857	-0,121116	lustig::A	merry	весёлый	[vergnügt]	[]	[]	MERRY	1976	MERRY	
552	984	0,938776	sanft::A	gentle	нежный	[]	[tender]	[кроткий]	GENTLE	1954	GENTLE	
553	549	-0,961747	hungrig::A	hungry	голодный	[]	[]	[]	BE_HUNGRY	1533	BE_HUNGRY	
554	900	0,120675	krank::A	sick, ill	больной	[]	[]	[нездоровый]	SICK	1847	SICK	
555	757	-0,481553	nackt::A	naked	голый	[]	[]	[]	NAKED	590	NAKED	
556	909	0,159371	traurig::A	sad	грустный	[Gefühl]	[emotion]	[чувство]	SAD	699	SAD	
557	331	-1,476372	lebendig::A	living	живой	[lebend]	[]	[]	<NA>	0	LIVING	POS
558	75	-2,338535	gut::A	good	хороший	[BSP:Werkzeug]	[EX:tool]	[НАПР:об орудии]	GOOD	1035	GOOD	
559	826	-0,25627	schlecht::A	bad	плохой	[BSP:Werkzeug]	[EX:tool]	[НАПР:об орудии]	BAD	1292	BAD	
560	241	-1,694064	richtig::A	correct	правильный	[]	[]	[]	CORRECT_(RIGHT)	1725	CORRECT_(RIGHT)	
561	571	-0,919733	schlimm::A	nasty, dire	страшный, отвратительный	[]	[]	[]	SEVERE	419	SEVERE	
562	915	0,188099	wahr::A	true	настоящий	[wahrheitsgemäß]	[truthful]	[истинный]	TRUE	1657	TRUE	
563	163	-1,946849	alt::A	old	старый	[BSP:Haus]	[EX:house]	[НАПР:о доме]	OLD_(USED)	2113	OLD_(USED)	
564	24	-2,793982	neu::A	new	новый	[]	[]	[]	NEW	1231	NEW	
565	898	0,112372	ehemalig::A	former	бывший	[]	[erstwhile]	[]	<NA>	0	FORMER	
566	206	-1,785645	alt[Lebewesen]::A	aged, old	пожилой, старый	[]	[person]	[о человеке]	OLD_(AGED)	2112	OLD_(AGED)	
567	216	-1,768918	jung::A	young	молодой	[]	[]	[]	YOUNG	1207	YOUNG	
568	668	-0,701194	arm::A	poor	бедный	[bedürftig]	[needy]	[]	POOR	1674	POOR	
569	423	-1,258927	reich::A	rich	богатый	[]	[]	[]	RICH	712	RICH	
570	614	-0,839116	bekannt::A	familiar	знакомый	[]	[]	[]	<NA>	0	FAMILIAR	
571	838	-0,228537	berühmt::A	famous	знаменитый	[]	[]	[]	FAME	865	FAME	POS
572	543	-0,970106	fremd::A	foreign	чужой	[]	[]	[]	FOREIGN	109	FOREIGN	
573	841	-0,225048	verschieden::A	different	разный	[]	[]	[]	DIFFERENT	2504	DIFFERENT	
574	394	-1,32745	nah::A	near	близкий	[]	[]	[]	NEAR	1942	NEAR	
575	398	-1,32413	fern::A	far	далёкий	[]	[]	[]	FAR	1406	FAR	
576	741	-0,512278	linker::A	left	левый	[]	[]	[]	LEFT	244	LEFT	
577	253	-1,674117	rechter::A	right	правый	[BSP:rechtes Bein]	[EX:right leg]	[НАПР:правая нога]	RIGHT	1019	RIGHT	
578	143	-2,025878	anderer::A	other	другой	[]	[]	[]	OTHER	197	OTHER	
579	687	-0,649889	erster::A	first	первый	[]	[]	[]	FIRST	728	FIRST	
580	539	-0,97696	zweiter::A	second	второй	[]	[]	[]	SECOND	1384	SECOND	
581	840	-0,226455	dritter::A	third	третий	[]	[]	[]	THIRD	1859	THIRD	
582	808	-0,33506	letzter::A	last	последний	[in einer Reihe]	[in a row]	[]	LAST_(FINAL)	1529	LAST_(FINAL)	
583	342	-1,450599	allein::ADV	alone	один	[]	[]	[]	ALONE	1964	ALONE	
584	1002	1,423114	auf einmal::ADV	at once	сразу	[]	[in one go]	[]	<NA>	0	ALL_AT_ONCE	
585	718	-0,571647	zusammen::ADV	together	вместе	[]	[]	[]	TOGETHER	2482	TOGETHER	
586	562	-0,940105	lange::ADV	long	долго	[]	[]	[]	FOR_A_LONG_TIME	418	FOR_A_LONG_TIME	
587	972	0,693543	plötzlich::ADV	suddenly	вдруг	[]	[]	[]	<NA>	0	SUDDENLY	
588	992	1,118757	sofort::ADV	instantly	тотчас	[]	[]	[]	<NA>	0	INSTANTLY	
589	774	-0,433797	später::ADV	later	позже	[]	[]	[]	<NA>	0	LATER	
590	208	-1,780635	jetzt::ADV	now	теперь	[]	[]	[]	NOW	1376	NOW	
591	357	-1,417854	heute::ADV	today	сегодня	[]	[]	[]	TODAY	1283	TODAY	
592	422	-1,260065	morgen::ADV	tomorrow	завтра	[]	[]	[]	TOMORROW	1329	TOMORROW	
593	973	0,71743	bald::ADV	soon	скоро	[]	[]	[]	SOON	703	SOON	
594	85	-2,302163	dann::ADV	then	потом	[]	[]	[]	<NA>	0	THEN	
595	455	-1,183068	gestern::ADV	yesterday	вчера	[]	[]	[]	YESTERDAY	1174	YESTERDAY	
596	783	-0,411366	einst::ADV	once	однажды	[in der Vergangenheit]	[once upon a time]	[]	<NA>	0	ONCE_(IN_THE_PAST)	
597	670	-0,698181	damals::ADV	at that time	тогда	[]	[]	[]	<NA>	0	AT_THAT_TIME	
598	686	-0,652577	danach::ADV	afterwards	затем	[]	[]	[]	AFTERWARDS	2093	AFTERWARDS	
599	596	-0,864902	vorher::ADV	before	раньше	[]	[]	[]	BEFORE	1882	BEFORE	
600	506	-1,061869	zuerst::ADV	at first	сперва	[]	[]	[]	<NA>	0	AT_FIRST	
601	432	-1,241231	einmal::ADV	once	один раз	[]	[]	[]	ONE_TIME	374	ONE_TIME	
602	999	1,362579	manchmal::ADV	sometimes	иногда	[]	[]	[]	SOMETIMES	1544	SOMETIMES	
603	786	-0,397972	oft::ADV	often	часто	[]	[]	[]	OFTEN	1852	OFTEN	
604	608	-0,84242	immer::ADV	always	всегда	[]	[]	[]	ALWAYS	1676	ALWAYS	
605	983	0,935693	niemals::ADV	never	никогда	[]	[]	[]	NEVER	1656	NEVER	
606	17	-2,945985	hier::ADV	here	здесь	[]	[]	[]	HERE	136	HERE	
607	195	-1,825499	hierhin::ADV	hither	сюда	[]	[]	[]	<NA>	0	HITHER	
608	619	-0,812382	von hier::ADV	hence	отсюда	[]	[]	[]	<NA>	0	HENCE	
609	15	-2,964168	dort::ADV	there	там	[]	[]	[]	THERE	1937	THERE	
610	320	-1,493899	dorthin::ADV	thither	туда	[]	[]	[]	<NA>	0	THITHER	
611	941	0,437048	geradeaus::ADV	ahead	прямо	[]	[]	[]	<NA>	0	AHEAD	
612	487	-1,113207	vorwärts::ADV	forward	вперёд	[]	[]	[]	<NA>	0	FORWARD	
613	806	-0,341419	rückwärts::ADV	backward	назад	[]	[]	[]	<NA>	0	BACKWARD	
614	503	-1,074261	zurück::ADV	back	обратно	[]	[]	[]	<NA>	0	BACK_(DIRECTION)	
615	170	-1,923445	unten::ADV	below	внизу	[]	[]	[]	DOWN_OR_BELOW	2094	DOWN_OR_BELOW	
616	479	-1,129119	hinab::ADV	down	вниз	[]	[]	[]	DOWN	1326	DOWN	
617	100	-2,236479	oben::ADV	above	наверху	[]	[]	[]	ABOVE	1741	ABOVE	
618	186	-1,864943	hinauf::ADV	up	вверх	[]	[]	[]	UP	1591	UP	
619	943	0,439972	überall::ADV	everywhere	везде	[]	[]	[]	<NA>	0	EVERYWHERE	
620	6	-3,262623	nicht::ADV	not	не	[]	[]	[]	NOT	1240	NOT	
621	702	-0,622977	ein wenig::ADV	a little	немного	[]	[]	[]	<NA>	0	A_LITTLE	
622	927	0,331049	kaum::ADV	hardly	едва	[]	[]	[]	<NA>	0	HARDLY	
623	963	0,605154	sehr::ADV	very	очень	[]	[]	[]	VERY	1311	VERY	
624	56	-2,460515	so::ADV	so	так	[]	[]	[]	<NA>	0	SO_(IN_THIS_WAY)	
625	260	-1,650059	noch::ADV	still	ещё	[]	[]	[]	<NA>	0	STILL	
626	734	-0,533027	nur::ADV	only	только	[BSP:nur eine Kuh]	[EX:only one cow]	[НАПР:только одна корова]	ONLY	1580	ONLY	
627	202	-1,797019	schon::ADV	already	уже	[]	[]	[]	ALREADY	2576	ALREADY	
628	495	-1,096058	wieder::ADV	again	опять	[]	[]	[]	AGAIN	204	AGAIN	
629	839	-0,228218	vergebens::ADV	in vain	напрасно	[]	[]	[]	IN_VAIN	1765	IN_VAIN	
630	349	-1,433895	vor::PRP	in front of	перед	[]	[]	[]	IN_FRONT_OF	1883	IN_FRONT_OF	
631	250	-1,684184	hinter::PRP	behind	позади	[]	[]	[]	BEHIND	1686	BEHIND	
632	29	-2,697238	unter::PRP	under	под	[]	[]	[]	BELOW_OR_UNDER	1485	BELOW_OR_UNDER	
633	538	-0,977856	durch::PRP	through	сквозь, через	[BSP:Fenster,Loch]	[EX:a window, a hole]	[НАПР:окно,дыру]	THROUGH	97	THROUGH	
634	727	-0,547088	neben::PRP	next to	возле	[]	[]	[]	<NA>	0	NEXT_TO	
635	461	-1,162949	zwischen::PRP	between	между	[]	[]	[]	BETWEEN	689	BETWEEN	
636	679	-0,668694	wegen::PRP	because of	из-за	[]	[]	[]	<NA>	0	BECAUSE_OF	
637	26	-2,739471	dies::PRN	this	это	[]	[]	[]	THIS	1214	THIS	
638	3	-3,471809	das::PRN	that	то	[]	[]	[]	THAT	78	THAT	
639	287	-1,590837	alles::PRN	everything	всё	[]	[]	[]	ALL	98	ALL	
640	5	-3,345092	ich::PRN	I	я	[]	[]	[]	I	1209	I	
641	4	-3,349547	du::PRN	thou	ты	[]	[]	[]	THOU	1215	THOU	
642	8	-3,216746	er::PRN	he	он	[]	[]	[]	HE_OR_SHE_OR_IT	262	HE_OR_SHE_OR_IT	
643	10	-3,038912	wir::PRN	we	мы	[]	[]	[]	WE	1212	WE	
644	67	-2,38367	ihr::PRN	you	вы	[]	[plural]	[]	YOU	1213	YOU	
645	28	-2,701759	sie::PRN	they	они	[Plural]	[]	[]	THEY	817	THEY	
646	18	-2,927861	was::FPRN	what	что	[]	[]	[]	WHAT	1236	WHAT	
647	13	-3,005855	wer::FPRN	who	кто	[]	[]	[]	WHO	1235	WHO	
648	14	-2,986457	wo::FADV	where	где	[]	[]	[]	WHERE	1237	WHERE	
649	248	-1,688391	wohin::FADV	where to	куда	[]	[]	[]	<NA>	0	WHITHER	
650	189	-1,851297	wie::FADV	how	как	[]	[]	[]	HOW	1239	HOW	
651	392	-1,334378	warum::FADV	why	почему	[]	[]	[]	WHY	1270	WHY	
652	663	-0,704942	wieviel::FNUM	how much	сколько	[]	[]	[]	HOW_MUCH	531	HOW_MUCH	
653	1	-3,605677	eins::NUM	one	один	[]	[]	[]	ONE	1493	ONE	
654	7	-3,252278	zwei::NUM	two	два	[]	[]	[]	TWO	1498	TWO	
655	30	-2,683703	drei::NUM	three	три	[]	[]	[]	THREE	492	THREE	
656	173	-1,909905	vier::NUM	four	четыре	[]	[]	[]	FOUR	1500	FOUR	
657	68	-2,379235	fünf::NUM	five	пять	[]	[]	[]	FIVE	493	FIVE	
658	38	-2,59346	sechs::NUM	six	шесть	[]	[]	[]	SIX	1703	SIX	
659	178	-1,88665	sieben::NUM	seven	семь	[]	[]	[]	SEVEN	1704	SEVEN	
660	155	-1,979585	acht::NUM	eight	восемь	[]	[]	[]	EIGHT	1705	EIGHT	
661	229	-1,736154	neun::NUM	nine	девять	[]	[]	[]	NINE	1483	NINE	
662	9	-3,174243	zehn::NUM	ten	десять	[]	[]	[]	TEN	1515	TEN	
663	813	-0,308841	elf::NUM	eleven	одиннадцать	[]	[]	[]	ELEVEN	1706	ELEVEN	
664	853	-0,145298	zwölf::NUM	twelve	двенадцать	[]	[]	[]	TWELVE	1707	TWELVE	
665	203	-1,792548	zwanzig::NUM	twenty	двадцать	[]	[]	[]	TWENTY	1710	TWENTY	
666	469	-1,147388	dreißig::NUM	thirty	тридцать	[]	[]	[]	THIRTY	1715	THIRTY	
667	654	-0,728583	vierzig::NUM	forty	сорок	[]	[]	[]	FORTY	1716	FORTY	
668	865	-0,091974	fünfzig::NUM	fifty	пятьдесят	[]	[]	[]	FIFTY	1717	FIFTY	
669	500	-1,078735	sechzig::NUM	sixty	шестьдесят	[]	[]	[]	SIXTY	1718	SIXTY	
670	939	0,428518	siebzig::NUM	seventy	семьдесят	[]	[]	[]	SEVENTY	1721	SEVENTY	
671	799	-0,355653	achtzig::NUM	eighty	восемьдесят	[]	[]	[]	EIGHTY	1722	EIGHTY	
672	926	0,324318	neunzig::NUM	ninety	девяносто	[]	[]	[]	NINETY	1724	NINETY	
673	39	-2,559096	hundert::NUM	a hundred	сто	[]	[]	[]	HUNDRED	1634	HUNDRED	
674	425	-1,250922	tausend::NUM	a thousand	тысяча	[]	[]	[]	THOUSAND	1843	THOUSAND	
675	21	-2,820901	und::CNJ	and	и	[]	[]	[]	AND	1577	AND	
676	190	-1,850491	oder::CNJ	or	или	[]	[]	[]	OR	1014	OR	
677	162	-1,949524	stehen::V	stand	стоять	[Mensch]	[of a person]	[о человеке]	STAND	1442	STAND	
678	125	-2,109513	sitzen::V	sit	сидеть	[Mensch]	[of a person]	[о человеке]	SIT	1416	SIT	
679	490	-1,106772	liegen::V	lie	лежать	[Mensch]	[of a person]	[о человеке]	LIE_(REST)	1411	LIE_(REST)	
680	457	-1,178046	hängen::V	hang	висеть	[BSP:``der Mantel hängt'']	[EX:``the coat is hanging'']	[НАПР:о пальтo]	<NA>	0	HANG	intransitive
681	54	-2,465655	werden::V	become	стать	[zu etwas]	[turn into]	[превратиться, НАПР:стать отцом]	BECOME	1990	BECOME	
682	511	-1,050125	passieren::V	happen	случиться	[geschehen]	[occur]	[произойти]	HAPPEN	248	HAPPEN	
683	365	-1,396821	beginnen::V	begin	начаться	[anfangen zu bestehen]	[start existing]	[начать существовать]	<NA>	0	START	intransitive
684	269	-1,634073	enden::V	end	кончиться	[aufhören zu bestehen]	[stop existing]	[перестать существовать]	CEASE	1928	CEASE	
685	597	-0,863613	wechseln::V	change	меняться	[zu etwas anderem werden]	[become something different]	[стать чем-то другим, НАПР:о погоде]	<NA>	0	CHANGE_(BECOME_DIFFERENT)	
