diff_count	length	record_a	glyphs_a	codes_a	record_b	glyphs_b	codes_b	diff_positions
2	4	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	P009190	𛸗 𜉚 𛷸 𛽍	M066 M352~n M057~a M153+M342	[2, 3]
2	4	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	[2, 3]
2	4	P008621	𛸗 𜉜 𛿺 𛿺	M066 M352~o M218 M218	P009439	𛸗 𜉚 𜇔 𜅸	M066 M352~n M315 M297	[2, 3]
2	4	P008621	𛼘 𛶱 𛷳 𜄱	M144~a M039~c M056~f M288	P009178	𛷶 𜆨 𛷳 𜄱	M057 M305+M136 M056~f M288	[0, 1]
2	4	P008621	𛼘 𛶱 𛷳 𜄱	M144~a M039~c M056~f M288	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	[0, 1]
2	4	P008621	𛼘 𛶱 𛷳 𜄱	M144~a M039~c M056~f M288	P368497	𛵂 𜌓 𛷲 𜄱	M003~b M388 M056~e M288	[0, 1]
2	4	P008621	𛵹 𛹧 𜂼 𛹜	M029~b M099 M262 M096	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[0, 1]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	[0, 1]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	[0, 1]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	[0, 1]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P009028	𜋅 𜉇 𛹣 𜅸	M377~e M347 M096~d M297	[1, 3]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	[0, 1]
2	4	P008635	𜋀 𜉫 𛹜 𜄱	M377 M361~b M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P008671	𜌓 𛿺 𜌁 𜇶	M388 M218 M387~c M320	[1, 3]
2	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	[1, 2]
2	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	[1, 2]
2	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	[1, 2]
2	4	P008644	𜌓 𛷼 𜋾 𛿺	M388 M057~b M387 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	[0, 1]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	[0, 1]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P008711	𛼌 𛶃 𜉈 𜄱	M139 M032 M348 M288	[0, 2]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	[0, 1]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	[1, 3]
2	4	P008663	𜌓 𛶃 𛹜 𜄱	M388 M032 M096 M288	P368521	𜌓 𛽆 𛹜 𛹧	M388 M153 M096 M099	[1, 3]
2	4	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	[0, 1]
2	4	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	[0, 1]
2	4	P008663	𛶃 𛻐 𛹜 𜄱	M032 M128~da M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P008666	𜂂 𛵓 𜊩 𜄱	M251~c M009 M371 M288	P009343	𛼲 𜉞 𜊩 𜄱	M149~a2 M352~s M371 M288	[0, 1]
2	4	P008671	𜌓 𛿺 𜌁 𜇶	M388 M218 M387~c M320	P009017	𜌓 𛹆 𛸘 𜇶	M388 M080~a M066~a M320	[1, 2]
2	4	P008671	𜌓 𛿺 𜌁 𜇶	M388 M218 M387~c M320	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[1, 3]
2	4	P008671	𜌓 𛿺 𜌁 𜇶	M388 M218 M387~c M320	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	[2, 3]
2	4	P008688	𛷶 𜍂 𛷶 𜄱	M057 M455 M057 M288	P008918	𛻃 𛿯 𛷶 𜄱	M124 M217 M057 M288	[0, 1]
2	4	P008688	𛷶 𜍂 𛷶 𜄱	M057 M455 M057 M288	P009178	𛷶 𜆨 𛷳 𜄱	M057 M305+M136 M056~f M288	[1, 2]
2	4	P008688	𛷶 𜍂 𛷶 𜄱	M057 M455 M057 M288	P009343	𜇣 𛿈 𛷻 𜄱	M317~b M207 M057~a4 M288	[0, 1]
2	4	P008688	𛷐 𜋺 𛸗 𜄱	M048~k M386~a M066 M288	P009089	𛿺 𛼢 𛸗 𜄱	M218 M146 M066 M288	[0, 1]
2	4	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	[0, 1]
2	4	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	[0, 1]
2	4	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	[0, 1]
2	4	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	[0, 1]
2	4	P008688	𜊩 𜀈 𛿺 𜄱	M371 M219 M218 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[0, 1]
2	4	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	[0, 1]
2	4	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	P009014	𛵓 𜂣 𛿺 𜃁	M009 M259 M218 M263	[0, 3]
2	4	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	[0, 1]
2	4	P008688	𜂼 𜂣 𛿺 𜄱	M262 M259 M218 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[0, 1]
2	4	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P008688	𜂣 𛷐 𛹜 𜄱	M259 M048~k M096 M288	P009343	𛾄 𛷎 𛺏 𜄱	M175+M288 M048~g M110~b M288	[0, 2]
2	4	P008689	𜌓 𛺎 𛿺 𛾿	M388 M110~a M218 M206~d	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	[1, 3]
2	4	P008733	𛾢 𜋾 𜁻 𛿺	M195 M387 M250~ba M218	P009217	𛾢 𜋾 𜊺 𜊽	M195 M387 M375~e M376	[2, 3]
2	4	P008740	𜌓 𛸗 𜇔 𜂕	M388 M066 M315 M254~a	P008789	𜌓 𛷌 𜇔 𜌄	M388 M048~d M315 M387~ee	[1, 3]
2	4	P008740	𜌓 𛸗 𜇔 𜂕	M388 M066 M315 M254~a	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	[2, 3]
2	4	P008740	𜌓 𛸗 𜇔 𜂕	M388 M066 M315 M254~a	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[2, 3]
2	4	P008740	𜌓 𛸗 𜇔 𜂕	M388 M066 M315 M254~a	P368539	𜌓 𛸘 𜋏 𜊩	M388 M066~a M380 M371	[2, 3]
2	4	P008740	𛵸 𜋅 𜉇 𜊩	M029~a M377~e M347 M371	P272825	𜆡 𜂼 𜉇 𜊩	M305 M262 M347 M371	[0, 1]
2	4	P008740	𛵸 𜋅 𜉇 𜊩	M029~a M377~e M347 M371	P272825	𛵹 𛹥 𜇩 𜊩	M029~b M097~h M318 M371	[1, 2]
2	4	P008789	𜌓 𛷌 𜇔 𜌄	M388 M048~d M315 M387~ee	P009201	𜌓 𛷋 𜀰 𛷪	M388 M048~c M240 M054	[2, 3]
2	4	P008797	𜆡 𛾾 𛾾 𛷳	M305 M206~b M206~b M056~f	P008973	𜆡 𜌓 𛷪 𛷳	M305 M388 M054 M056~f	[1, 2]
2	4	P008860	𛻃 𜀰 𜋺 𜀰	M124 M240 M386~a M240	P368490	𜀰 𜌕 𜋺 𜀰	M240 M390 M386~a M240	[0, 1]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	[0, 1]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009014	𛵓 𜂣 𛿺 𜃁	M009 M259 M218 M263	[0, 3]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009015	𜌁 𜅸 𛹩 𜄱	M387~c M297 M099~b M288	[1, 2]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[1, 2]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	[1, 2]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	[0, 1]
2	4	P008914	𜋾 𜂣 𛿺 𜄱	M387 M259 M218 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[0, 1]
2	4	P008918	𛻃 𛿯 𛷶 𜄱	M124 M217 M057 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[1, 2]
2	4	P008918	𛻃 𛿯 𛷶 𜄱	M124 M217 M057 M288	P009343	𜇣 𛿈 𛷻 𜄱	M317~b M207 M057~a4 M288	[0, 1]
2	4	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[0, 2]
2	4	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	[0, 1]
2	4	P008942	𛸗 𜋾 𛿺 𜄱	M066 M387 M218 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[0, 1]
2	4	P008952	𛷽 𛹧 𜌕 𜊩	M057~b1 M099 M390 M371	P009382	𛷿 𛹧 𜊩 𛼍	M057~e M099 M371 M139~a1	[2, 3]
2	4	P008960	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[0, 2]
2	4	P008960	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[0, 2]
2	4	P008960	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P272825	𛵹 𛹥 𜇩 𜊩	M029~b M097~h M318 M371	[0, 1]
2	4	P008973	𜆡 𜌓 𛷪 𛷳	M305 M388 M054 M056~f	P008973	𜆡 𜌓 𜂕 𜋐	M305 M388 M254~a M380~b	[2, 3]
2	4	P008973	𜆡 𜌓 𛷪 𛷳	M305 M388 M054 M056~f	P009228	𜆡 𜌓 𛵓 𛵅	M305 M388 M009 M004	[2, 3]
2	4	P008973	𜆡 𜌓 𛷪 𛷳	M305 M388 M054 M056~f	P272825	𜆡 𜌓 𜉚 𛹥	M305 M388 M352~n M097~h	[2, 3]
2	4	P008973	𜆡 𜌓 𛷪 𛷳	M305 M388 M054 M056~f	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[2, 3]
2	4	P008973	𜆡 𜌓 𜂕 𜋐	M305 M388 M254~a M380~b	P009228	𜆡 𜌓 𛵓 𛵅	M305 M388 M009 M004	[2, 3]
2	4	P008973	𜆡 𜌓 𜂕 𜋐	M305 M388 M254~a M380~b	P272825	𜆡 𜌓 𜉚 𛹥	M305 M388 M352~n M097~h	[2, 3]
2	4	P008973	𜆡 𜌓 𜂕 𜋐	M305 M388 M254~a M380~b	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[2, 3]
2	4	P008987	𛵅 𜃁 𛿺 𜃃	M004 M263 M218 M263~a	P009014	𛵓 𜂣 𛿺 𜃁	M009 M259 M218 M263	[0, 1]
2	4	P008987	𛵅 𜃁 𛿺 𜃃	M004 M263 M218 M263~a	P009156	𛹥 𛵅 𛿺 𜃁	M097~h M004 M218 M263	[0, 1]
2	4	P008987	𛵅 𜃁 𛿺 𜃃	M004 M263 M218 M263~a	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	[0, 3]
2	4	P008987	𛵅 𜃁 𛿺 𜃃	M004 M263 M218 M263~a	P009356	𛵅 𛹪 𛸗 𜃁	M004 M101 M066 M263	[1, 2]
2	4	P008987	𛵅 𜃁 𛿺 𜃃	M004 M263 M218 M263~a	P009373	𛵅 𜀁 𛸗 𜃆	M004 M218+M288~f M066 M263~b1	[1, 2]
2	4	P008992	𜌁 𜌁 𛷪 𜃕	M387~c M387~c M054 M265~2	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[2, 3]
2	4	P009014	𛵓 𜂣 𛿺 𜃁	M009 M259 M218 M263	P009156	𛹥 𛵅 𛿺 𜃁	M097~h M004 M218 M263	[0, 1]
2	4	P009015	𜌁 𜅸 𛹩 𜄱	M387~c M297 M099~b M288	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	[1, 2]
2	4	P009015	𜌁 𜅸 𛹩 𜄱	M387~c M297 M099~b M288	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	[1, 2]
2	4	P009017	𛻈 𜃟 𛵅 𛿺	M125~a M266~b M004 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[0, 1]
2	4	P009017	𜌓 𛹆 𛸘 𜇶	M388 M080~a M066~a M320	P009257	𜌓 𜇶 𛸗 𜉈	M388 M320 M066 M348	[1, 3]
2	4	P009017	𜌓 𛹆 𛸘 𜇶	M388 M080~a M066~a M320	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[1, 3]
2	4	P009028	𜋅 𜉇 𛹣 𜅸	M377~e M347 M096~d M297	P009028	𜋀 𜂗 𜊩 𜅸	M377 M254~c M371 M297	[1, 2]
2	4	P009028	𜋀 𜂗 𜊩 𜅸	M377 M254~c M371 M297	P498539	𛷼 𛿺 𜊩 𜅸	M057~b M218 M371 M297	[0, 1]
2	4	P009031	𛾰 𜌓 𛺌 𛹜	M201 M388 M109 M096	P009467	𜋀 𜌓 𛸅 𛹜	M377 M388 M059 M096	[0, 2]
2	4	P009031	𜌓 𜋾 𜇶 𛹜	M388 M387 M320 M096	P009211	𜌓 𜋾 𜀏 𛽍	M388 M387 M221 M153+M342	[2, 3]
2	4	P009031	𜌓 𜋾 𜇶 𛹜	M388 M387 M320 M096	P009383	𜌓 𜌕 𛻌 𛹜	M388 M390 M128 M096	[1, 2]
2	4	P009031	𜌓 𜋾 𜇶 𛹜	M388 M387 M320 M096	P009383	𛻃 𜋾 𛷌 𛹜	M124 M387 M048~d M096	[0, 2]
2	4	P009031	𜌓 𜋾 𜇶 𛹜	M388 M387 M320 M096	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[0, 2]
2	4	P009088	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[0, 2]
2	4	P009088	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	[0, 2]
2	4	P009088	𛵮 𜇫 𜇫 𜊩	M024 M318~a1 M318~a1 M371	P272825	𛵹 𛹥 𜇩 𜊩	M029~b M097~h M318 M371	[0, 1]
2	4	P009088	𜋀 𛸗 𜆄 𛷶	M377 M066 M301 M057	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[0, 2]
2	4	P009089	𜉚 𛵓 𜊩 𜄱	M352~n M009 M371 M288	P009343	𛼲 𜉞 𜊩 𜄱	M149~a2 M352~s M371 M288	[0, 1]
2	4	P009089	𛿺 𛼢 𛸗 𜄱	M218 M146 M066 M288	P009343	𛿺 𜅥 𛼲 𜄱	M218 M295~i M149~a2 M288	[1, 2]
2	4	P009156	𛹥 𛵅 𛿺 𜃁	M097~h M004 M218 M263	P009252	𜇩 𛵅 𛿺 𜆡	M318 M004 M218 M305	[0, 3]
2	4	P009178	𛷶 𜆨 𛷳 𜄱	M057 M305+M136 M056~f M288	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	[0, 1]
2	4	P009178	𛷶 𜆨 𛷳 𜄱	M057 M305+M136 M056~f M288	P368497	𛵂 𜌓 𛷲 𜄱	M003~b M388 M056~e M288	[0, 1]
2	4	P009180	𜌁 𜌁 𛷪 𜌓	M387~c M387~c M054 M388	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[2, 3]
2	4	P009180	𜌓 𛼚 𜊩 𛽇	M388 M145~a M371 M153+M006~a	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	[1, 3]
2	4	P009180	𜌓 𛼚 𜊩 𛽇	M388 M145~a M371 M153+M006~a	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1, 3]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	[1, 2]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[1, 2]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P009466	𜋾 𛸗 𜃁 𛿺	M387 M066 M263 M218	[0, 2]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[2, 3]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	[1, 2]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P368478	𛹈 𜌓 𜅘 𛿺	M080~c M388 M295 M218	[0, 1]
2	4	P009181	𜌓 𛸘 𜅘 𛿺	M388 M066~a M295 M218	P368539	𜌓 𛸘 𜋏 𜊩	M388 M066~a M380 M371	[2, 3]
2	4	P009183	𛻃 𛷋 𛵓 𜊩	M124 M048~c M009 M371	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[0, 1]
2	4	P009183	𛼰 𜌓 𛼚 𜃁	M149~a M388 M145~a M263	P009185	𛼲 𜌓 𛿺 𜅦	M149~a2 M388 M218 M295~k	[2, 3]
2	4	P009183	𛼰 𜌓 𛼚 𜃁	M149~a M388 M145~a M263	P368483	𜅏 𜌓 𛻘 𜃁	M292~f M388 M129 M263	[0, 2]
2	4	P009190	𛸗 𜉚 𛷸 𛽍	M066 M352~n M057~a M153+M342	P009375	𛸗 𜉚 𜉇 𜅸	M066 M352~n M347 M297	[2, 3]
2	4	P009190	𛸗 𜉚 𛷸 𛽍	M066 M352~n M057~a M153+M342	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	[2, 3]
2	4	P009190	𛸗 𜉚 𛷸 𛽍	M066 M352~n M057~a M153+M342	P009439	𛸗 𜉚 𜇔 𜅸	M066 M352~n M315 M297	[2, 3]
2	4	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	[1, 2]
2	4	P009224	𜌎 𜌎 𛷪 𜄱	M387~i M387~i M054 M288	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[2, 3]
2	4	P009228	𜆡 𜌓 𛵓 𛵅	M305 M388 M009 M004	P272825	𜆡 𜌓 𜉚 𛹥	M305 M388 M352~n M097~h	[2, 3]
2	4	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	[1, 2]
2	4	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	[1, 2]
2	4	P009242	𜌓 𜉇 𛷽 𛿺	M388 M347 M057~b1 M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P009251	𜌋 𛵈 𛷳 𜄱	M387~h M005~a M056~f M288	P368497	𛵂 𜌓 𛷲 𜄱	M003~b M388 M056~e M288	[0, 1]
2	4	P009257	𜌓 𜇶 𛸗 𜉈	M388 M320 M066 M348	P009552	𜌓 𛸗 𛸗 𛷶	M388 M066 M066 M057	[1, 3]
2	4	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[0, 1]
2	4	P009257	𛻃 𜇭 𛵓 𜊩	M124 M318~a3 M009 M371	P272825	𜆡 𜌓 𛵓 𜊩	M305 M388 M009 M371	[0, 1]
2	4	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	P234794	𜌓 𜋺 𛻛 𛿺	M388 M386~a M131 M218	[1, 2]
2	4	P009262	𜌓 𛻌 𜋿 𛿺	M388 M128 M387~a M218	P272825	𜌓 𛵓 𛵅 𛿺	M388 M009 M004 M218	[1, 2]
2	4	P009298	𜄩 𜋅 𜉇 𜊩	M285~d M377~e M347 M371	P272825	𜆡 𜂼 𜉇 𜊩	M305 M262 M347 M371	[0, 1]
2	4	P009336	𜁿 𜃁 𛿺 𜄱	M250~p M263 M218 M288	P009343	𛻃 𛶌 𛿺 𜄱	M124 M034~a M218 M288	[0, 1]
2	4	P009337	𜆛 𜌓 𜄥 𜄱	M304 M388 M285~b M288	P368497	𛵂 𜌓 𛷲 𜄱	M003~b M388 M056~e M288	[0, 2]
2	4	P009338	𛹺 𜂕 𜌁 𜄱	M103~2 M254~a M387~c M288	P009553	𛾇 𜄱 𜋾 𜄱	M175+M377+M377 M288 M387 M288	[0, 1]
2	4	P009338	𜂣 𜄚 𛹜 𜄱	M259 M281~f M096 M288	P009338	𛸪 𜀯 𛹜 𜄱	M073~b M230~a M096 M288	[0, 1]
2	4	P009356	𜂣 𜀀 𛸗 𜀫	M259 M218+M288 M066 M228~ga	P009373	𛵅 𜀁 𛸗 𜃆	M004 M218+M288~f M066 M263~b1	[0, 3]
2	4	P009382	𛷿 𛹧 𜊩 𛼍	M057~e M099 M371 M139~a1	P498539	𛷼 𛿺 𜊩 𜅸	M057~b M218 M371 M297	[1, 3]
2	4	P009383	𛻃 𜋾 𛷌 𛹜	M124 M387 M048~d M096	P009383	𛻃 𛶃 𜀼 𛹝	M124 M032 M242~b M096~1	[1, 2]
2	4	P009383	𛻃 𜋾 𛷌 𛹜	M124 M387 M048~d M096	P234794	𜋾 𜋾 𜂼 𛹜	M387 M387 M262 M096	[0, 2]
2	4	P009383	𛿺 𜂣 𛽆 𜊭	M218 M259 M153 M371~d	P009412	𛿺 𜂣 𜃁 𜈩	M218 M259 M263 M329	[2, 3]
2	4	P009412	𛸗 𜉜 𜉇 𛿺	M066 M352~o M347 M218	P009439	𛸗 𜉚 𜇔 𜅸	M066 M352~n M315 M297	[2, 3]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	[1, 2]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	[1, 2]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	[1, 2]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	[1, 2]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1, 2]
2	4	P009535	𜌓 𛿺 𜀈 𜈽	M388 M218 M219 M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	[1, 2]
2	4	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	[1, 2]
2	4	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	[1, 2]
2	4	P009535	𜌓 𛾾 𜊩 𜈽	M388 M206~b M371 M346	P009535	𜌓 𛻃 𛹤 𜈽	M388 M124 M097~f M346	[1, 2]
2	4	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	P009535	𜌓 𜆛 𛹞 𜈽	M388 M304 M096~2 M346	[1, 2]
2	4	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	P009535	𜌓 𛵁 𛵳 𜈽	M388 M003 M026~a M346	[1, 2]
2	4	P009535	𜌓 𜍙 𛿺 𜈽	M388 M491 M218 M346	P009535	𜌓 𛸧 𜊩 𜈽	M388 M072 M371 M346	[1, 2]
