score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.0644	3	1	M261	𜂵	6	M387	𜋾	362	P008246(gap1: 𜂶M261~a1/𜋿M387~a), P008246(gap3: 𜂶M261~a1/𜌆M387~ef), P008290(gap1: 𜂺M261~d/𜋿M387~a), P008323(gap3: 𜂸M261~b1/𜋾M387)
0.0640	3	1	M372	𜊯	8	M388	𜌓	275	P008455(gap1: 𜊯M372/𜌓M388), P008907(gap2: 𜊯M372/𜌓M388), P009375(gap1: 𜊯M372/𜌓M388)
0.0640	3	3	M105	𛹾	25	M136	𛻰	88	P008785(gap3: 𛹿M105~a/𛻸M136~c), P008922(gap3: 𛺁M105~b/𛻰M136), P272825(gap3: 𛹿M105~a/𛻰M136)
0.0638	3	2	M269	𜃪	65	M292	𜅊	34	P008349(gap3: 𜃴M269~c/𜅏M292~f), P008349(gap3: 𜃴M269~c/𜅏M292~f), P008788(gap2: 𜃬M269~2/𜅏M292~f), P009043(gap3: 𜃪M269/𜅊M292)
0.0625	3	1	M036+N30D	𛶔	48	M304	𜆛	48	P008157(gap1: 𛶔M036+N30D/𜆛M304), P008923(gap2: 𛶔M036+N30D/𜆠M304~b), P009155(gap1: 𛶔M036+N30D/𜆟M304~a)
0.0623	3	2	M203	𛾳	58	M325	𜈒	40	P008119(gap2: 𛾳M203~a/𜈔M325~d), P008119(gap2: 𛾳M203~a/𜈔M325~d), P008759(gap3: 𛾴M203~c/𜈒M325), P009035(gap2: 𛾴M203~c/𜈒M325)
0.0622	3	1	M157	𛽔	332	M305+M136	𜆨	7	P008991(gap1: 𛽔M157/𜆨M305+M136), P008995(gap1: 𛽤M157~a/𜆨M305+M136), P009206(gap2: 𛽤M157~a/𜆨M305+M136)
0.0611	3	1	M033	𛶈	18	M263	𜃁	134	P008004(gap1: 𛶈M033/𜃂M263~1), P008271(gap1: 𛶈M033/𜃂M263~1), P009321(gap3: 𛶈M033/𜃁M263)
0.0611	3	2	M263	𜃁	134	M379	𜋊	18	P008182(gap3: 𜃆M263~b1/𜋋M379~c), P008690(gap2: 𜃁M263/𜋋M379~c), P008690(gap3: 𜃁M263/𜋋M379~c), P368517(gap2: 𜃁M263/𜋊M379)
0.0607	3	1	M286	𜄭	22	M367	𜊊	111	P008223(gap2: 𜄭M286/𜊊M367), P008641(gap1: 𜄭M286/𜊊M367), P008641(gap2: 𜄭M286/𜊊M367), P009490(gap2: 𜄮M286~a/𜊊M367)
0.0606	3	1	M066	𛸗	79	M254	𜂔	31	P008098(gap1: 𛸗M066/𜂕M254~a), P008122(gap1: 𛸗M066/𜂗M254~c), P008122(gap1: 𛸗M066/𜂗M254~c), P008977(gap3: 𛸗M066/𜂗M254~c)
0.0606	3	1	M059	𛸅	70	M075	𛸳	35	P008215(gap2: 𛸇M059~a/𛸺M075~k), P008215(gap1: 𛸇M059~a/𛸼M075~o), P008215(gap1: 𛸇M059~a/𛸺M075~k), P008215(gap2: 𛸇M059~a/𛸼M075~o)
0.0605	3	1	M102	𛹬	41	M206	𛾾	60	P008283(gap1: 𛹱M102~e/𛿃M206~g), P008283(gap1: 𛹱M102~e/𛿃M206~g), P008283(gap1: 𛹱M102~e/𛿃M206~g), P008283(gap1: 𛹱M102~e/𛿃M206~g)
0.0604	3	1	M032	𛶃	56	M149	𛼰	44	P008119(gap3: 𛶃M032/𛼰M149~a), P008154(gap1: 𛶃M032/𛼰M149~a), P009005(gap1: 𛶃M032/𛼴M149~c)
0.0602	3	1	M124	𛻃	207	M251	𜂁	12	P008490(gap2: 𛻃M124/𜂃M251~c2), P008666(gap3: 𛻃M124/𜂂M251~c), P009257(gap1: 𛻃M124/𜂃M251~c2), P009257(gap3: 𛻃M124/𜂃M251~c2)
0.0598	3	2	M206	𛾾	60	M309	𜆽	42	P008283(gap2: 𛿃M206~g/𜆾M309~a), P008283(gap3: 𛿃M206~g/𜆾M309~a), P008283(gap2: 𛿃M206~g/𜆾M309~a), P008283(gap2: 𛿃M206~g/𜆾M309~a)
0.0594	3	1	M175	𛽹	30	M371	𜊩	85	P008408(gap1: 𛽹M175/𜊩M371), P008532(gap2: 𛽹M175/𜊩M371), P008688(gap3: 𛽹M175/𜊩M371)
0.0594	3	1	M136	𛻰	88	M195	𛾢	29	P008604(gap1: 𛻾M136~i/𛾢M195), P008650(gap1: 𛻰M136/𛾢M195), P008806(gap1: 𛻾M136~i/𛾢M195)
0.0591	3	1	M057	𛷶	89	M219	𜀈	29	P008136(gap1: 𛷸M057~a/𜀈M219), P008940(gap3: 𛷶M057/𜀈M219), P009288(gap1: 𛷸M057~a/𜀈M219)
0.0587	3	1	M218	𛿺	163	M223	𜀕	16	P008101(gap1: 𛿺M218/𜀕M223), P008101(gap3: 𛿺M218/𜀕M223), P008444(gap2: 𛿺M218/𜀗M223~b), P009067(gap3: 𛿺M218/𜀙M223~d)
0.0584	3	1	M297	𜅸	203	M302	𜆌	13	P008003(gap1: 𜅸M297/𜆚M302~t), P009203(gap3: 𜅻M297~b/𜆎M302~b), P009279(gap1: 𜅸M297/𜆚M302~t), P009279(gap3: 𜅸M297/𜆚M302~t)
0.0581	3	2	M001	𛴺	89	M175	𛽹	30	P008894(gap2: 𛴺M001/𛽹M175), P009442(gap3: 𛴺M001/𛽹M175), P272825(gap3: 𛴺M001/𛽹M175), P272825(gap2: 𛴽M001~b/𛽹M175)
0.0578	3	1	M124	𛻃	207	M332	𜈫	13	P008060(gap1: 𛻃M124/𜈬M332~c), P008100(gap1: 𛻃M124/𜈭M332~d), P008271(gap1: 𛻃M124/𜈭M332~d)
0.0577	3	1	M206	𛾾	60	M260	𜂧	45	P008283(gap3: 𛿃M206~g/𜂧M260), P008283(gap3: 𛿃M206~g/𜂧M260), P008295(gap3: 𛿃M206~g/𜂧M260), P008295(gap3: 𛿃M206~g/𜂧M260)
0.0574	3	1	M056	𛷱	57	M365	𜊅	48	P008016(gap3: 𛷳M056~f/𜊅M365), P008016(gap3: 𛷳M056~f/𜊅M365), P008186(gap2: 𛷳M056~f/𜊅M365), P008611(gap1: 𛷱M056/𜊅M365)
0.0570	3	2	M072	𛸧	63	M096	𛹜	44	P008193(gap2: 𛸧M072/𛹜M096), P008242(gap2: 𛸧M072/𛹜M096), P009438(gap2: 𛸧M072/𛹜M096), P009438(gap2: 𛸧M072/𛹜M096)
0.0569	3	2	M105	𛹾	25	M367	𜊊	111	P008322(gap2: 𛹿M105~a/𜊊M367), P009386(gap2: 𛹾M105/𜊑M367~e), P272825(gap3: 𛹿M105~a/𜊊M367)
0.0565	3	1	M136	𛻰	88	M145	𛼙	32	P008320(gap1: 𛼅M136~p/𛼟M145~e), P008736(gap1: 𛼇M136~r/𛼛M145~b), P008785(gap1: 𛻸M136~c/𛼙M145)
0.0564	3	1	M305	𜆡	123	M320	𜇶	23	P008278(gap2: 𜆡M305/𜇶M320), P008445(gap3: 𜆡M305/𜇶M320), P009338(gap1: 𜆡M305/𜇶M320)
0.0563	3	2	M050	𛷙	14	M297	𜅸	203	P008350(gap2: 𛷢M050~q/𜅸M297), P009256(gap3: 𛷚M050~k/𜅻M297~b), P009256(gap2: 𛷚M050~k/𜅻M297~b), P009256(gap2: 𛷚M050~k/𜅻M297~b)
0.0562	3	1	M057	𛷶	89	M145	𛼙	32	P008085(gap3: 𛷸M057~a/𛼚M145~a), P008234(gap3: 𛷽M057~b1/𛼙M145), P009330(gap1: 𛷼M057~b/𛼙M145)
0.0553	3	1	M036	𛶎	95	M081	𛹌	31	P008279(gap3: 𛶎M036/𛹌M081), P008279(gap3: 𛶎M036/𛹌M081), P008293(gap1: 𛶎M036/𛹌M081), P008293(gap1: 𛶎M036/𛹌M081)
0.0553	3	1	M029	𛵷	22	M263	𜃁	134	P008081(gap3: 𛵹M029~b/𜃂M263~1), P008689(gap1: 𛵹M029~b/𜃃M263~a), P009356(gap1: 𛵹M029~b/𜃁M263)
0.0552	3	1	M103	𛹸	24	M305	𜆡	123	P008135(gap1: 𛹻M103~3/𜆡M305), P009338(gap2: 𛹺M103~2/𜆡M305), P368478(gap1: 𛹺M103~2/𜆡M305), P368478(gap2: 𛹺M103~2/𜆡M305)
0.0548	3	1	M048	𛷋	38	M066	𛸗	79	P008014(gap3: 𛷋M048~c/𛸘M066~a), P008432(gap2: 𛷋M048~c/𛸗M066), P008433(gap1: 𛷐M048~k/𛸗M066)
0.0547	3	1	M059	𛸅	70	M384	𜋨	43	P008829(gap1: 𛸅M059/𜋪M384~ab), P008931(gap2: 𛸅M059/𜋨M384), P008931(gap3: 𛸅M059/𜋨M384), P009152(gap2: 𛸅M059/𜋪M384~ab)
0.0546	3	1	M032	𛶃	56	M377	𜋀	54	P008065(gap3: 𛶃M032/𜋅M377~e), P008448(gap2: 𛶃M032/𜋅M377~e), P008634(gap1: 𛶃M032/𜋅M377~e)
0.0545	3	1	M377+M320+M377	𜋁	11	M388	𜌓	275	P008346(gap1: 𜋁M377+M320+M377/𜌓M388), P008789(gap1: 𜋁M377+M320+M377/𜌓M388), P009443(gap3: 𜋁M377+M320+M377/𜌓M388)
0.0540	3	1	M263	𜃁	134	M386	𜋸	23	P008049(gap1: 𜃁M263/𜋺M386~a), P008441(gap2: 𜃃M263~a/𜋸M386), P008441(gap3: 𜃁M263/𜋸M386), P009356(gap1: 𜃁M263/𜋺M386~a)
0.0538	3	1	M001	𛴺	89	M075	𛸳	35	P008018(gap1: 𛴺M001/𛸴M075~ab), P008021(gap3: 𛴺M001/𛸸M075~ga), P009027(gap2: 𛴺M001/𛸶M075~ff)
0.0538	3	2	M024	𛵮	35	M057	𛷶	89	P008085(gap2: 𛵮M024/𛷸M057~a), P008144(gap3: 𛵮M024/𛷼M057~b), P008447(gap2: 𛵮M024/𛷽M057~b1)
0.0530	3	1	M047	𛷊	7	M288	𜄱	458	P008252(gap1: 𛷊M047/𜄱M288), P008339(gap1: 𛷊M047/𜄺M288~f), P009225(gap1: 𛷊M047/𜄱M288), P009225(gap1: 𛷊M047/𜄱M288)
0.0528	3	1	M002	𛴾	34	M036	𛶎	95	P008139(gap3: 𛴾M002/𛶎M036), P008279(gap1: 𛴾M002/𛶎M036), P008279(gap3: 𛴾M002/𛶎M036), P008279(gap1: 𛴾M002/𛶎M036)
0.0528	3	1	M262	𜂼	38	M371	𜊩	85	P008688(gap1: 𜂼M262/𜊩M371), P009552(gap2: 𜂼M262/𜊩M371), P368480(gap1: 𜂼M262/𜊩M371)
0.0526	3	1	M297	𜅸	203	M380	𜋏	16	P008021(gap2: 𜅸M297/𜋏M380), P008021(gap2: 𜅸M297/𜋏M380), P008405(gap2: 𜅸M297/𜋏M380), P008996(gap1: 𜅸M297/𜋐M380~b)
0.0526	3	2	M032	𛶃	56	M203	𛾳	58	P008085(gap3: 𛶄M032~a/𛾴M203~c), P008119(gap3: 𛶃M032/𛾳M203~a), P008317(gap2: 𛶃M032/𛾴M203~c)
0.0525	3	1	M246	𜁒	23	M376	𜊽	142	P008702(gap1: 𜁒M246/𜊽M376), P008702(gap3: 𜁒M246/𜊽M376), P008836(gap1: 𜁔M246~b/𜊽M376), P008837(gap1: 𜁔M246~b/𜊽M376)
0.0524	3	1	M054	𛷪	182	M351+N14	𜉎	18	P008105(gap2: 𛷪M054/𜉎M351+N14), P008105(gap1: 𛷪M054/𜉎M351+N14), P008863(gap3: 𛷪M054/𜉎M351+N14), P008863(gap1: 𛷪M054/𜉎M351+N14)
0.0524	3	2	M054	𛷪	182	M323	𜈆	18	P008310(gap2: 𛷪M054/𜈆M323), P008310(gap2: 𛷪M054/𜈆M323), P008919(gap3: 𛷪M054/𜈆M323), P009154(gap3: 𛷪M054/𜈆M323)
0.0523	3	1	M004	𛵅	37	M057	𛷶	89	P008314(gap3: 𛵅M004/𛸁M057~i), P008448(gap1: 𛵅M004/𛷼M057~b), P008448(gap3: 𛵅M004/𛷼M057~b), P008906(gap2: 𛵅M004/𛷶M057)
0.0522	3	2	M056	𛷱	57	M203	𛾳	58	P008041(gap2: 𛷲M056~e/𛾴M203~c), P008194(gap2: 𛷳M056~f/𛾳M203~a), P008811(gap2: 𛷳M056~f/𛾴M203~c)
0.0521	3	1	M124	𛻃	207	M380	𜋏	16	P008043(gap1: 𛻃M124/𜋐M380~b), P008084(gap1: 𛻃M124/𜋏M380), P008207(gap2: 𛻃M124/𜋏M380)
0.0521	3	1	M124	𛻃	207	M318	𜇩	16	P008060(gap3: 𛻃M124/𜇫M318~a1), P008060(gap2: 𛻃M124/𜇫M318~a1), P008296(gap3: 𛻃M124/𜇩M318), P008490(gap3: 𛻃M124/𜇩M318)
0.0519	3	1	M003	𛵁	53	M072	𛸧	63	P008310(gap2: 𛵂M003~b/𛸧M072), P008310(gap3: 𛵂M003~b/𛸧M072), P008310(gap2: 𛵂M003~b/𛸧M072), P008902(gap2: 𛵁M003/𛸧M072)
0.0516	3	1	M048	𛷋	38	M057	𛷶	89	P008103(gap1: 𛷋M048~c/𛷸M057~a), P008136(gap2: 𛷏M048~i/𛷸M057~a), P008447(gap1: 𛷌M048~d/𛷽M057~b1)
0.0513	3	2	M125	𛻇	21	M218	𛿺	163	P008495(gap3: 𛻈M125~a/𛿺M218), P009017(gap3: 𛻈M125~a/𛿺M218), P009017(gap2: 𛻈M125~a/𛿺M218), P009161(gap2: 𛻇M125/𛿺M218)
0.0511	3	1	M297	𜅸	203	M301	𜆄	17	P008141(gap2: 𜅻M297~b/𜆊M301~eb), P008141(gap2: 𜅻M297~b/𜆈M301~e), P008345(gap1: 𜅸M297/𜆄M301), P008345(gap1: 𜅸M297/𜆄M301)
0.0506	3	1	M124	𛻃	207	M374	𜊴	17	P008049(gap1: 𛻃M124/𜊵M374~c), P008281(gap3: 𛻃M124/𜊴M374~a), P008390(gap3: 𛻃M124/𜊵M374~c), P008390(gap2: 𛻃M124/𜊵M374~c)
0.0506	3	2	M136	𛻰	88	M325	𜈒	40	P008152(gap2: 𛻸M136~c/𜈕M325~e), P008273(gap3: 𛼀M136~k/𜈒M325), P008322(gap3: 𛻾M136~i/𜈔M325~d), P008322(gap3: 𛻰M136/𜈒M325)
0.0502	3	1	M131	𛻛	29	M305	𜆡	123	P008115(gap1: 𛻛M131/𜆡M305), P008278(gap3: 𛻡M131~g/𜆡M305), P272825(gap3: 𛻛M131/𜆡M305)
0.0499	3	1	M036	𛶎	95	M048	𛷋	38	P008234(gap2: 𛶎M036/𛷋M048~c), P008234(gap3: 𛶎M036/𛷋M048~c), P008430(gap1: 𛶎M036/𛷌M048~d), P008756(gap1: 𛶎M036/𛷌M048~d)
0.0499	3	1	M381	𜋒	10	M387	𜋾	362	P008069(gap2: 𜋒M381/𜋾M387), P008069(gap3: 𜋒M381/𜋾M387), P008348(gap1: 𜋒M381/𜋾M387), P009077(gap2: 𜋒M381/𜋾M387)
0.0496	3	2	M157	𛽔	332	M285	𜄤	11	P008069(gap3: 𛽤M157~a/𜄧M285~c), P009017(gap2: 𛽔M157/𜄥M285~b), P009018(gap3: 𛽔M157/𜄧M285~c)
0.0496	3	1	M157	𛽔	332	M293	𜅒	11	P008619(gap3: 𛽔M157/𜅓M293~a), P008982(gap1: 𛽔M157/𜅓M293~a), P008995(gap2: 𛽤M157~a/𜅔M293~b)
0.0496	3	1	M295	𜅘	18	M297	𜅸	203	P008296(gap3: 𜅘M295/𜅸M297), P008296(gap1: 𜅘M295/𜅸M297), P008403(gap1: 𜅰M295~w/𜅸M297), P009015(gap2: 𜅱M295~wa/𜅸M297)
0.0496	3	1	M288	𜄱	458	M370+M072	𜊛𛸧	8	P008043(gap1: 𜄱M288/𜊢M370~b+M072), P008105(gap1: 𜄱M288/𜊢M370~b+M072), P008105(gap3: 𜄱M288/𜊢M370~b+M072), P008105(gap1: 𜄱M288/𜊢M370~b+M072)
0.0496	3	1	M288	𜄱	458	M370+M046+M370	𜊜	8	P008105(gap1: 𜄱M288/𜊜M370+M046+M370), P008105(gap2: 𜄱M288/𜊜M370+M046+M370), P008125(gap1: 𜄱M288/𜊜M370+M046+M370), P008125(gap3: 𜄱M288/𜊜M370+M046+M370)
0.0490	3	2	M146	𛼢	28	M263	𜃁	134	P008271(gap2: 𛼢M146/𜃂M263~1), P008438(gap3: 𛼢M146/𜃃M263~a), P008635(gap3: 𛼢M146/𜃂M263~1)
0.0487	3	1	M066	𛸗	79	M373	𜊲	48	P008105(gap1: 𛸗M066/𜊲M373), P008391(gap1: 𛸘M066~a/𜊲M373), P009160(gap1: 𛸘M066~a/𜊲M373)
0.0487	3	1	M036	𛶎	95	M243	𜁃	40	P008234(gap1: 𛶎M036/𜁏M243~j), P008331(gap2: 𛶎M036/𜁈M243~e), P008987(gap1: 𛶎M036/𜁆M243~b)
0.0484	3	1	M125	𛻇	21	M346	𜈽	183	P008299(gap1: 𛻇M125/𜈽M346), P008299(gap1: 𛻇M125/𜈽M346), P009125(gap2: 𛻈M125~a/𜈽M346), P009125(gap1: 𛻈M125~a/𜈽M346)
0.0483	3	1	M388	𜌓	275	M417	𜌢	14	P008765(gap1: 𜌓M388/𜌦M417~h), P009020(gap2: 𜌓M388/𜌢M417~d), P009321(gap1: 𜌓M388/𜌦M417~h)
0.0480	3	1	M206	𛾾	60	M269	𜃪	65	P008283(gap1: 𛿃M206~g/𜃪M269), P008283(gap3: 𛿃M206~g/𜃫M269~1), P008283(gap2: 𛿃M206~g/𜃪M269), P008283(gap3: 𛿃M206~g/𜃪M269)
0.0478	3	1	M036+N30D	𛶔	48	M354	𜉠	82	P008168(gap2: 𛶔M036+N30D/𜉠M354), P008715(gap1: 𛶔M036+N30D/𜉠M354), P008715(gap1: 𛶔M036+N30D/𜉠M354), P009037(gap1: 𛶔M036+N30D/𜉠M354)
0.0476	3	1	M046	𛷇	28	M376	𜊽	142	P008051(gap1: 𛷇M046/𜊽M376), P008105(gap2: 𛷇M046/𜊽M376), P008105(gap2: 𛷇M046/𜊽M376), P009318(gap3: 𛷇M046/𜊽M376)
0.0475	3	1	M285	𜄤	11	M387	𜋾	362	P008933(gap3: 𜄤M285/𜌐M387~l), P008933(gap1: 𜄤M285/𜌐M387~l), P009537(gap1: 𜄨M285~ca/𜋿M387~a), P234794(gap3: 𜄧M285~c/𜌁M387~c)
0.0475	3	1	M010	𛵜	57	M059	𛸅	70	P008252(gap1: 𛵞M010~2/𛸇M059~a), P008252(gap1: 𛵞M010~2/𛸇M059~a), P008736(gap2: 𛵢M010~6/𛸅M059), P009087(gap3: 𛵡M010~5/𛸅M059)
0.0473	3	1	M175	𛽹	30	M263	𜃁	134	P008292(gap1: 𛽹M175/𜃃M263~a), P008292(gap3: 𛽹M175/𜃃M263~a), P008408(gap1: 𛽹M175/𜃁M263), P008441(gap2: 𛽹M175/𜃃M263~a)
0.0470	3	1	M217	𛿯	25	M218	𛿺	163	P008612(gap1: 𛿯M217/𛿺M218), P009249(gap3: 𛿲M217~a/𛿺M218), P009383(gap1: 𛿯M217/𛿺M218), P009383(gap1: 𛿯M217/𛿺M218)
0.0470	3	1	M371	𜊩	85	M373	𜊲	48	P008105(gap1: 𜊩M371/𜊲M373), P008490(gap1: 𜊩M371/𜊳M373~a), P008944(gap2: 𜊩M371/𜊲M373)
0.0467	3	2	M288	𜄱	458	M310	𜇂	9	P008105(gap3: 𜄱M288/𜇂M310), P008105(gap2: 𜄱M288/𜇂M310), P008105(gap3: 𜄱M288/𜇂M310), P008490(gap2: 𜄱M288/𜇂M310)
0.0467	3	1	M316	𜇖	15	M388	𜌓	275	P008633(gap2: 𜇛M316~a/𜌓M388), P009361(gap1: 𜇛M316~a/𜌓M388), P009361(gap2: 𜇛M316~a/𜌓M388), P009414(gap1: 𜇖M316/𜌓M388)
0.0465	3	1	M009	𛵓	139	M175	𛽹	30	P008532(gap1: 𛵓M009/𛽹M175), P272825(gap2: 𛵔M009~a/𛽹M175), P368604(gap1: 𛵓M009/𛽹M175)
0.0464	3	1	M041	𛶹	23	M054	𛷪	182	P008043(gap1: 𛶹M041/𛷪M054), P008179(gap1: 𛶾M041~g/𛷪M054), P008179(gap3: 𛶾M041~g/𛷪M054), P008179(gap1: 𛶾M041~g/𛷪M054)
0.0464	3	1	M054	𛷪	182	M340	𜈱	23	P008759(gap2: 𛷪M054/𜈱M340), P008759(gap2: 𛷪M054/𜈱M340), P009200(gap3: 𛷪M054/𜈱M340), P009224(gap1: 𛷪M054/𜈱M340)
0.0462	3	1	M259	𜂣	23	M346	𜈽	183	P008430(gap2: 𜂣M259/𜈽M346), P008547(gap2: 𜂣M259/𜈽M346), P009330(gap2: 𜂣M259/𜉄M346~b), P009330(gap1: 𜂣M259/𜉄M346~b)
0.0462	3	1	M320	𜇶	23	M346	𜈽	183	P008445(gap1: 𜇶M320/𜈽M346), P008547(gap1: 𜇶M320/𜈽M346), P008957(gap2: 𜇶M320/𜈽M346)
0.0462	3	2	M136	𛻰	88	M365	𜊅	48	P008736(gap2: 𛼇M136~r/𜊅M365), P008839(gap2: 𛻸M136~c/𜊅M365), P009460(gap3: 𛼅M136~p/𜊅M365)
0.0459	3	1	M001	𛴺	89	M373	𜊲	48	P008742(gap1: 𛴺M001/𜊲M373), P008785(gap2: 𛴺M001/𜊲M373), P008785(gap1: 𛴺M001/𜊲M373), P008894(gap1: 𛴺M001/𜊲M373)
0.0457	3	1	M009	𛵓	139	M081	𛹌	31	P008751(gap1: 𛵓M009/𛹌M081), P008751(gap1: 𛵓M009/𛹌M081), P008921(gap3: 𛵓M009/𛹌M081), P009060(gap2: 𛵓M009/𛹌M081)
0.0455	3	1	M220	𜀌	12	M387	𜋾	362	P008964(gap1: 𜀌M220/𜌁M387~c), P009127(gap3: 𜀌M220/𜋾M387), P009127(gap1: 𜀌M220/𜋾M387), P009530(gap3: 𜀌M220/𜋾M387)
0.0454	3	1	M054	𛷪	182	M240	𜀰	24	P008179(gap1: 𛷪M054/𜀴M240~d), P008179(gap3: 𛷪M054/𜀴M240~d), P008643(gap1: 𛷪M054/𜀰M240), P008767(gap2: 𛷯M054~c/𜀴M240~d)
0.0454	3	1	M054	𛷪	182	M347	𜉇	24	P008643(gap2: 𛷪M054/𜉇M347), P009030(gap2: 𛷰M054~i/𜉇M347), P009030(gap1: 𛷰M054~i/𜉇M347), P009552(gap1: 𛷪M054/𜉇M347)
0.0452	3	1	M136	𛻰	88	M327	𜈙	50	P008347(gap2: 𛻾M136~i/𜈙M327), P008768(gap2: 𛼇M136~r/𜈦M327~p), P009460(gap1: 𛼅M136~p/𜈙M327)
0.0452	3	1	M059	𛸅	70	M072	𛸧	63	P008311(gap1: 𛸅M059/𛸧M072), P008945(gap1: 𛸅M059/𛸧M072), P008945(gap2: 𛸅M059/𛸧M072), P009538(gap3: 𛸅M059/𛸧M072)
0.0450	3	1	M001	𛴺	89	M106	𛺄	50	P008674(gap1: 𛴺M001/𛺉M106~a), P008674(gap2: 𛴺M001/𛺉M106~a), P009341(gap3: 𛴺M001/𛺉M106~a), P009383(gap1: 𛴺M001/𛺄M106)
0.0449	3	1	M286	𜄭	22	M297	𜅸	203	P008308(gap2: 𜄭M286/𜅸M297), P009209(gap1: 𜄭M286/𜅻M297~b), P272827(gap3: 𜄭M286/𜅸M297)
0.0445	3	1	M054	𛷪	182	M105	𛹾	25	P008316(gap2: 𛷰M054~i/𛹾M105), P008316(gap2: 𛷰M054~i/𛹾M105), P008322(gap2: 𛷰M054~i/𛹿M105~a), P008322(gap2: 𛷰M054~i/𛹿M105~a)
0.0445	3	1	M004	𛵅	37	M305	𜆡	123	P008109(gap1: 𛵅M004/𜆡M305), P008109(gap2: 𛵅M004/𜆡M305), P008445(gap2: 𛵅M004/𜆡M305), P272825(gap1: 𛵅M004/𜆡M305)
0.0444	3	1	M263	𜃁	134	M391	𜌗	34	P008314(gap3: 𜃂M263~1/𜌗M391), P008683(gap1: 𜃁M263/𜌗M391), P368506(gap1: 𜃁M263/𜌗M391)
0.0444	3	1	M263	𜃁	134	M292	𜅊	34	P008867(gap2: 𜃁M263/𜅏M292~f), P008867(gap2: 𜃁M263/𜅏M292~f), P008980(gap3: 𜃃M263~a/𜅐M292~h), P008981(gap1: 𜃃M263~a/𜅊M292)
0.0444	3	1	M036	𛶎	95	M036+N30D	𛶔	48	P008165(gap2: 𛶎M036/𛶔M036+N30D), P008165(gap1: 𛶎M036/𛶔M036+N30D), P008331(gap1: 𛶎M036/𛶔M036+N30D), P009074(gap1: 𛶎M036/𛶔M036+N30D)
0.0444	3	1	M046	𛷇	28	M218	𛿺	163	P008043(gap3: 𛷇M046/𛿺M218), P008051(gap1: 𛷇M046/𛿺M218), P009185(gap1: 𛷇M046/𛿺M218)
0.0444	3	1	M101	𛹪	25	M346	𜈽	183	P008291(gap3: 𛹪M101/𜈽M346), P008291(gap1: 𛹪M101/𜈽M346), P008291(gap2: 𛹪M101/𜈽M346), P008291(gap3: 𛹪M101/𜈽M346)
0.0444	3	1	M346	𜈽	183	M348	𜉈	25	P008661(gap3: 𜉄M346~b/𜉈M348), P009257(gap1: 𜈽M346/𜉈M348), P368546(gap1: 𜈽M346/𜉈M348), P368546(gap1: 𜈽M346/𜉈M348)
0.0440	3	1	M106+M288	𛺄𜄱	14	M157	𛽔	332	P008047(gap1: 𛺈M106~2+M288/𛽔M157), P008078(gap1: 𛺄𜄱M106+M288/𛽔M157), P008140(gap2: 𛺄𜄱M106+M288/𛽔M157)
0.0440	3	2	M005	𛵇	14	M157	𛽔	332	P008114(gap3: 𛵇M005/𛽔M157), P008687(gap2: 𛵇M005/𛽔M157), P009005(gap3: 𛵇M005/𛽔M157)
0.0438	3	1	M024	𛵮	35	M263	𜃁	134	P008144(gap1: 𛵮M024/𜃂M263~1), P008453(gap1: 𛵮M024/𜃃M263~a), P009373(gap2: 𛵮M024/𜃃M263~a)
0.0437	3	1	M180	𛾑	13	M387	𜋾	362	P008275(gap3: 𛾓M180~b/𜋿M387~a), P008290(gap2: 𛾓M180~b/𜋿M387~a), P008535(gap1: 𛾔M180~c/𜌆M387~ef)
0.0437	3	1	M131+M388	𛻜	13	M387	𜋾	362	P008395(gap1: 𛻜M131+M388/𜌆M387~ef), P008907(gap2: 𛻜M131+M388/𜋿M387~a), P009375(gap2: 𛻜M131+M388/𜌄M387~ee)
0.0436	3	1	M131	𛻛	29	M218	𛿺	163	P008403(gap2: 𛻟M131~e/𛿺M218), P008918(gap1: 𛻟M131~e/𛿺M218), P009423(gap1: 𛻟M131~e/𛿺M218)
0.0436	3	1	M054	𛷪	182	M207	𛿈	26	P009049(gap2: 𛷪M054/𛿎M207~f), P009441(gap1: 𛷪M054/𛿈M207), P009538(gap2: 𛷪M054/𛿐M207~m)
0.0435	3	1	M124	𛻃	207	M320	𜇶	23	P008010(gap1: 𛻃M124/𜇹M320~f), P008010(gap3: 𛻃M124/𜇹M320~f), P008278(gap2: 𛻃M124/𜇶M320), P008278(gap2: 𛻃M124/𜇶M320)
0.0435	3	1	M124	𛻃	207	M259	𜂣	23	P009088(gap2: 𛻃M124/𜂣M259), P009088(gap1: 𛻃M124/𜂣M259), P009194(gap1: 𛻃M124/𜂣M259), P009356(gap1: 𛻃M124/𜂣M259)
0.0434	3	1	M367	𜊊	111	M384	𜋨	43	P008389(gap1: 𜊊M367/𜋪M384~ab), P009114(gap2: 𜊊M367/𜋪M384~ab), P235686(gap1: 𜊋M367~a/𜋨M384)
0.0432	3	1	M376	𜊽	142	M391	𜌗	34	P008119(gap1: 𜊽M376/𜌗M391), P008119(gap3: 𜊽M376/𜌗M391), P008220(gap1: 𜊽M376/𜌗M391), P008220(gap3: 𜊽M376/𜌗M391)
