score	num_documents	min_gap	sign_a	glyph_a	freq_a	sign_b	glyph_b	freq_b	VERTICAL neighbor examples_with_actual_glyphs
0.0429	3	1	M175	𛽹	30	M218	𛿺	163	P008008(gap2: 𛽹M175/𛿺M218), P008008(gap3: 𛽹M175/𛿺M218), P008429(gap1: 𛽹M175/𛿺M218), P008432(gap1: 𛽹M175/𛿺M218)
0.0428	3	1	M006	𛵉	86	M056	𛷱	57	P008020(gap3: 𛵈M005~a/𛷲M056~e), P008169(gap2: 𛵈M005~a/𛷳M056~f), P008401(gap1: 𛵈M005~a/𛷲M056~e)
0.0426	3	1	M295	𜅘	18	M388	𜌓	275	P008484(gap3: 𜅬M295~p/𜌓M388), P008634(gap3: 𜅘M295/𜌓M388), P008634(gap2: 𜅘M295/𜌓M388), P009015(gap1: 𜅱M295~wa/𜌓M388)
0.0426	3	2	M124	𛻃	207	M317	𜇟	24	P008429(gap2: 𛻃M124/𜇟M317), P009201(gap2: 𛻃M124/𜇢M317~a), P009343(gap2: 𛻃M124/𜇣M317~b)
0.0424	3	3	M038	𛶡	57	M136	𛻰	88	P008142(gap3: 𛶨M038~e/𛻸M136~c), P008152(gap3: 𛶬M038~i/𛻸M136~c), P008690(gap3: 𛶨M038~e/𛻷M136~b)
0.0423	3	1	M061	𛸍	11	M288	𜄱	458	P008772(gap1: 𛸍M061/𜄱M288), P008772(gap1: 𛸍M061/𜄱M288), P008845(gap1: 𛸍M061/𜄱M288), P008845(gap3: 𛸍M061/𜄱M288)
0.0422	3	1	M122	𛺹	31	M218	𛿺	163	P008634(gap1: 𛺹M122/𛿺M218), P008999(gap1: 𛺹M122/𛿺M218), P009067(gap2: 𛺹M122/𛿺M218)
0.0418	3	1	M004	𛵅	37	M009	𛵓	139	P008216(gap2: 𛵅M004/𛵓M009), P009257(gap1: 𛵅M004/𛵓M009), P009257(gap1: 𛵅M004/𛵓M009), P009257(gap2: 𛵅M004/𛵓M009)
0.0418	3	1	M006	𛵉	86	M206	𛾾	60	P008288(gap2: 𛵈M005~a/𛿁M206~f), P008288(gap1: 𛵈M005~a/𛿂M206~fa), P008689(gap3: 𛵉M006/𛾿M206~d), P368524(gap1: 𛵉M006/𛾿M206~d)
0.0417	3	1	M153	𛽆	42	M305	𜆡	123	P008431(gap1: 𛽆M153/𜆡M305), P008638(gap1: 𛽆M153/𜆡M305), P008638(gap1: 𛽆M153/𜆡M305), P368524(gap1: 𛽆M153/𜆡M305)
0.0415	3	1	M296	𜅴	19	M388	𜌓	275	P008476(gap3: 𜅴M296/𜌓M388), P008740(gap1: 𜅴M296/𜌓M388), P009414(gap1: 𜅴M296/𜌓M388)
0.0413	3	1	M054	𛷪	182	M247	𜁞	29	P008882(gap2: 𛷪M054/𜁞M247), P009384(gap2: 𛷰M054~i/𜁟M247~a), P009469(gap1: 𛷪M054/𜁧M247~n)
0.0413	3	1	M009	𛵓	139	M262	𜂼	38	P008717(gap1: 𛵓M009/𜂽M262~1), P008727(gap1: 𛵓M009/𜂽M262~1), P008728(gap2: 𛵓M009/𜂼M262)
0.0411	3	1	M367	𜊊	111	M373	𜊲	48	P008490(gap3: 𜊊M367/𜊳M373~a), P008902(gap1: 𜊊M367/𜊲M373), P008902(gap3: 𜊊M367/𜊲M373), P008944(gap2: 𜊊M367/𜊲M373)
0.0408	3	1	M006	𛵉	86	M072	𛸧	63	P008105(gap1: 𛵈M005~a/𛸧M072), P008105(gap3: 𛵈M005~a/𛸧M072), P008985(gap2: 𛵉M006/𛸧M072), P008985(gap3: 𛵉M006/𛸧M072)
0.0406	3	1	M054	𛷪	182	M175	𛽹	30	P008221(gap2: 𛷰M054~i/𛽹M175), P008685(gap1: 𛷯M054~c/𛽹M175), P008759(gap2: 𛷪M054/𛽹M175)
0.0405	3	1	M051	𛷣	27	M297	𜅸	203	P008179(gap1: 𛷣M051~a/𜅻M297~b), P008709(gap2: 𛷤M051~b/𜅻M297~b), P008709(gap2: 𛷤M051~b/𜅸M297), P009239(gap3: 𛷤M051~b/𜅸M297)
0.0405	3	1	M251	𜂁	12	M288	𜄱	458	P008490(gap3: 𜂃M251~c2/𜄱M288), P008666(gap1: 𜂂M251~c/𜄱M288), P009257(gap2: 𜂃M251~c2/𜄱M288)
0.0403	3	1	M210	𛿙	45	M305	𜆡	123	P008476(gap1: 𛿙M210/𜆡M305), P272825(gap2: 𛿡M210~g/𜆡M305), P272825(gap3: 𛿡M210~g/𜆡M305), P368478(gap1: 𛿡M210~g/𜆡M305)
0.0403	3	1	M218	𛿺	163	M391	𜌗	34	P008084(gap2: 𜀄M218~b/𜌗M391), P008084(gap3: 𜀄M218~b/𜌗M391), P008737(gap3: 𛿺M218/𜌗M391), P008974(gap1: 𛿺M218/𜌗M391)
0.0403	3	1	M106	𛺄	50	M367	𜊊	111	P008283(gap3: 𛺉M106~a/𜊋M367~a), P008283(gap2: 𛺄M106/𜊋M367~a), P008283(gap2: 𛺄M106/𜊋M367~a), P008788(gap2: 𛺄M106/𜊊M367)
0.0402	3	1	M009	𛵓	139	M352	𜉕	40	P008085(gap1: 𛵓M009/𜉚M352~n), P008085(gap2: 𛵓M009/𜉚M352~n), P008183(gap1: 𛵓M009/𜉚M352~n), P008439(gap3: 𛵓M009/𜉘M352~e)
0.0402	3	1	M009	𛵓	139	M243	𜁃	40	P009014(gap3: 𛵓M009/𜁎M243~i), P009130(gap1: 𛵓M009/𜁃M243), P368513(gap1: 𛵓M009/𜁄M243~aa)
0.0401	3	1	M057	𛷶	89	M072	𛸧	63	P008105(gap2: 𛷶M057/𛸧M072), P009201(gap1: 𛷸M057~a/𛸧M072), P009459(gap3: 𛷶M057/𛸧M072)
0.0399	3	1	M054	𛷪	182	M122	𛺹	31	P008029(gap1: 𛷪M054/𛺹M122), P008963(gap1: 𛷪M054/𛺾M122~5), P009154(gap1: 𛷪M054/𛺼M122~3)
0.0399	3	1	M157	𛽔	332	M374	𜊴	17	P008049(gap1: 𛽔M157/𜊵M374~c), P008714(gap1: 𛽤M157~a/𜊵M374~c), P009013(gap1: 𛽤M157~a/𜊵M374~c)
0.0398	3	1	M254	𜂔	31	M346	𜈽	183	P008123(gap3: 𜂕M254~a/𜈽M346), P008123(gap1: 𜂕M254~a/𜈽M346), P008548(gap1: 𜂗M254~c/𜈽M346), P008661(gap1: 𜂕M254~a/𜉄M346~b)
0.0398	3	1	M081	𛹌	31	M346	𜈽	183	P008160(gap1: 𛹌M081/𜈽M346), P008751(gap2: 𛹌M081/𜈽M346), P008881(gap1: 𛹌M081/𜈽M346), P008881(gap3: 𛹌M081/𜈽M346)
0.0395	3	1	M139	𛼌	21	M388	𜌓	275	P008108(gap2: 𛼌M139/𜌓M388), P008185(gap1: 𛼌M139/𜌓M388), P008185(gap2: 𛼌M139/𜌓M388), P008185(gap3: 𛼌M139/𜌓M388)
0.0394	3	1	M319	𜇳	16	M387	𜋾	362	P008275(gap3: 𜇳M319/𜋿M387~a), P009059(gap3: 𜇴M319~a/𜋾M387), P009059(gap1: 𜇴M319~a/𜋾M387), P009514(gap1: 𜇳M319/𜋾M387)
0.0391	3	1	M219	𜀈	29	M297	𜅸	203	P008110(gap3: 𜀈M219/𜅸M297), P008179(gap1: 𜀋M219~s/𜅻M297~b), P008697(gap1: 𜀈M219/𜅸M297), P008697(gap2: 𜀈M219/𜅸M297)
0.0391	3	1	M096	𛹜	44	M263	𜃁	134	P008144(gap3: 𛹜M096/𜃂M263~1), P008914(gap3: 𛹜M096/𜃁M263), P008914(gap1: 𛹜M096/𜃁M263), P008952(gap2: 𛹜M096/𜃁M263)
0.0390	3	2	M305	𜆡	123	M365	𜊅	48	P008759(gap2: 𜆡M305/𜊅M365), P008894(gap2: 𜆡M305/𜊅M365), P008917(gap2: 𜆡M305/𜊅M365)
0.0388	3	1	M033	𛶈	18	M157	𛽔	332	P008157(gap1: 𛶈M033/𛽔M157), P009222(gap1: 𛶈M033/𛽤M157~a), P009231(gap2: 𛶈M033/𛽔M157)
0.0388	3	2	M157	𛽔	332	M379	𜋊	18	P008192(gap2: 𛽔M157/𜋊M379), P008690(gap3: 𛽔M157/𜋋M379~c), P008712(gap2: 𛽔M157/𜋊M379)
0.0387	3	1	M006	𛵉	86	M059	𛸅	70	P008829(gap1: 𛵉M006/𛸅M059), P008970(gap3: 𛵉M006/𛸅M059), P009077(gap2: 𛵉M006/𛸅M059), P009077(gap1: 𛵉M006/𛸅M059)
0.0386	3	2	M029	𛵷	22	M388	𜌓	275	P008082(gap2: 𛵺M029~c/𜌓M388), P008740(gap2: 𛵸M029~a/𜌓M388), P009375(gap3: 𛵹M029~b/𜌓M388)
0.0386	3	1	M327+M342	𜈟	22	M388	𜌓	275	P008552(gap1: 𜈟M327+M342/𜌓M388), P008585(gap1: 𜈟M327+M342/𜌓M388), P368481(gap2: 𜈟M327+M342/𜌓M388)
0.0379	3	1	M009	𛵓	139	M260	𜂧	45	P008283(gap2: 𛵓M009/𜂧M260), P008283(gap2: 𛵓M009/𜂧M260), P008295(gap2: 𛵓M009/𜂧M260), P008295(gap2: 𛵓M009/𜂧M260)
0.0378	3	1	M081	𛹌	31	M297	𜅸	203	P008308(gap1: 𛹌M081/𜅸M297), P008308(gap1: 𛹌M081/𜅸M297), P008899(gap1: 𛹌M081/𜅻M297~b), P008976(gap3: 𛹌M081/𜅻M297~b)
0.0378	3	2	M157	𛽔	332	M296	𜅴	19	P008014(gap3: 𛽔M157/𜅴M296), P008376(gap2: 𛽔M157/𜅴M296), P008717(gap2: 𛽔M157/𜅴M296)
0.0374	3	3	M111	𛺑	48	M263	𜃁	134	P008453(gap3: 𛺑M111/𜃃M263~a), P008551(gap3: 𛺠M111~o/𜃃M263~a), P009204(gap3: 𛺒M111~a/𜃁M263)
0.0372	3	1	M295	𜅘	18	M387	𜋾	362	P008053(gap1: 𜅯M295~u/𜌁M387~c), P009015(gap1: 𜅱M295~wa/𜌁M387~c), P368514(gap3: 𜅪M295~la/𜌁M387~c)
0.0372	3	2	M033	𛶈	18	M387	𜋾	362	P008369(gap2: 𛶈M033/𜌆M387~ef), P008921(gap3: 𛶈M033/𜌐M387~l), P272825(gap3: 𛶈M033/𜌂M387~ca)
0.0372	3	1	M218	𛿺	163	M243	𜁃	40	P008403(gap1: 𛿺M218/𜁆M243~b), P008456(gap1: 𛿺M218/𜁏M243~j), P008979(gap1: 𛿺M218/𜁃M243)
0.0369	3	1	M240	𜀰	24	M388	𜌓	275	P008117(gap2: 𜀲M240~b/𜌓M388), P008490(gap1: 𜀰M240/𜌓M388), P008490(gap3: 𜀰M240/𜌓M388), P008896(gap2: 𜀰M240/𜌓M388)
0.0369	3	1	M103	𛹸	24	M388	𜌓	275	P008515(gap2: 𛹸M103/𜌓M388), P009203(gap1: 𛹸M103/𜌓M388), P368478(gap2: 𛹺M103~2/𜌓M388)
0.0369	3	1	M347	𜉇	24	M388	𜌓	275	P008688(gap1: 𜉇M347/𜌓M388), P009329(gap1: 𜉇M347/𜌓M388), P009552(gap3: 𜉇M347/𜌓M388)
0.0368	3	1	M157	𛽔	332	M205	𛾸	20	P008023(gap1: 𛽤M157~a/𛾼M205~d), P008759(gap3: 𛽔M157/𛾻M205~c), P009032(gap3: 𛽔M157/𛾺M205~b)
0.0367	3	1	M009	𛵓	139	M365	𜊅	48	P008788(gap3: 𛵓M009/𜊅M365), P009122(gap1: 𛵓M009/𜊅M365), P009152(gap2: 𛵓M009/𜊅M365)
0.0366	3	1	M004	𛵅	37	M054	𛷪	182	P008906(gap2: 𛵅M004/𛷪M054), P008906(gap1: 𛵅M004/𛷪M054), P008906(gap3: 𛵅M004/𛷪M054), P008906(gap3: 𛵅M004/𛷪M054)
0.0365	3	2	M004	𛵅	37	M346	𜈽	183	P008445(gap2: 𛵅M004/𜈽M346), P008448(gap3: 𛵅M004/𜈽M346), P008974(gap3: 𛵅M004/𜈽M346)
0.0363	3	1	M373	𜊲	48	M376	𜊽	142	P008105(gap3: 𜊲M373/𜊽M376), P008490(gap2: 𜊳M373~a/𜊽M376), P009201(gap1: 𜊲M373/𜊽M376)
0.0361	3	1	M292	𜅊	34	M297	𜅸	203	P008150(gap2: 𜅑M292~i/𜅸M297), P008621(gap2: 𜅏M292~f/𜅸M297), P368483(gap1: 𜅏M292~f/𜅸M297)
0.0361	3	1	M054	𛷪	182	M262	𜂼	38	P008170(gap1: 𛷪M054/𜂽M262~1), P008688(gap2: 𛷪M054/𜂼M262), P009552(gap1: 𛷪M054/𜂼M262)
0.0359	3	1	M125	𛻇	21	M157	𛽔	332	P008042(gap2: 𛻇M125/𛽔M157), P008759(gap1: 𛻇M125/𛽔M157), P009017(gap3: 𛻈M125~a/𛽔M157)
0.0358	3	1	M038	𛶡	57	M305	𜆡	123	P008014(gap1: 𛶨M038~e/𜆹M305~h), P009205(gap2: 𛶨M038~e/𜆡M305), P272827(gap1: 𛶨M038~e/𜆺M305~i)
0.0358	3	2	M001	𛴺	89	M066	𛸗	79	P008875(gap2: 𛴺M001/𛸘M066~a), P008906(gap2: 𛴺M001/𛸗M066), P368490(gap3: 𛴺M001/𛸗M066)
0.0353	3	1	M269	𜃪	65	M367	𜊊	111	P008283(gap1: 𜃪M269/𜊋M367~a), P008283(gap1: 𜃪M269/𜊋M367~a), P008359(gap3: 𜃱M269~a2/𜊏M367~c), P008788(gap3: 𜃯M269~a/𜊊M367)
0.0353	3	2	M263	𜃁	134	M377	𜋀	54	P008271(gap3: 𜃂M263~1/𜋅M377~e), P008626(gap3: 𜃁M263/𜋀M377), P009376(gap2: 𜃁M263/𜋅M377~e)
0.0353	3	1	M147	𛼫	20	M387	𜋾	362	P008243(gap1: 𛼫M147/𜋾M387), P008869(gap1: 𛼯M147~e/𜌁M387~c), P008968(gap2: 𛼫M147/𜋾M387), P008968(gap1: 𛼫M147/𜋾M387)
0.0352	3	1	M054	𛷪	182	M325	𜈒	40	P008316(gap1: 𛷰M054~i/𜈒M325), P008316(gap3: 𛷰M054~i/𜈒M325), P008759(gap2: 𛷯M054~c/𜈒M325), P008759(gap3: 𛷯M054~c/𜈒M325)
0.0351	3	1	M001	𛴺	89	M354	𜉠	82	P008347(gap3: 𛴺M001/𜉠M354), P008347(gap2: 𛴺M001/𜉠M354), P008347(gap1: 𛴺M001/𜉠M354), P008857(gap1: 𛴺M001/𜉠M354)
0.0351	3	1	M157	𛽔	332	M321	𜇼	22	P008001(gap2: 𛽔M157/𜈅M321~j), P008001(gap3: 𛽔M157/𜇼M321), P008032(gap1: 𛽤M157~a/𜈂M321~h), P008687(gap1: 𛽔M157/𜇼M321)
0.0350	3	1	M288	𜄱	458	M319	𜇳	16	P008275(gap2: 𜄱M288/𜇳M319), P008830(gap1: 𜄱M288/𜇵M319~c), P008855(gap1: 𜄱M288/𜇳M319)
0.0350	3	1	M288	𜄱	458	M318	𜇩	16	P008296(gap3: 𜄱M288/𜇩M318), P008490(gap2: 𜄱M288/𜇩M318), P009185(gap1: 𜄱M288/𜇫M318~a1), P009185(gap3: 𜄱M288/𜇫M318~a1)
0.0350	3	1	M003	𛵁	53	M009	𛵓	139	P008751(gap1: 𛵂M003~b/𛵓M009), P008751(gap3: 𛵂M003~b/𛵓M009), P008931(gap1: 𛵂M003~b/𛵓M009), P008931(gap2: 𛵂M003~b/𛵓M009)
0.0347	3	1	M136	𛻰	88	M371	𜊩	85	P009283(gap2: 𛼃M136~n/𜊩M371), P009317(gap1: 𛻸M136~c/𜊩M371), P272825(gap1: 𛻰M136/𜊩M371)
0.0345	3	1	M001	𛴺	89	M371	𜊩	85	P009461(gap1: 𛴺M001/𜊩M371), P009467(gap3: 𛴺M001/𜊬M371~c), P368516(gap1: 𛴺M001/𜊩M371)
0.0343	3	1	M041	𛶹	23	M157	𛽔	332	P008517(gap1: 𛶹M041/𛽔M157), P009194(gap1: 𛶻M041~d/𛽤M157~a), P009307(gap1: 𛶹M041/𛽔M157)
0.0343	3	1	M157	𛽔	332	M246	𜁒	23	P008700(gap1: 𛽔M157/𜁒M246), P008702(gap1: 𛽔M157/𜁒M246), P009010(gap2: 𛽔M157/𜁒M246)
0.0343	3	2	M157	𛽔	332	M259	𜂣	23	P008737(gap2: 𛽔M157/𜂣M259), P009041(gap3: 𛽤M157~a/𜂣M259), P009194(gap3: 𛽤M157~a/𜂣M259)
0.0343	3	1	M001	𛴺	89	M006	𛵉	86	P008106(gap2: 𛴺M001/𛵈M005~a), P009341(gap2: 𛴺M001/𛵉M006), P009341(gap1: 𛴺M001/𛵉M006), P368490(gap1: 𛴺M001/𛵉M006)
0.0343	3	1	M004	𛵅	37	M124	𛻃	207	P008081(gap3: 𛵅M004/𛻃M124), P008490(gap1: 𛵅M004/𛻃M124), P008490(gap1: 𛵅M004/𛻃M124), P008490(gap1: 𛵅M004/𛻃M124)
0.0341	3	1	M072	𛸧	63	M305	𜆡	123	P008894(gap3: 𛸧M072/𜆡M305), P008902(gap2: 𛸧M072/𜆡M305), P009103(gap1: 𛸧M072/𜆡M305)
0.0340	3	2	M288	𜄱	458	M301	𜆄	17	P008053(gap2: 𜄱M288/𜆄M301), P008353(gap3: 𜄱M288/𜆄M301), P008635(gap3: 𜄱M288/𜆄M301)
0.0337	3	3	M001	𛴺	89	M057	𛷶	89	P008634(gap3: 𛴺M001/𛷼M057~b), P008857(gap3: 𛴺M001/𛷶M057), P008906(gap3: 𛴺M001/𛷶M057)
0.0336	3	1	M286	𜄭	22	M387	𜋾	362	P008215(gap3: 𜄭M286/𜌐M387~l), P008797(gap2: 𜄭M286/𜋾M387), P368531(gap1: 𜄭M286/𜌐M387~l)
0.0336	3	1	M103	𛹸	24	M157	𛽔	332	P008114(gap1: 𛹺M103~2/𛽔M157), P008135(gap2: 𛹻M103~3/𛽔M157), P008368(gap1: 𛹻M103~3/𛽤M157~a)
0.0335	3	1	M054	𛷪	182	M149	𛼰	44	P008105(gap3: 𛷪M054/𛼰M149~a), P008105(gap1: 𛷪M054/𛼰M149~a), P008105(gap1: 𛷪M054/𛼰M149~a), P008105(gap1: 𛷪M054/𛼰M149~a)
0.0331	3	1	M054	𛷪	182	M260	𜂧	45	P008638(gap1: 𛷪M054/𜂧M260), P008638(gap2: 𛷪M054/𜂧M260), P008694(gap2: 𛷪M054/𜂧M260), P009468(gap1: 𛷪M054/𜂨M260~1)
0.0330	3	1	M124	𛻃	207	M243	𜁃	40	P008239(gap1: 𛻃M124/𜁈M243~e), P008239(gap3: 𛻃M124/𜁈M243~e), P008355(gap3: 𛻃M124/𜁏M243~j), P008665(gap2: 𛻃M124/𜁄M243~aa)
0.0330	3	1	M124	𛻃	207	M325	𜈒	40	P008292(gap2: 𛻃M124/𜈒M325), P008759(gap3: 𛻃M124/𜈔M325~d), P008759(gap2: 𛻃M124/𜈔M325~d), P008759(gap1: 𛻃M124/𜈒M325)
0.0329	3	1	M340	𜈱	23	M387	𜋾	362	P009200(gap2: 𜈱M340/𜌐M387~l), P009224(gap1: 𜈱M340/𜌎M387~i), P009355(gap2: 𜈱M340/𜌂M387~ca)
0.0329	3	1	M009	𛵓	139	M206	𛾾	60	P008283(gap1: 𛵓M009/𛿃M206~g), P008283(gap1: 𛵓M009/𛿃M206~g), P008283(gap1: 𛵓M009/𛿃M206~g), P008283(gap1: 𛵓M009/𛿃M206~g)
0.0326	3	1	M036	𛶎	95	M057	𛷶	89	P008234(gap3: 𛶎M036/𛷽M057~b1), P008293(gap3: 𛶎M036/𛷼M057~b), P009199(gap1: 𛶎M036/𛷶M057)
0.0326	3	1	M001	𛴺	89	M036	𛶎	95	P008240(gap1: 𛴺M001/𛶎M036), P009490(gap1: 𛴺M001/𛶎M036), P368552(gap1: 𛴺M001/𛶎M036)
0.0325	3	2	M122	𛺹	31	M388	𜌓	275	P008033(gap2: 𛺹M122/𜌓M388), P008168(gap2: 𛺿M122~6/𜌓M388), P008999(gap3: 𛺹M122/𜌓M388)
0.0325	3	1	M254	𜂔	31	M388	𜌓	275	P008098(gap1: 𜂕M254~a/𜌓M388), P008455(gap3: 𜂕M254~a/𜌓M388), P008455(gap1: 𜂕M254~a/𜌓M388), P008477(gap2: 𜂔M254/𜌓M388)
0.0323	3	2	M157	𛽔	332	M265	𜃓	26	P008525(gap3: 𛽤M157~a/𜃓M265), P008617(gap3: 𛽔M157/𜃓M265), P008692(gap2: 𛽤M157~a/𜃗M265~f)
0.0321	3	1	M263	𜃁	134	M269	𜃪	65	P008092(gap1: 𜃇M263~e/𜃲M269~a3), P008233(gap2: 𜃉M263~g/𜃳M269~b), P008689(gap3: 𜃃M263~a/𜃴M269~c), P008689(gap1: 𜃁M263/𜃴M269~c)
0.0321	3	1	M054	𛷪	182	M111	𛺑	48	P008486(gap2: 𛷰M054~i/𛺞M111~m), P008486(gap1: 𛷰M054~i/𛺞M111~m), P008850(gap3: 𛷪M054/𛺑M111), P008919(gap2: 𛷪M054/𛺒M111~a)
0.0320	3	1	M111	𛺑	48	M346	𜈽	183	P008061(gap1: 𛺑M111/𜈽M346), P008061(gap1: 𛺑M111/𜈽M346), P008785(gap3: 𛺠M111~o/𜈽M346), P009128(gap2: 𛺔M111~c/𜈽M346)
0.0320	3	1	M145	𛼙	32	M388	𜌓	275	P008234(gap2: 𛼙M145/𜌓M388), P009152(gap2: 𛼛M145~b/𜌓M388), P009436(gap1: 𛼟M145~e/𜌓M388)
0.0315	3	1	M101	𛹪	25	M387	𜋾	362	P008933(gap1: 𛹪M101/𜌐M387~l), P008933(gap1: 𛹪M101/𜌐M387~l), P008960(gap3: 𛹪M101/𜌁M387~c), P009383(gap2: 𛹪M101/𜌁M387~c)
0.0314	3	1	M054	𛷪	182	M327	𜈙	50	P008847(gap2: 𛷪M054/𜈙M327), P008847(gap1: 𛷪M054/𜈙M327), P008847(gap2: 𛷪M054/𜈙M327), P009030(gap3: 𛷰M054~i/𜈙M327)
0.0311	3	1	M010	𛵜	57	M218	𛿺	163	P008313(gap2: 𛵞M010~2/𛿺M218), P008621(gap3: 𛵞M010~2/𛿺M218), P009025(gap1: 𛵞M010~2/𛿺M218)
0.0311	3	1	M157	𛽔	332	M383	𜋜	28	P008076(gap1: 𛽔M157/𜋤M383~j), P008361(gap2: 𛽤M157~a/𜋜M383), P008996(gap2: 𛽔M157/𜋞M383~b)
0.0311	3	1	M124	𛻃	207	M210	𛿙	45	P008759(gap1: 𛻃M124/𛿡M210~g), P008759(gap2: 𛻃M124/𛿡M210~g), P008759(gap3: 𛻃M124/𛿣M210~m), P009343(gap2: 𛻃M124/𛿞M210~d)
0.0309	3	1	M207	𛿈	26	M387	𜋾	362	P008229(gap1: 𛿍M207~e/𜌐M387~l), P008243(gap1: 𛿋M207~c/𜋾M387), P009538(gap2: 𛿐M207~m/𜌁M387~c), P009538(gap3: 𛿐M207~m/𜌁M387~c)
0.0306	3	1	M157	𛽔	332	M247	𜁞	29	P008149(gap1: 𛽔M157/𜁥M247~g), P008188(gap1: 𛽔M157/𜁤M247~f), P009010(gap1: 𛽔M157/𜁥M247~g)
0.0305	3	2	M003	𛵁	53	M346	𜈽	183	P008381(gap2: 𛵁M003/𜈽M346), P008827(gap3: 𛵂M003~b/𜈽M346), P008902(gap2: 𛵁M003/𜈽M346)
0.0304	3	1	M297	𜅸	203	M365	𜊅	48	P008021(gap1: 𜅸M297/𜊅M365), P008231(gap2: 𜅻M297~b/𜊅M365), P009432(gap1: 𜅸M297/𜊅M365), P009432(gap3: 𜅸M297/𜊅M365)
0.0303	3	1	M051	𛷣	27	M387	𜋾	362	P008229(gap2: 𛷣M051~a/𜌐M387~l), P008995(gap1: 𛷣M051~a/𜋾M387), P272825(gap1: 𛷤M051~b/𜌂M387~ca), P272825(gap2: 𛷤M051~b/𜌂M387~ca)
0.0294	3	1	M038	𛶡	57	M346	𜈽	183	P008145(gap1: 𛶪M038~f/𜈽M346), P008464(gap2: 𛶤M038~b/𜈽M346), P008689(gap1: 𛶨M038~e/𜈽M346), P008689(gap1: 𛶨M038~e/𜈽M346)
0.0292	3	2	M041	𛶹	23	M288	𜄱	458	P008043(gap3: 𛶹M041/𜄱M288), P008801(gap2: 𛶾M041~g/𜄱M288), P008802(gap2: 𛶾M041~g/𜄱M288)
0.0292	3	1	M288	𜄱	458	M386	𜋸	23	P008319(gap2: 𜄱M288/𜋺M386~a), P008340(gap1: 𜄸M288~d/𜋻M386~d), P009350(gap1: 𜄸M288~d/𜋻M386~d)
0.0288	3	1	M136	𛻰	88	M305	𜆡	123	P008139(gap1: 𛻸M136~c/𜆡M305), P008806(gap2: 𛻾M136~i/𜆡M305), P368601(gap3: 𛻸M136~c/𜆡M305)
0.0286	3	1	M206	𛾾	60	M346	𜈽	183	P008661(gap2: 𛾿M206~d/𜉄M346~b), P008689(gap1: 𛾿M206~d/𜈽M346), P008689(gap3: 𛾿M206~d/𜈽M346), P008689(gap1: 𛾿M206~d/𜈽M346)
0.0280	3	1	M288	𜄱	458	M348	𜉈	25	P008035(gap1: 𜄱M288/𜉈M348), P008035(gap1: 𜄱M288/𜉈M348), P008659(gap3: 𜄱M288/𜉈M348), P009207(gap3: 𜄱M288/𜉈M348)
0.0280	3	1	M217	𛿯	25	M288	𜄱	458	P008041(gap2: 𛿳M217~e/𜄱M288), P008437(gap3: 𛿯M217/𜄱M288), P008437(gap1: 𛿯M217/𜄱M288), P008437(gap1: 𛿯M217/𜄱M288)
0.0279	3	1	M153	𛽆	42	M388	𜌓	275	P008229(gap3: 𛽆M153/𜌓M388), P009238(gap1: 𛽆M153/𜌓M388), P234794(gap1: 𛽆M153/𜌓M388), P234794(gap3: 𛽆M153/𜌓M388)
0.0279	3	1	M038	𛶡	57	M297	𜅸	203	P009192(gap1: 𛶡M038~a/𜅸M297), P009205(gap1: 𛶨M038~e/𜅸M297), P272827(gap1: 𛶨M038~e/𜅸M297)
0.0276	3	1	M384	𜋨	43	M388	𜌓	275	P008164(gap1: 𜋰M384~e/𜌓M388), P008954(gap1: 𜋪M384~ab/𜌓M388), P009152(gap1: 𜋪M384~ab/𜌓M388)
0.0275	3	2	M136+M365	𛻳	26	M288	𜄱	458	P008510(gap3: 𛻳M136+M365/𜄱M288), P008766(gap2: 𛻳M136+M365/𜄱M288), P008955(gap2: 𛻳M136+M365/𜄱M288)
0.0274	3	1	M124	𛻃	207	M203	𛾳	58	P008043(gap2: 𛻃M124/𛾳M203~a), P008043(gap2: 𛻃M124/𛾳M203~a), P008043(gap1: 𛻃M124/𛾳M203~a), P008043(gap1: 𛻃M124/𛾳M203~a)
0.0272	3	2	M206	𛾾	60	M297	𜅸	203	P008654(gap2: 𛿃M206~g/𜅻M297~b), P008991(gap2: 𛾾M206~b/𜆀M297~d), P498539(gap2: 𛾿M206~d/𜅸M297)
0.0271	3	1	M006	𛵉	86	M376	𜊽	142	P008105(gap1: 𛵈M005~a/𜊽M376), P008819(gap1: 𛵈M005~a/𜊽M376), P008970(gap1: 𛵉M006/𜊽M376)
0.0271	3	1	M009	𛵓	139	M136	𛻰	88	P008106(gap1: 𛵓M009/𛻶M136~a), P008910(gap3: 𛵓M009/𛻷M136~b), P368604(gap1: 𛵓M009/𛻷M136~b)
0.0271	3	1	M004	𛵅	37	M157	𛽔	332	P008069(gap1: 𛵅M004/𛽤M157~a), P008734(gap1: 𛵅M004/𛽤M157~a), P008987(gap3: 𛵅M004/𛽔M157)
0.0270	3	1	M001	𛴺	89	M009	𛵓	139	P008106(gap1: 𛴺M001/𛵓M009), P008901(gap3: 𛴺M001/𛵙M009~g), P008901(gap2: 𛴺M001/𛵙M009~g), P008901(gap3: 𛴺M001/𛵙M009~g)
