Code 	Canonical name 	Family 	Scripts 	Other names 	Sort? 	Diacr?
mlb 	Mbule 	Bantoid 	Latn 			
mlc 	Caolan 	Chongzuo Tai 	Latn, Hani 	Man Cao Lan 		
mle 	Manambu 	Sepik 	Latn 			
mlf 	Mal 	Khmuic 		Thin 		
mlh 	Mape 					
mli 	Malimpung 					
mlj 	Miltu 					
mlk 	Ilwana 					
mll 	Malua Bay 	North-Central Vanuatu 	Latn 			
mlm 	Mulam 	Kam-Sui 	Hani 			
mln 	Malango 	Southeast Solomonic 	Latn 			
mlo 	Mlomp 					
mlp 	Bargam 	Madang 	Latn 	Mugil 		
mlq 	Western Maninkakan 					
mlr 	Vame 					
mls 	Masalit 					
mlu 	To'abaita 	Southeast Solomonic 	Latn 	Toqabaqita 		
mlv 	Mwotlap 	North-Central Vanuatu 	Latn 	Motlav, Volow 		
mlw 	Moloko 	Central Chadic 	Latn 			
mlx 	Malfaxal 	North-Central Vanuatu 	Latn 			
mlz 	Malaynon 	Philippine 				
mma 	Mama 					
mmb 	Momina 					
mmc 	Michoacán Mazahua 	Otomian 	Latn 			
mmd 	Maonan 	Kam-Sui 				
mme 	Mae 	North-Central Vanuatu 	Latn 			
mmf 	Mundat 	West Chadic 	Latn 			
mmg 	North Ambrym 	North-Central Vanuatu 	Latn 			
mmh 	Mehináku 	Arawakan 	Latn 			
mmi 	Musar 					
mmj 	Majhwar 					
mmk 	Mukha-Dora 					
mml 	Man Met 	Palaungic 				
mmm 	Maii 	North-Central Vanuatu 	Latn 			
mmn 	Mamanwa 	Philippine 	Latn 			
mmo 	Mangga Buang 	Western Oceanic 	Latn 			
mmp 	Musan 					
mmq 	Aisi 	Madang 	Latn 	Musak, Mabɨŋ, Mabing 		
mmr 	Western Xiangxi Miao 	Hmong 				
mmt 	Malalamai 	Western Oceanic 	Latn 			
mmu 	Mmaala 	Bantoid 	Latn 			
mmv 	Miriti 	Tucanoan 	Latn 			
mmw 	Emae 	Nuclear Polynesian 	Latn 			
mmx 	Madak 	Western Oceanic 	Latn 			
mmy 	Migaama 	East Chadic 	Latn 			
mmz 	Mabaale 					
mna 	Mbula 	Western Oceanic 	Latn 			
mnb 	Muna 	Muna-Buton 	Latn 			
mnc 	Manchu 	Tungusic 	Mong 			
mnd 	Mondé 	Tupian 	Latn 	Monde, Salamãi, Salamai, Salamaikã, Sanamaica, Sanamaiká, Sanamaykã 		
mne 	Naba 	Central Sudanic 				
mnf 	Mundani 	Bantoid 	Latn 			
mng 	Eastern Mnong 	Bahnaric 				
mnh 	Mono (Congo) 	Banda 	Latn 	Mono (Democratic Republic of the Congo), Mono 		
mni 	Manipuri 	Tibeto-Burman 	Beng, Mtei 	Meitei, Meithei 		
mnj 	Munji 	Munji-Yidgha 		Munjani, Mundzhan, Mundzhani, Mundzi 		
mnk 	Mandinka 	Mande 	Latn 	Mandingo 		
mnl 	Tiale 	North-Central Vanuatu 	Latn 			
mnm 	Mapena 					
mnn 	Southern Mnong 					
mnp 	Min Bei 	Inland Min 	Hani 			
mnq 	Minriq 	Aslian 				
mnr 	Mono (California) 	Numic 	Latn 	Mono (United States of America), Mono, Western Mono, Monache, Monachi, Owens Valley Paiute, Eastern Mono 		
mns 	Mansi 	Ugric 	Cyrl 			
mnt 	Maykulan 	Pama-Nyungan 	Latn 	Mayi-Kulan, Wunumara, Mayi-Yapi, Mayi-Thakurti 		
mnu 	Mer 					
mnv 	Rennellese 	Nuclear Polynesian 	Latn 	Rennell-Bellona 		
mnw 	Mon 	Mon-Khmer 	Mymr 			
mnx 	Manikion 			Mantion, Sougb, Sogh 		
mny 	Manyawa 					
mnz 	Moni 					
moa 	Mwan 	Mande 	Latn 			
moc 	Mocoví 	Guaicuruan 	Latn 	Mbocobí, Mokoví, Moqoyt 		
mod 	Mobilian 	creole or pidgin 	Latn 			
moe 	Montagnais 	Algonquian 	Latn 			Yes
mog 	Mongondow 	Philippine 	Latn 			
moh 	Mohawk 	Iroquoian 	Latn 			
moi 	Mboi 					
moj 	Monzombo 	Ubangian 	Latn 			
mok 	Morori 					
mom 	Monimbo 					
moo 	Monom 	Bahnaric 		Monam, Bonam 		
mop 	Mopan Maya 	Mayan 	Latn 	Mopan, Mopán Maya, Mopán 		
moq 	Papuan Mor 	Papuan 		Mor 		
mor 	Moro 	Atlantic-Congo 				
mos 	Moore 	Gur 	Latn 	More, Mossi, Moshi, Mõõré, Mòoré, Mooré, Moré, Möré 		
mot 	Barí 	Chibchan 	Latn 	Bari, Baria, Barira, Motilón, Motilon, Motilone 		
mou 	Mogum 	East Chadic 	Latn 			
mov 	Mojave 	Yuman-Cochimí 	Latn 			
mow 	Moi (Congo) 	Bantu 	Latn 	Moi 		
mox 	Molima 	Western Oceanic 	Latn 			
moy 	Shekkacho 					
moz 	Mukulu 					
mpa 	Mpoto 					
mpb 	Mullukmulluk 					
mpc 	Mangarayi 					
mpd 	Machinere 	Arawakan 	Latn 			
mpe 	Majang 	Eastern Sudanic 				
mpg 	Marba 	Chadic 				
mph 	Maung 	Iwaidjan 	Latn 			
mpi 	Mpade 	Central Chadic 	Latn 			
mpj 	Martu Wangka 		Latn 	Yulparija, Yulparitja 		
mpk 	Mbara (Chad) 	Central Chadic 		Mbara 		
mpl 	Middle Watut 	Western Oceanic 	Latn 			
mpm 	Yosondúa Mixtec 	Mixtecan 	Latn 			
mpn 	Mindiri 	Western Oceanic 	Latn 			
mpo 	Miu 	Western Oceanic 	Latn 			
mpp 	Migabac 					
mpq 	Matís 	Panoan 	Latn 			
mpr 	Vangunu 	Western Oceanic 	Latn 			
mps 	Dadibi 	Trans-New Guinea 	Latn 	Daribi, Karimui 		
mpt 	Mian 	Ok 	Latn 			
mpu 	Makuráp 	Tupian 	Latn 	Macurapi, Makurápi, Massaka 		
mpv 	Mungkip 	Finisterre 	Latn 			
mpw 	Mapidian 	Arawakan 	Latn 			
mpx 	Misima-Paneati 	Western Oceanic 	Latn 			
mpy 	Mapia 	Micronesian 	Latn 			
mpz 	Mpi 	Loloish 				
mqa 	Maba 					
mqb 	Mbuko 	Central Chadic 	Latn 			
mqc 	Mangole 	Central Maluku 	Latn 			
mqe 	Matepi 	Madang 				
mqf 	Momuna 					
mqg 	Kota Bangun Kutai Malay 					
mqh 	Tlazoyaltepec Mixtec 	Mixtecan 	Latn 			
mqi 	Mariri 					
mqj 	Mamasa 	South Sulawesi 	Latn 			
mqk 	Rajah Kabunsuwan Manobo 	Manobo 				
mql 	Mbelime 					
mqm 	South Marquesan 	Eastern Polynesian 	Latn 			
mqn 	Moronene 	Bungku-Tolaki 	Latn 			
mqo 	Modole 					
mqp 	Manipa 	Central Maluku 	Latn 			
mqq 	Minokok 					
mqr 	Mander 	Tor-Kwerba 				
mqs 	West Makian 					
mqt 	Mok 	Palaungic 				
mqu 	Mandari 	Eastern Sudanic 				
mqv 	Mosimo 		Latn 			
mqw 	Murupi 	Madang 	Latn 			
mqx 	Mamuju 	South Sulawesi 	Latn 			
mqy 	Manggarai 	Central-Eastern Malayo-Polynesian 	Latn 			
mqz 	Malasanga 	Western Oceanic 	Latn 	Pano 		
mra 	Mlabri 	Mon-Khmer 				
mrb 	Marino 					
mrc 	Maricopa 	Yuman-Cochimí 	Latn 			
mrd 	Western Magar 					
mre 	Martha's Vineyard Sign Language 	sign 	Latn, Sgnw 			
mrf 	Elseng 	Border 				
mrg 	Mising 	Tani 	Latn, Beng, Deva 	Mishing, Plains Miri, Takam, Hill Miri, Sarak 		
mrh 	Mara Chin 	Kukish 	Latn 	Chin Mara, Lakher, Mara, Maram, Mira, Zao 		
mrj 	Western Mari 	Uralic 	Cyrl 	Hill Mari, Mountain Mari, Highland Mari 		
mrk 	Hmwaveke 	New Caledonian 	Latn 			
mrl 	Mortlockese 	Micronesian 	Latn 			
mrm 	Merlav 	North-Central Vanuatu 	Latn 			
mrn 	Cheke Holo 	Western Oceanic 	Latn 	Maringe 		
mro 	Mru 	Sino-Tibetan 	Latn, Mroo 			
mrp 	Morouas 	North-Central Vanuatu 	Latn 			
mrq 	North Marquesan 	Eastern Polynesian 	Latn 			
mrr 	Hill Maria 	Dravidian 		Garhchiroli Maria, Madia, Madiya, Maria (India), Maria 		
mrs 	Maragus 	North-Central Vanuatu 	Latn 			
mrt 	Margi 	Central Chadic 	Latn 	Marghi Central, Marghi 		
mru 	Mono (Cameroon) 	Mbum 	Latn 	Mono 		
mrv 	Mangarevan 	Eastern Polynesian 	Latn 			
mrw 	Maranao 	Philippine 	Latn 			
mrx 	Dineor 	Tor-Kwerba 				
mry 	Karaga Mandaya 	Philippine 				
mrz 	Marind 					
msb 	Masbatenyo 	Philippine 	Latn 	Masbateño, Masbateno, Minasbate 		
msc 	Sankaran Maninka 					
msd 	Yucatec Maya Sign Language 	sign 	Latn 			
mse 	Musey 					
msf 	Mekwei 		Latn 	Mekwei (New Guinea), Menggwei 		
msg 	Moraid 					
msi 	Sabah Malay 					
msj 	Ma 	Ubangian 	Latn 	Madi 		
msk 	Mansaka 	Philippine 	Latn 			
msl 	Molof 					
msm 	Agusan Manobo 	Manobo 				
msn 	Vurës 	North-Central Vanuatu 	Latn 			
mso 	Mombum 					
msp 	Maritsauá 	Tupian 	Latn 	Manitsawá, Mantizula 		
msq 	Caac 	New Caledonian 	Latn 			
msr 	Mongolian Sign Language 	sign 				
mss 	West Masela 	Timoric 				
msu 	Musom 	Western Oceanic 	Latn 			
msv 	Maslam 					
msw 	Mansoanka 					
msx 	Moresada 					
msy 	Aruamu 	Papuan 	Latn 			
msz 	Momare 					
mta 	Cotabato Manobo 	Manobo 				
mtb 	Anyin Morofo 	Kwa 	Latn 			
mtc 	Munit 	Madang 				
mtd 	Mualang 					
mte 	Alu 	Western Oceanic 	Latn 	Mono, Mono-Alu 		
mtf 	Murik (New Guinea) 		Latn 	Murik (Papua New Guinea), Murik, Sepik Murik 		
mtg 	Una 					
mth 	Munggui 	Halmahera-Cenderawasih 	Latn 			
mti 	Maiwa (New Guinea) 	Trans-New Guinea 	Latn 	Maiwa (Papua New Guinea), Maiwa 		
mtj 	Moskona 					
mtk 	Mbe' 	Bantoid 	Latn 			
mtl 	Montol 	West Chadic 	Latn 			
mtm 	Mator 	Samoyedic 	Cyrl 	Taygi, Karagas, Mator-Taygi-Karagas 		
mtn 	Matagalpa 					
mto 	Totontepec Mixe 	Mixe-Zoquean 				
mtp 	Wichí Lhamtés Nocten 	Wichí 	Latn 			
mtq 	Muong 	Vietic 	Latn 			
mtr 	Mewari 	Indo-Aryan 	Deva 			
mts 	Yora 	Panoan 	Latn 			
mtt 	Mota 	North-Central Vanuatu 	Latn 			
mtu 	Tututepec Mixtec 	Mixtecan 	Latn 			
mtv 	Asaro'o 	Finisterre 	Latn 	Molet, Molet Kasu, Molet Mur 		
mtw 	Magahat 					
mtx 	Tidaá Mixtec 	Mixtecan 	Latn 			
mty 	Nabi 	Torricelli 	Latn 			
mua 	Mundang 					
mub 	Mubi 	East Chadic 	Latn 			
muc 	Mbu' 	Bantoid 	Latn 			
mud 	Mednyj Aleut 					
mue 	Media Lengua 	creole or pidgin 	Latn 			
mug 	Musgu 	Central Chadic 	Latn 			
muh 	Mündü 	Ubangian 	Latn 	Mundu 		
mui 	Musi 	Malayic 	Latn 	Palembang Malay, Basa Pelembang Sari-sari, Sekayu 		
muj 	Mabire 					
mul 	Translingual 	not a family 				
mum 	Maiwala 	Western Oceanic 	Latn 			
muo 	Nyong 					
mup 	Malvi 	Indo-Aryan 				
muq 	Eastern Xiangxi Miao 	Hmong 				
mur 	Murle 	Eastern Sudanic 				
mus 	Creek 	Muskogean 	Latn 	Muscogee 		
mut 	Western Muria 	Dravidian 				
muu 	Yaaku 	Cushitic 				
muv 	Muthuvan 	Dravidian 				
mux 	Bo-Ung 					
muy 	Muyang 	Central Chadic 	Latn 			
muz 	Mursi 	Eastern Sudanic 				
mva 	Manam 	Western Oceanic 	Latn 			
mvb 	Mattole 	Pacific Coast Athabaskan 	Latn 			
mvd 	Mamboru 	Malayo-Polynesian 				
mvg 	Yucuañe Mixtec 	Mixtecan 	Latn 			
mvh 	Mire 					
mvi 	Miyako 	Ryukyuan 	Jpan 			
mvk 	Mekmek 	Yuat 				
mvl 	Mbara (Australia) 	Pama-Nyungan 		Mbara, Midjamba 		
mvm 	Muya 	Qiangic 				
mvn 	Minaveha 	Western Oceanic 	Latn 			
mvo 	Marovo 	Western Oceanic 	Latn 			
mvp 	Duri 	South Sulawesi 				
mvq 	Moere 	Madang 				
mvr 	Marau 	Halmahera-Cenderawasih 	Latn 			
mvs 	Massep 	Tor-Kwerba 				
mvt 	Mpotovoro 	North-Central Vanuatu 	Latn 			
mvu 	Marfa 					
mvv 	Tagal Murut 	Sabahan 	Latn 			
mvw 	Machinga 					
mvx 	Meoswar 	Halmahera-Cenderawasih 	Latn 			
mvy 	Indus Kohistani 					
mvz 	Mesqan 	Ethiopian Semitic 				
mwa 	Mwatebu 	Western Oceanic 	Latn 			
mwb 	Juwal 	Torricelli 	Latn 			
mwc 	Are 	Western Oceanic 	Latn 			
mwe 	Mwera 		Latn 	Chimwera, Cimwera, Mwela 		
mwf 	Murrinh-Patha 	Daly 	Latn 			
mwg 	Aiklep 	Western Oceanic 	Latn 			
mwh 	Mouk-Aria 	Western Oceanic 	Latn 			
mwi 	Labo 	North-Central Vanuatu 	Latn 			
mwk 	Kita Maninkakan 					
mwl 	Mirandese 	West Iberian 	Latn 			
mwm 	Sar 	Sara 				
mwn 	Nyamwanga 					
mwo 	Central Maewo 					
mwp 	Kala Lagaw Ya 	Pama-Nyungan 	Latn 			
mwq 	Mün Chin 	Kukish 		Mün, Müün Chin 		
mwr 	Marwari 	Indo-Aryan 	Deva, Mahj 	Merwari, Dhundari, Shekhawati, Harauti, Goaria, Gurgula 		
mws 	Mwimbi-Muthambi 	Bantu 	Latn 			
mwt 	Moken 	Malayo-Polynesian 				
mwu 	Mittu 	Central Sudanic 	Latn 			
mwv 	Mentawai 	Northwest Sumatran 	Latn 			
mww 	White Hmong 	Hmong 	Latn, Hmng 	Hmong Daw, Hmoob Dawb 		
mwz 	Moingi 					
mxa 	Northwest Oaxaca Mixtec 	Mixtecan 	Latn 			
mxb 	Tezoatlán Mixtec 	Mixtecan 	Latn 			
mxc 	Manyika 					
mxd 	Modang 					
mxe 	Mele-Fila 	Nuclear Polynesian 	Latn 			
mxf 	Malgbe 					
mxg 	Mbangala 					
mxh 	Mvuba 	Central Sudanic 	Latn 			
mxi 	Mozarabic 	West Iberian 	Arab, Hebr, Latn 			
mxj 	Miju 		Latn, Deva 	Miju Mishmi, Miju-Mishmi, Geman Deng, Geman, Kaman, Kman, Midzu 		
mxk 	Monumbo 	Torricelli 				
mxl 	Maxi Gbe 	Gbe 				
mxm 	Meramera 	Western Oceanic 	Latn 			
mxn 	Moi (Indonesia) 	Papuan 		Moi, Mekwei 		
mxo 	Mbowe 					
mxp 	Tlahuitoltepec Mixe 					
mxq 	Juquila Mixe 					
mxr 	Murik (Malaysia) 		Latn 	Murik, Kayan Murik 		
mxs 	Huitepec Mixtec 	Mixtecan 	Latn 			
mxt 	Jamiltepec Mixtec 	Mixtecan 	Latn 			
mxu 	Mada (Cameroon) 	Central Chadic 	Latn 	Mada 		
mxv 	Metlatónoc Mixtec 	Mixtecan 	Latn 			
mxw 	Namo 					
mxx 	Mahou 	Mande 		Mawukakan, Mahu, Maou, Mau, Mawu 		
mxy 	Southeastern Nochixtlán Mixtec 	Mixtecan 	Latn 			
mxz 	Central Masela 	Timoric 				
myb 	Mbay 	Sara 				
myc 	Mayeka 					
mye 	Myene 					
myf 	Bambassi 					
myg 	Manta 	Grassfields 	Latn 			
myh 	Makah 	Wakashan 	Latn 			
myj 	Mangayat 					
myk 	Mamara Senoufo 					
myl 	Moma 	Malayo-Polynesian 				
mym 	Me'en 	Eastern Sudanic 				
myo 	Anfillo 					
myp 	Pirahã 	Muran 	Latn 			
myr 	Muniche 					
mys 	Mesmes 	Ethiopian Semitic 				
myu 	Mundurukú 	Tupian 	Latn 			
myv 	Erzya 	Mordvinic 	Cyrl 	Mordvin 		
myw 	Muyuw 	Western Oceanic 	Latn 			
myx 	Masaba 	Bantu 	Latn 	Masaaba 		
myy 	Macuna 	Tucanoan 	Latn 	Buhagana, Bujagana, Wahana 		
myz 	Classical Mandaic 	Aramaic 	Mand 			
mza 	Santa María Zacatepec Mixtec 	Mixtecan 	Latn 			
mzb 	Tumzabt 	Berber 		Mozabite, Tumẓabt 		
mzc 	Madagascar Sign Language 	sign 				
mzd 	Malimba 					
mze 	Morawa 					
mzg 	Monastic Sign Language 	sign 				
mzh 	Wichí Lhamtés Güisnay 	Wichí 	Latn 			
mzi 	Ixcatlán Mazatec 	Mazatecan 	Latn 			
mzj 	Manya 					
mzk 	Nigeria Mambila 	Bantoid 	Latn 			
mzl 	Mazatlán Mixe 					
mzm 	Mumuye 	Savanna 	Latn 			
mzn 	Mazanderani 	Mazanderani-Shahmirzadi 	mzn-Arab 	Mazandarani, Tabari 		
mzo 	Matipuhy 	Cariban 	Latn 			
mzp 	Movima 					
mzq 	Mori Atas 					
mzr 	Marúbo 	Panoan 	Latn 			
mzs 	Macanese 	creole or pidgin 	Latn 			
mzt 	Mintil 	Aslian 				
mzu 	Inapang 	Papuan 	Latn 			
mzv 	Manza 	Savanna 				
mzw 	Deg 	Gur 	Latn 			
mzx 	Mawayana 	Arawakan 				
mzy 	Mozambican Sign Language 	sign 				
mzz 	Maiadomu 	Western Oceanic 	Latn 			
naa 	Namla 	Pauwasi 	Latn 			
nab 	Nambikwara 	Nambikwaran 	Latn 	Nambiquara, Nambicuara, Nambikuara, Southern Nambikuára 		
nac 	Narak 	Trans-New Guinea 	Latn 			
nae 	Naka'ela 	Malayo-Polynesian 	Latn 			
naf 	Nabak 	Trans-New Guinea 	Latn 			
nag 	Naga Pidgin 	creole or pidgin 	Latn 	Nagamese 		
nah 	Nahuatl 	Nahuan 	Latn 			
naj 	Nalu 	Senegambian 	Latn 			
nak 	Nakanai 	Western Oceanic 	Latn 			
nal 	Nalik 	Western Oceanic 	Latn 			
nam 	Ngan'gityemerri 		Latn 	Ngan'gi, Nangikurrunggurr 		
nan 	Min Nan 	Coastal Min 	Hani, Latn 	Hokkien, Taiwanese, Amoy, Xiamenese 		
nao 	Naaba 	Tibeto-Burman 		Naapa, Nawa Sherpa 		
nap 	Neapolitan 	Italo-Dalmatian 	Latn 			
naq 	Nama 	Khoekhoe 	Latn 	Khoekhoe, Hottentot 		
nar 	Iguta 	Benue-Congo 	Latn 			
nas 	Nasioi 	South Bougainville 	Latn 	Naasioi 		
nat 	Hungworo 	Benue-Congo 	Latn 			
naw 	Nawuri 	Kwa 	Latn 			
nax 	Nakwi 	Left May 	Latn 			
nay 	Ngarrindjeri 	Pama-Nyungan 	Latn 	Yaraldi 		
naz 	Coatepec Nahuatl 	Nahuan 	Latn 			
nba 	Nyemba 	Benue-Congo 	Latn 			
nbb 	Ndoe 	Bantoid 	Latn 			
nbc 	Chang 	Tibeto-Burman 	Latn 			
nbd 	Ngbinda 	Bantu 	Latn 			
nbe 	Konyak Naga 	Sino-Tibetan 	Latn 			
nbg 	Nagarchal 	Dravidian 				
nbh 	Ngamo 	West Chadic 	Latn 			
nbi 	Mao Naga 	Sino-Tibetan 	Latn 			
nbj 	Ngarinman 		Latn 			
nbk 	Nake 	Madang 	Latn 			
nbm 	Ngbaka Ma'bo 	Ubangian 	Latn 			
nbn 	Kuri 	Malayo-Polynesian 	Latn 	Nabi 		
nbo 	Nkukoli 	Benue-Congo 	Latn 			
nbp 	Nnam 	Bantoid 	Latn 			
nbq 	Nggem 	Trans-New Guinea 	Latn 			
nbr 	Numana 	Benue-Congo 	Latn 	Ningye, Numana-Nunku-Gbantu-Numbu 		
nbs 	Namibian Sign Language 	sign 	Latn 			
nbt 	Na 	Tani 	Deva, Latn 	Bangni 		
nbu 	Rongmei Naga 	Sino-Tibetan 	Latn 			
nbv 	Ngamambo 	Bantoid 	Latn 			
nbw 	Southern Ngbandi 	Ubangian 	Latn 			
nby 	Ningera 	Border 	Latn 			
nca 	Iyo 	Finisterre 	Latn 			
ncb 	Central Nicobarese 		Deva, Latn 	Nancowry, Nankwari, Camorta, Kamorta, Katchal, Tehnu 		
ncc 	Ponam 	Admiralty Islands 	Latn 			
ncd 	Nachering 	Sino-Tibetan 	Deva 			
nce 	Yale 		Latn 			
ncf 	Notsi 	Western Oceanic 	Latn 			
ncg 	Nisga'a 		Latn 			
nch 	Central Huasteca Nahuatl 	Nahuan 	Latn 			
nci 	Classical Nahuatl 	Nahuan 	Latn 			Yes
ncj 	Northern Puebla Nahuatl 	Nahuan 	Latn 			
nck 	Nakara 	Arnhem 	Latn 			
ncl 	Michoacán Nahuatl 	Nahuan 	Latn 			
ncm 	Nambo 		Latn 			
ncn 	Nauna 	Admiralty Islands 	Latn 			
nco 	Sibe 	South Bougainville 	Latn 			
ncr 	Ncane 	Bantoid 	Latn 			
ncs 	Nicaraguan Sign Language 	sign 	Sgnw 			
nct 	Chothe Naga 	Kukish 	Beng, Latn 	Chothe 		
ncu 	Chumburung 	Kwa 	Latn 			
ncx 	Central Puebla Nahuatl 	Nahuan 	Latn 			
ncz 	Natchez 		Latn 			
nda 	Ndasa 	Bantu 	Latn 			
ndb 	Kenswei Nsei 	Atlantic-Congo 	Latn 			
ndc 	Ndau 	Bantu 	Latn 			
ndd 	Nde-Nsele-Nta 	Bantoid 	Latn 			
ndf 	Nadruvian 		Latn 			
ndg 	Ndengereko 	Bantu 	Latn 			
ndh 	Ndali 	Bantu 	Latn 			
ndi 	Chamba Leko 	Atlantic-Congo 	Latn 	Samba Leko, Samba Leeko 		
ndj 	Ndamba 	Bantu 	Latn 			
ndk 	Ndaka 	Bantu 	Latn 			
ndl 	Ndolo 	Bantu 	Latn 			
ndm 	Ndam 	East Chadic 	Latn 			
ndn 	Ngundi 	Bantu 	Latn 			
ndp 	Ndo 	Central Sudanic 	Latn 			
ndq 	Ndombe 	Bantu 	Latn 			
ndr 	Ndoola 	Bantoid 	Latn 			
nds 	Low German 	West Germanic 	Latn 	Low Saxon, Modern Low German 		
ndt 	Ndunga 	Ubangian 	Latn 			
ndu 	Dugun 		Latn 			
ndv 	Ndut 	Senegambian 	Latn 			
ndw 	Ndobo 	Bantu 	Latn 			
ndx 	Nduga 		Latn 			
ndy 	Lutos 	Central Sudanic 	Latn 			
ndz 	Ndogo 	Ubangian 	Latn 			
nea 	Eastern Ngad'a 					
neb 	Toura 	Mande 	Latn 			
nec 	Nedebang 					
ned 	Nde-Gbite 					
nee 	Kumak 	New Caledonian 	Latn 	Nêlêmwa-Nixumwak, Nêlêmwa, Nixumwak, Nenema 		
nef 	Nefamese 					
neg 	Negidal 	Tungusic 	Cyrl 			
neh 	Nyenkha 	Sino-Tibetan 	Tibt, Latn 	Nyen, Henka, Mangsdekha, Phobjip, Mangdep, Mangde, Hen Kha, Henkha, Mandebi-kha, Nehan, Phobjikha, Chutobikha 		
nej 	Neko 	Finisterre 	Latn 			
nek 	Neku 	New Caledonian 				
nem 	Nemi 	New Caledonian 	Latn 			
nen 	Nengone 	Central-Eastern Oceanic 	Latn 			
neo 	Ná-Meo 	Hmong 				
neq 	North Central Mixe 		Latn 			
ner 	Yahadian 		Latn 			
nes 	Bhoti Kinnauri 					
net 	Nete 					
neu 	Neo 	constructed 	Latn 			
nev 	Nyaheun 	Bahnaric 				
new 	Newari 	Sino-Tibetan 	Deva, Newa 			
nex 	Neme 					
ney 	Neyo 	Kru 				
nez 	Nez Perce 	Sahaptian 	Latn 	Nez Percé, Numipu 		
nfa 	Dhao 	Malayo-Polynesian 				
nfd 	Ahwai 	Benue-Congo 	Latn 			
nfl 	Aiwoo 	Oceanic 	Latn 	Äiwoo 		
nfr 	Nafaanra 	Atlantic-Congo 	Latn 			
nfu 	Mfumte 	Grassfields 	Latn 			
nga 	Ngbaka 	Savanna 	Latn 	Ngbaka Gbaya, Ngbaka Minagende 		
ngb 	Northern Ngbandi 	Ubangian 	Latn 			
ngc 	Lingombe 	Bantu 		Ngombe (Democratic Republic of the Congo), Ngombe 		
ngd 	Bagandou 	Bantu 		Ngando (Central African Republic), Ngando, Bangandou 		
nge 	Ngemba 	Bantoid 	Latn 			
ngg 	Ngbaka Manza 	Atlantic-Congo 	Latn 			
ngh 	Nǀuu 	Tuu 	Latn 	Nǁng 		
ngi 	Ngizim 	West Chadic 	Latn 			
ngj 	Ngie 	Bantoid 	Latn 			
ngk 	Ngalkbun 	Gunwinyguan 	Latn 			
ngl 	Lomwe 	Bantu 	Latn 			
ngm 	Ngatik Men's Creole 	creole or pidgin 		Ngatikese, Ngatikese Pidgin, Ngatikese Creole 		
ngn 	Ngwo 	Bantoid 	Latn 			
ngo 	Ngoni 	Bantu 	Latn 			
ngp 	Ngulu 	Bantu 	Latn 			
ngq 	Ngoreme 	Bantu 	Latn 			
ngr 	Nagu 	Oceanic 	Latn 			
ngs 	Gvoko 	Central Chadic 	Latn 			
ngt 	Ngeq 	Katuic 		Kriang, Ngkriang 		
ngu 	Guerrero Nahuatl 	Nahuan 	Latn 			
ngv 	Nagumi 					
ngw 	Ngwaba 	Central Chadic 	Latn 			
ngx 	Nggwahyi 	Central Chadic 	Latn 			
ngy 	Tibea 	Bantu 	Latn 			
ngz 	Ngungwel 	Bantu 	Latn 			
nha 	Nhanda 	Southwest Pama-Nyungan 	Latn 			
nhb 	Beng 	Mande 	Latn 			
nhc 	Tabasco Nahuatl 	Nahuan 	Latn 			
nhd 	Chiripá 	Tupi-Guarani 		Ava Guarani, Chiripá Guarani, Nhandéva 		
nhe 	Eastern Huasteca Nahuatl 	Nahuan 	Latn 			
nhf 	Nhuwala 	Ngayarda 	Latn 			
nhg 	Tetelcingo Nahuatl 	Nahuan 	Latn 			
nhh 	Nahari 	Indo-Aryan 				
nhi 	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl 	Nahuan 	Latn 			
nhk 	Cosoleacaque Nahuatl 	Nahuan 	Latn 	Isthmus-Cosoleacaque Nahuatl, Cosoleacaque Isthmus Nahuatl 		
nhm 	Morelos Nahuatl 	Nahuan 	Latn 			
nhn 	Central Nahuatl 	Nahuan 	Latn 			
nho 	Takuu 	Nuclear Polynesian 	Latn 			
nhp 	Pajapan Nahuatl 	Nahuan 	Latn 	Isthmus-Pajapan Nahuatl, Pajapan Isthmus Nahuatl 		
nhq 	Huaxcaleca Nahuatl 	Nahuan 	Latn 			
nhr 	Naro 	Kalahari Khoe 	Latn 			
nht 	Ometepec Nahuatl 					
nhu 	Noone 	Bantoid 	Latn 			
nhv 	Temascaltepec Nahuatl 	Nahuan 	Latn 			
nhw 	Western Huasteca Nahuatl 	Nahuan 	Latn 			
nhx 	Mecayapan Nahuatl 	Nahuan 	Latn 	Isthmus-Mecayapan Nahuatl, Mecayapan Isthmus Nahuatl 		
nhy 	Northern Oaxaca Nahuatl 	Nahuan 	Latn 			
nhz 	Santa María La Alta Nahuatl 	Nahuan 	Latn 			
nia 	Nias 	Northwest Sumatran 	Latn 			
nib 	Nakame 	Finisterre 	Latn 			
nid 	Ngandi 	Arnhem 	Latn 			
nie 	Niellim 					
nif 	Nek 	Finisterre 	Latn 			
nig 	Ngalakan 	Gunwinyguan 	Latn 			
nih 	Nyiha 	Bantu 	Latn 			
nii 	Nii 	Trans-New Guinea 	Latn 			
nij 	Ngaju 	West Barito 	Latn 			
nik 	Southern Nicobarese 					
nil 	Nila 					
nim 	Nilamba 	Bantu 	Latn 			
nin 	Ninzo 	Benue-Congo 				
nio 	Nganasan 	Samoyedic 	Cyrl 			
niq 	Nandi 	Eastern Sudanic 				
nir 	Nimboran 					
